Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Clear (0/8),2007-08-18,-1,1325.0,15.5,61.01379075534379,25.55854445562533,92.27272727272728
Clear (1/8),2007-08-19,-1,1326.0,14.5,61.01379075534379,25.55854445562533,113.97454545454546
Clear (0/8),2007-08-20,-1,1327.0,14.4,61.01379075534379,25.55854445562533,191.3078787878788
Clear (0/8),2007-08-21,-1,1328.0,16.6,61.01379075534379,25.55854445562533,228.22727272727275
Mostly cloudy (7/8),2007-08-22,-1,1329.0,18.0,61.01379075534379,25.55854445562533,145.1318181818182
Mostly clear (3/8),2007-08-23,-1,1330.0,16.5,61.01379075534379,25.55854445562533,117.03636363636365
Clear (0/8),2007-08-24,-1,1331.0,17.2,61.01379075534379,25.55854445562533,241.4706060606061
Clear (0/8),2007-08-25,-1,1332.0,15.7,61.01379075534379,25.55854445562533,84.2909090909091
Clear (0/8),2007-08-26,-1,1333.0,11.9,61.01379075534379,25.55854445562533,56.77515151515152
Clear (1/8),2007-08-27,-1,1334.0,11.4,61.01379075534379,25.55854445562533,145.68636363636367
Mostly cloudy (7/8),2007-08-28,-1,1335.0,9.8,61.01379075534379,25.55854445562533,154.74454545454546
Mostly cloudy (7/8),2007-08-29,-1,1336.0,8.8,61.01379075534379,25.55854445562533,167.8818181818182
Partly cloudy (5/8),2007-08-30,-1,1337.0,8.2,61.01379075534379,25.55854445562533,93.90969696969698
Clear (0/8),2007-08-31,-1,1338.0,7.4,61.01379075534379,25.55854445562533,163.75454545454545
Clear (0/8),2007-09-01,-1,1339.0,5.9,61.01379075534379,25.55854445562533,163.88068181818184
Clear (1/8),2007-09-02,-1,1340.0,9.0,61.01379075534379,25.55854445562533,156.70636363636365
Mostly cloudy (7/8),2007-09-03,-1,1341.0,11.0,61.01379075534379,25.55854445562533,76.7218181818182
Mostly cloudy (7/8),2007-09-04,-1,1342.0,9.9,61.01379075534379,25.55854445562533,152.96030303030304
Clear (0/8),2007-09-05,-1,1343.0,9.2,61.01379075534379,25.55854445562533,89.9712121212121
Mostly cloudy (7/8),2007-09-06,-1,1344.0,11.1,61.01379075534379,25.55854445562533,111.31818181818184
Clear (0/8),2007-09-07,-1,1345.0,8.4,61.01379075534379,25.55854445562533,110.21393939393938
Clear (0/8),2007-09-08,-1,1346.0,7.3,61.01379075534379,25.55854445562533,166.16151515151515
Clear (0/8),2007-09-09,-1,1347.0,8.4,61.01379075534379,25.55854445562533,88.87878787878788
Mostly cloudy (7/8),2007-09-10,-1,1348.0,8.0,61.01379075534379,25.55854445562533,102.1769696969697
Clear (0/8),2007-09-11,-1,1349.0,7.5,61.01379075534379,25.55854445562533,118.04363636363637
Clear (0/8),2007-09-12,-1,1350.0,8.7,61.01379075534379,25.55854445562533,67.32030303030304
Clear (0/8),2007-09-13,-1,1351.0,9.0,61.01379075534379,25.55854445562533,169.23393939393938
Cloudy (8/8),2007-09-14,-1,1352.0,7.8,61.01379075534379,25.55854445562533,104.19757575757576
Mostly cloudy (7/8),2007-09-15,-1,1353.0,9.6,61.01379075534379,25.55854445562533,70.23666666666666
Clear (1/8),2007-09-16,-1,1354.0,7.5,61.01379075534379,25.55854445562533,85.47925925925927
Partly cloudy (5/8),2007-09-17,-1,1355.0,8.6,61.01379075534379,25.55854445562533,60.08383838383838
Clear (0/8),2007-09-18,-1,1356.0,8.9,61.01379075534379,25.55854445562533,65.06090909090909
Cloudy (8/8),2007-09-19,-1,1357.0,6.8,61.01379075534379,25.55854445562533,69.96969696969698
Clear (0/8),2007-09-20,-1,1358.0,6.4,61.01379075534379,25.55854445562533,115.71060606060604
Mostly clear (3/8),2007-09-21,-1,1359.0,12.4,61.01379075534379,25.55854445562533,48.75909090909091
Mostly cloudy (7/8),2007-09-22,-1,1360.0,11.3,61.01379075534379,25.55854445562533,78.29242424242425
Clear (0/8),2007-09-23,-1,1361.0,8.9,61.01379075534379,25.55854445562533,138.6869696969697
Clear (1/8),2007-09-24,-1,1362.0,11.5,61.01379075534379,25.55854445562533,67.38454545454545
Clear (0/8),2007-09-25,-1,1363.0,12.5,61.01379075534379,25.55854445562533,55.20000000000001
Mostly clear (3/8),2007-09-26,-1,1364.0,12.4,61.01379075534379,25.55854445562533,72.0030303030303
Mostly cloudy (7/8),2007-09-27,-1,1365.0,11.2,61.01379075534379,25.55854445562533,104.30909090909093
Mostly cloudy (7/8),2007-09-28,-1,1366.0,9.0,61.01379075534379,25.55854445562533,79.52030303030303
Cloudy (8/8),2007-09-29,-1,1367.0,13.1,61.01379075534379,25.55854445562533,146.4227272727273
Mostly cloudy (7/8),2007-09-30,-1,1368.0,12.6,61.01379075534379,25.55854445562533,126.51616161616164
Clear (0/8),2007-10-01,-1,1369.0,11.2,61.01379075534379,25.55854445562533,53.08606589147286
Mostly cloudy (7/8),2007-10-02,-1,1370.0,11.1,61.01379075534379,25.55854445562533,59.66060606060606
Cloudy (8/8),2007-10-03,-1,1371.0,10.4,61.01379075534379,25.55854445562533,52.50727272727272
Cloudy (8/8),2007-10-04,-1,1372.0,12.0,61.01379075534379,25.55854445562533,55.90969696969697
Partly cloudy (5/8),2007-10-05,-1,1373.0,11.7,61.01379075534379,25.55854445562533,103.4169696969697
Mostly cloudy (7/8),2007-10-06,-1,1374.0,11.1,61.01379075534379,25.55854445562533,96.77272727272728
Mostly cloudy (7/8),2007-10-07,-1,1375.0,9.8,61.01379075534379,25.55854445562533,52.4909090909091
Mostly cloudy (7/8),2007-10-08,-1,1376.0,8.5,61.01379075534379,25.55854445562533,38.46060606060606
Mostly clear (3/8),2007-10-09,-1,1377.0,5.9,61.01379075534379,25.55854445562533,101.33686868686868
Clear (0/8),2007-10-10,-1,1378.0,2.8,61.01379075534379,25.55854445562533,96.2090909090909
Clear (0/8),2007-10-11,-1,1379.0,1.1,61.01379075534379,25.55854445562533,132.12348484848485
Cloudy (8/8),2007-10-12,-1,1380.0,1.8,61.01379075534379,25.55854445562533,81.83636363636363
Clear (1/8),2007-10-13,-1,1381.0,1.7,61.01379075534379,25.55854445562533,78.14277777777778
Clear (0/8),2007-10-14,-1,1382.0,1.3,61.01379075534379,25.55854445562533,44.40636363636363
Cloudy (8/8),2007-10-15,-1,1383.0,8.4,61.01379075534379,25.55854445562533,55.46060606060606
Cloudy (8/8),2007-10-16,-1,1384.0,7.8,61.01379075534379,25.55854445562533,40.1
Mostly cloudy (7/8),2007-10-17,-1,1385.0,8.6,61.01379075534379,25.55854445562533,43.67878787878788
Clear (0/8),2007-10-18,-1,1386.0,5.5,61.01379075534379,25.55854445562533,44.725505050505056
Cloudy (8/8),2007-10-19,-1,1387.0,4.0,61.01379075534379,25.55854445562533,94.27247474747476
Mostly clear (3/8),2007-10-20,-1,1388.0,0.1,61.01379075534379,25.55854445562533,54.08303030303031
Clear (0/8),2007-10-21,-1,1389.0,-2.6,61.01379075534379,25.55854445562533,19.433636363636364
Clear (0/8),2007-10-22,-1,1390.0,-1.6,61.01379075534379,25.55854445562533,17.37272727272727
Clear (0/8),2007-10-23,-1,1391.0,-2.0,61.01379075534379,25.55854445562533,23.3979797979798
Clear (1/8),2007-10-24,-1,1392.0,1.3,61.01379075534379,25.55854445562533,42.53636363636364
Cloudy (8/8),2007-10-25,-1,1393.0,3.3,61.01379075534379,25.55854445562533,38.93333333333333
Mostly cloudy (7/8),2007-10-26,-1,1394.0,4.8,61.01379075534379,25.55854445562533,14.433333333333332
Cloudy (8/8),2007-10-27,-1,1395.0,5.6,61.01379075534379,25.55854445562533,8.475757575757576
Cloudy (8/8),2007-10-28,-1,1396.0,7.1,61.01379075534379,25.55854445562533,39.9959595959596
Cloudy (8/8),2007-10-29,-1,1397.0,8.7,61.01379075534379,25.55854445562533,38.48030303030303
Cloudy (8/8),2007-10-30,-1,1398.0,8.3,61.01379075534379,25.55854445562533,31.15303030303029
Mostly cloudy (7/8),2007-10-31,-1,1399.0,4.6,61.01379075534379,25.55854445562533,53.690000000000005
Cloudy (8/8),2007-11-01,-1,1400.0,6.2,61.01379075534379,25.55854445562533,65.12460317460318
Cloudy (8/8),2007-11-02,-1,1401.0,4.2,61.01379075534379,25.55854445562533,36.713167388167385
Mostly cloudy (7/8),2007-11-03,-1,1402.0,-1.3,61.01379075534379,25.55854445562533,32.403102453102456
Clear (1/8),2007-11-04,-1,1403.0,-1.8,61.01379075534379,25.55854445562533,21.721284271284272
Clear (0/8),2007-11-05,-1,1404.0,-4.0,61.01379075534379,25.55854445562533,17.72017982017982
Mostly cloudy (7/8),2007-11-06,-1,1405.0,1.9,61.01379075534379,25.55854445562533,17.72973692973693
Mostly cloudy (7/8),2007-11-07,-1,1406.0,0.5,61.01379075534379,25.55854445562533,23.530636030636032
Cloudy (8/8),2007-11-08,-1,1407.0,1.5,61.01379075534379,25.55854445562533,25.85114885114885
Cloudy (8/8),2007-11-09,-1,1408.0,2.4,61.01379075534379,25.55854445562533,18.007251082251084
Mostly cloudy (7/8),2007-11-10,-1,1409.0,1.4,61.01379075534379,25.55854445562533,10.970129870129872
Cloudy (8/8),2007-11-11,-1,1410.0,1.4,61.01379075534379,25.55854445562533,15.302200577200578
Cloudy (8/8),2007-11-12,-1,1411.0,-0.2,61.01379075534379,25.55854445562533,12.420707070707072
