Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Mostly cloudy (7/8),2004-08-13,-1,225,6.8,68.42513494822931,27.44966181554389,216.1
Clear (0/8),2004-08-14,-1,226,5.3,68.42513494822931,27.44966181554389,257.96666666666664
Cloudiness cannot be determined (9/8),2004-08-15,-1,227,7.0,68.42513494822931,27.44966181554389,171.13333333333333
Mostly cloudy (7/8),2004-08-16,-1,228,8.3,68.42513494822931,27.44966181554389,188.13333333333333
Cloudy (8/8),2004-08-17,-1,229,8.9,68.42513494822931,27.44966181554389,25.1
Mostly cloudy (7/8),2004-08-18,-1,230,8.4,68.42513494822931,27.44966181554389,54.0
Mostly cloudy (7/8),2004-08-19,-1,231,9.1,68.42513494822931,27.44966181554389,124.86666666666667
Cloudy (8/8),2004-08-20,-1,232,7.3,68.42513494822931,27.44966181554389,102.3
Cloudy (8/8),2004-08-21,-1,233,11.3,68.42513494822931,27.44966181554389,116.46666666666668
Mostly cloudy (7/8),2004-08-22,-1,234,13.8,68.42513494822931,27.44966181554389,121.56666666666666
Clear (1/8),2004-08-23,-1,235,9.3,68.42513494822931,27.44966181554389,145.66666666666666
Mostly cloudy (7/8),2004-08-24,-1,236,4.9,68.42513494822931,27.44966181554389,225.9666666666667
Cloudy (8/8),2004-08-25,-1,237,5.2,68.42513494822931,27.44966181554389,189.9666666666667
Cloudy (8/8),2004-08-26,-1,238,6.6,68.42513494822931,27.44966181554389,3.366666666666667
Mostly cloudy (7/8),2004-08-27,-1,239,8.2,68.42513494822931,27.44966181554389,134.06666666666666
Clear (0/8),2004-08-28,-1,240,9.2,68.42513494822931,27.44966181554389,50.06666666666666
Cloudy (8/8),2004-08-29,-1,241,11.1,68.42513494822931,27.44966181554389,185.03333333333333
Mostly cloudy (7/8),2004-08-30,-1,242,11.6,68.42513494822931,27.44966181554389,90.96666666666664
Clear (0/8),2004-08-31,-1,243,12.3,68.42513494822931,27.44966181554389,131.53333333333333
Clear (0/8),2004-09-01,-1,244,12.3,68.42513494822931,27.44966181554389,34.833333333333336
Mostly cloudy (7/8),2004-09-02,-1,245,9.7,68.42513494822931,27.44966181554389,15.16666666666667
Cloudy (8/8),2004-09-03,-1,246,10.6,68.42513494822931,27.44966181554389,25.3
Cloudy (8/8),2004-09-04,-1,247,10.9,68.42513494822931,27.44966181554389,97.83333333333331
Mostly cloudy (7/8),2004-09-05,-1,248,13.1,68.42513494822931,27.44966181554389,126.8
Clear (0/8),2004-09-06,-1,249,7.9,68.42513494822931,27.44966181554389,100.9
Clear (0/8),2004-09-07,-1,250,4.9,68.42513494822931,27.44966181554389,157.33333333333334
Clear (0/8),2004-09-08,-1,251,1.9,68.42513494822931,27.44966181554389,171.26666666666665
Partly cloudy (5/8),2004-09-09,-1,252,3.8,68.42513494822931,27.44966181554389,108.33333333333331
Mostly cloudy (7/8),2004-09-10,-1,253,8.1,68.42513494822931,27.44966181554389,159.20000000000002
Clear (0/8),2004-09-11,-1,254,5.2,68.42513494822931,27.44966181554389,242.46666666666667
Partly cloudy (5/8),2004-09-12,-1,255,3.7,68.42513494822931,27.44966181554389,9.7
Mostly cloudy (7/8),2004-09-13,-1,256,3.0,68.42513494822931,27.44966181554389,109.36666666666667
Clear (0/8),2004-09-14,-1,257,1.4,68.42513494822931,27.44966181554389,81.66666666666667
Cloudy (8/8),2004-09-15,-1,258,3.0,68.42513494822931,27.44966181554389,137.66666666666666
Mostly cloudy (7/8),2004-09-16,-1,259,2.8,68.42513494822931,27.44966181554389,160.58666666666667
Mostly cloudy (7/8),2004-09-17,-1,260,2.1,68.42513494822931,27.44966181554389,79.96666666666667
Mostly cloudy (7/8),2004-09-18,-1,261,1.5,68.42513494822931,27.44966181554389,2.833333333333333
Cloudy (8/8),2004-09-19,-1,262,3.6,68.42513494822931,27.44966181554389,17.233333333333334
Cloudy (8/8),2004-09-20,-1,263,6.3,68.42513494822931,27.44966181554389,161.96666666666667
Mostly cloudy (7/8),2004-09-21,-1,264,8.1,68.42513494822931,27.44966181554389,13.0
Mostly cloudy (7/8),2004-09-22,-1,265,7.2,68.42513494822931,27.44966181554389,9.666666666666666
Mostly cloudy (7/8),2004-09-23,-1,266,8.2,68.42513494822931,27.44966181554389,24.86666666666667
Cloudy (8/8),2004-09-24,-1,267,7.2,68.42513494822931,27.44966181554389,44.13333333333333
Mostly cloudy (7/8),2004-09-25,-1,268,7.9,68.42513494822931,27.44966181554389,33.76666666666667
