Cloud cover [1/8],Date,Snow depth [cm],Average temperature [°C],latitude,longitude,Average radiation
Clear (0/8),2022-06-07,-1,9.9,66.16575626929145,29.152157226680888,452.1333333333334
Clear (0/8),2022-06-08,-1,13.3,66.16575626929145,29.152157226680888,167.03333333333333
Cloudy (8/8),2022-06-09,-1,11.7,66.16575626929145,29.152157226680888,241.13333333333333
Cloudy (8/8),2022-06-10,-1,13.3,66.16575626929145,29.152157226680888,353.0333333333333
Clear (0/8),2022-06-11,-1,15.1,66.16575626929145,29.152157226680888,366.6666666666667
Cloudy (8/8),2022-06-12,-1,14,66.16575626929145,29.152157226680888,298.6666666666667
Mostly cloudy (7/8),2022-06-13,-1,13.1,66.16575626929145,29.152157226680888,330.20000000000005
Mostly clear (3/8),2022-06-14,-1,14.2,66.16575626929145,29.152157226680888,201.76666666666665
Mostly clear (2/8),2022-06-15,-1,11,66.16575626929145,29.152157226680888,303.2333333333333
Cloudy (8/8),2022-06-16,-1,5.1,66.16575626929145,29.152157226680888,216.66666666666663
Cloudy (8/8),2022-06-17,-1,5.5,66.16575626929145,29.152157226680888,300.7333333333333
Mostly cloudy (7/8),2022-06-18,-1,7.6,66.16575626929145,29.152157226680888,148.93333333333334
Mostly clear (2/8),2022-06-19,-1,6.4,66.16575626929145,29.152157226680888,328.93333333333334
Cloudy (8/8),2022-06-20,-1,6.8,66.16575626929145,29.152157226680888,168.0
Cloudy (8/8),2022-06-21,-1,11.1,66.16575626929145,29.152157226680888,332.0333333333333
Mostly cloudy (7/8),2022-06-22,-1,12.5,66.16575626929145,29.152157226680888,154.9
Clear (0/8),2022-06-23,-1,11.6,66.16575626929145,29.152157226680888,226.9333333333333
Mostly clear (2/8),2022-06-24,-1,15.2,66.16575626929145,29.152157226680888,439.1
Clear (0/8),2022-06-25,-1,20.4,66.16575626929145,29.152157226680888,443.5333333333333
Clear (0/8),2022-06-26,-1,20.1,66.16575626929145,29.152157226680888,507.0
Mostly cloudy (6/8),2022-06-27,-1,12.4,66.16575626929145,29.152157226680888,333.6666666666667
Mostly cloudy (7/8),2022-06-28,-1,13.4,66.16575626929145,29.152157226680888,322.2
Clear (0/8),2022-06-29,-1,19.2,66.16575626929145,29.152157226680888,397.3
Clear (0/8),2022-06-30,-1,23.7,66.16575626929145,29.152157226680888,467.9
Clear (0/8),2022-07-01,-1,24.9,66.16575626929145,29.152157226680888,274.1
Clear (0/8),2022-07-02,-1,22.2,66.16575626929145,29.152157226680888,249.13333333333333
Cloudy (8/8),2022-07-03,-1,20.2,66.16575626929145,29.152157226680888,396.5333333333333
Clear (0/8),2022-07-04,-1,18.8,66.16575626929145,29.152157226680888,446.26666666666665
Clear (0/8),2022-07-05,-1,18.1,66.16575626929145,29.152157226680888,291.0333333333333
Mostly cloudy (7/8),2022-07-06,-1,13.9,66.16575626929145,29.152157226680888,288.3
Cloudy (8/8),2022-07-07,-1,12.4,66.16575626929145,29.152157226680888,293.43333333333334
Cloudy (8/8),2022-07-08,-1,11.5,66.16575626929145,29.152157226680888,289.6666666666667
Mostly cloudy (7/8),2022-07-09,-1,12.8,66.16575626929145,29.152157226680888,107.9
Cloudy (8/8),2022-07-10,-1,14.7,66.16575626929145,29.152157226680888,230.3333333333333
Mostly cloudy (7/8),2022-07-11,-1,15.3,66.16575626929145,29.152157226680888,165.2
Mostly cloudy (7/8),2022-07-12,-1,16.6,66.16575626929145,29.152157226680888,144.53333333333333
Mostly cloudy (7/8),2022-07-13,-1,16.6,66.16575626929145,29.152157226680888,13.933333333333332
Cloudy (8/8),2022-07-14,-1,16.7,66.16575626929145,29.152157226680888,140.33333333333334
Mostly clear (2/8),2022-07-15,-1,13.9,66.16575626929145,29.152157226680888,125.03333333333336
Cloudy (8/8),2022-07-16,-1,14.3,66.16575626929145,29.152157226680888,66.53333333333333
Clear (0/8),2022-07-17,-1,13.9,66.16575626929145,29.152157226680888,83.13333333333334
Partly cloudy (5/8),2022-07-18,-1,12.3,66.16575626929145,29.152157226680888,105.83333333333331
Cloudy (8/8),2022-07-19,-1,12.9,66.16575626929145,29.152157226680888,272.03333333333336
Mostly clear (2/8),2022-07-20,-1,12.7,66.16575626929145,29.152157226680888,329.93333333333334
Clear (1/8),2022-07-21,-1,17.9,66.16575626929145,29.152157226680888,343.0
Mostly cloudy (7/8),2022-07-22,-1,17.7,66.16575626929145,29.152157226680888,275.6
Mostly clear (2/8),2022-07-23,-1,15.3,66.16575626929145,29.152157226680888,208.9333333333333
Clear (0/8),2022-07-24,-1,12.8,66.16575626929145,29.152157226680888,94.46666666666664
Cloudy (8/8),2022-07-25,-1,15,66.16575626929145,29.152157226680888,253.9
Mostly cloudy (7/8),2022-07-26,-1,15.5,66.16575626929145,29.152157226680888,45.93333333333334
Cloudy (8/8),2022-07-27,-1,14.7,66.16575626929145,29.152157226680888,145.1
Mostly cloudy (7/8),2022-07-28,-1,11.2,66.16575626929145,29.152157226680888,112.26666666666668
Cloudy (8/8),2022-07-29,-1,9.1,66.16575626929145,29.152157226680888,83.2
Cloudy (8/8),2022-07-30,-1,7.9,66.16575626929145,29.152157226680888,181.96666666666667
Cloudy (8/8),2022-07-31,-1,10.8,66.16575626929145,29.152157226680888,175.33333333333334
Cloudy (8/8),2022-08-01,-1,14,66.16575626929145,29.152157226680888,256.96666666666664
Clear (0/8),2022-08-02,-1,14.2,66.16575626929145,29.152157226680888,260.8
Cloudy (8/8),2022-08-03,-1,11.9,66.16575626929145,29.152157226680888,173.5666666666667
Cloudy (8/8),2022-08-04,-1,14.4,66.16575626929145,29.152157226680888,166.03333333333333
Partly cloudy (5/8),2022-08-05,-1,15.3,66.16575626929145,29.152157226680888,156.6
Cloudy (8/8),2022-08-06,-1,15.3,66.16575626929145,29.152157226680888,69.93333333333334
Partly cloudy (4/8),2022-08-07,-1,10,66.16575626929145,29.152157226680888,258.06666666666666
Cloudy (8/8),2022-08-08,-1,11.1,66.16575626929145,29.152157226680888,150.96666666666667
Partly cloudy (4/8),2022-08-09,-1,13.4,66.16575626929145,29.152157226680888,342.93333333333334
Mostly cloudy (7/8),2022-08-10,-1,13.7,66.16575626929145,29.152157226680888,201.9333333333333
Cloudy (8/8),2022-08-11,-1,13.4,66.16575626929145,29.152157226680888,227.93333333333337
Cloudy (8/8),2022-08-12,-1,10.9,66.16575626929145,29.152157226680888,286.3666666666666
Clear (0/8),2022-08-13,-1,11.3,66.16575626929145,29.152157226680888,400.6666666666667
Cloudy (8/8),2022-08-14,-1,12.6,66.16575626929145,29.152157226680888,382.3
Clear (0/8),2022-08-15,-1,16.3,66.16575626929145,29.152157226680888,238.83333333333331
Clear (0/8),2022-08-16,-1,19.9,66.16575626929145,29.152157226680888,326.76666666666665
Clear (0/8),2022-08-17,-1,20.7,66.16575626929145,29.152157226680888,141.70000000000002
Mostly cloudy (7/8),2022-08-18,-1,14.8,66.16575626929145,29.152157226680888,77.36666666666666
Cloudy (8/8),2022-08-19,-1,17.1,66.16575626929145,29.152157226680888,100.33333333333331
Clear (1/8),2022-08-20,-1,19.4,66.16575626929145,29.152157226680888,192.93333333333337
Clear (0/8),2022-08-21,-1,17.4,66.16575626929145,29.152157226680888,153.23333333333332
Mostly cloudy (6/8),2022-08-22,-1,13.6,66.16575626929145,29.152157226680888,143.43333333333334
Clear (0/8),2022-08-23,-1,11.9,66.16575626929145,29.152157226680888,196.16666666666663
Clear (0/8),2022-08-24,-1,12.2,66.16575626929145,29.152157226680888,105.83333333333331
Clear (0/8),2022-08-25,-1,13.5,66.16575626929145,29.152157226680888,219.13333333333333
Clear (0/8),2022-08-26,-1,15.2,66.16575626929145,29.152157226680888,155.33333333333334
Clear (0/8),2022-08-27,-1,14.1,66.16575626929145,29.152157226680888,221.36666666666667
Mostly cloudy (7/8),2022-08-28,-1,11.9,66.16575626929145,29.152157226680888,279.53333333333336
Clear (0/8),2022-08-29,-1,9.4,66.16575626929145,29.152157226680888,125.43333333333332
Mostly clear (2/8),2022-08-30,-1,4.8,66.16575626929145,29.152157226680888,168.6
Cloudy (8/8),2022-08-31,-1,4.9,66.16575626929145,29.152157226680888,117.86666666666667
Clear (0/8),2022-09-01,-1,3.7,66.16575626929145,29.152157226680888,210.5
Clear (0/8),2022-09-02,-1,3.8,66.16575626929145,29.152157226680888,174.46666666666667
Mostly cloudy (7/8),2022-09-03,-1,4.3,66.16575626929145,29.152157226680888,89.73333333333335
Cloudy (8/8),2022-09-04,-1,3.9,66.16575626929145,29.152157226680888,82.39999999999999
Mostly cloudy (7/8),2022-09-05,-1,7.3,66.16575626929145,29.152157226680888,71.2
Cloudy (8/8),2022-09-06,-1,4.9,66.16575626929145,29.152157226680888,120.59999999999998
Mostly cloudy (7/8),2022-09-07,-1,2.3,66.16575626929145,29.152157226680888,108.76666666666668
Cloudy (8/8),2022-09-08,-1,4.6,66.16575626929145,29.152157226680888,290.0
Clear (0/8),2022-09-09,-1,5.8,66.16575626929145,29.152157226680888,263.9
Cloudy (8/8),2022-09-10,-1,7.5,66.16575626929145,29.152157226680888,277.3333333333333
Mostly cloudy (7/8),2022-09-11,-1,7.7,66.16575626929145,29.152157226680888,190.1
Mostly clear (2/8),2022-09-12,-1,7.4,66.16575626929145,29.152157226680888,238.1666666666667
Cloudy (8/8),2022-09-13,-1,8.4,66.16575626929145,29.152157226680888,2.333333333333333
Mostly cloudy (7/8),2022-09-14,-1,8.1,66.16575626929145,29.152157226680888,0.0
Mostly cloudy (7/8),2022-09-15,-1,7.2,66.16575626929145,29.152157226680888,20.5
Cloudy (8/8),2022-09-16,-1,7.9,66.16575626929145,29.152157226680888,19.23333333333333
Cloudy (8/8),2022-09-17,-1,7.8,66.16575626929145,29.152157226680888,27.96666666666667
Cloudy (8/8),2022-09-18,-1,7.7,66.16575626929145,29.152157226680888,32.733333333333334
Cloudy (8/8),2022-09-19,-1,6.3,66.16575626929145,29.152157226680888,61.26666666666666
Cloudy (8/8),2022-09-20,-1,3.6,66.16575626929145,29.152157226680888,13.933333333333332
Clear (0/8),2022-09-21,-1,2.6,66.16575626929145,29.152157226680888,62.5
Cloudy (8/8),2022-09-22,-1,5.2,66.16575626929145,29.152157226680888,223.36666666666667
Cloudy (8/8),2022-09-23,-1,5,66.16575626929145,29.152157226680888,119.0
Cloudy (8/8),2022-09-24,-1,5.3,66.16575626929145,29.152157226680888,57.333333333333336
Cloudy (8/8),2022-09-25,-1,3.2,66.16575626929145,29.152157226680888,102.0
Cloudy (8/8),2022-09-26,-1,4,66.16575626929145,29.152157226680888,24.03333333333333
Cloudy (8/8),2022-09-27,-1,4.1,66.16575626929145,29.152157226680888,72.3
Cloudy (8/8),2022-09-28,-1,4,66.16575626929145,29.152157226680888,32.23333333333333
Cloudy (8/8),2022-09-29,-,2.7,66.16575626929145,29.152157226680888,46.56666666666667
Mostly cloudy (7/8),2022-09-30,-1,-0.6,66.16575626929145,29.152157226680888,28.7
Cloudy (8/8),2022-10-01,-1,0.5,66.16575626929145,29.152157226680888,71.13333333333334
Cloudy (8/8),2022-10-02,-1,3.2,66.16575626929145,29.152157226680888,13.266666666666666
Cloudy (8/8),2022-10-03,-1,4.9,66.16575626929145,29.152157226680888,45.633333333333326
