Cloud cover [1/8],Date,Snow depth [cm],Unnamed: 0,Average temperature [°C],latitude,longitude,Average radiation
Cloudy (8/8),2004-03-24,73,83.0,-1.9,63.09919816994788,29.819181926899105,15.033333333333331
Cloudy (8/8),2004-03-25,73,84.0,-2.3,63.09919816994788,29.819181926899105,63.13333333333333
Cloudy (8/8),2004-03-26,72,85.0,-4.8,63.09919816994788,29.819181926899105,115.33333333333331
Cloudy (8/8),2004-03-27,71,86.0,-4.8,63.09919816994788,29.819181926899105,66.00000000000001
Mostly cloudy (7/8),2004-03-28,72,87.0,-0.6,63.09919816994788,29.819181926899105,226.63333333333333
Mostly cloudy (7/8),2004-03-29,73,88.0,-1.5,63.09919816994788,29.819181926899105,122.53333333333336
Mostly cloudy (7/8),2004-03-30,72,89.0,-0.3,63.09919816994788,29.819181926899105,125.66666666666669
Mostly cloudy (7/8),2004-03-31,70,90.0,-4.8,63.09919816994788,29.819181926899105,347.43333333333334
Clear (1/8),2004-04-01,70,91.0,-7.4,63.09919816994788,29.819181926899105,401.3333333333333
Clear (0/8),2004-04-02,70,92.0,-9.7,63.09919816994788,29.819181926899105,371.8666666666666
Clear (1/8),2004-04-03,70,93.0,-3.3,63.09919816994788,29.819181926899105,311.26666666666665
Clear (0/8),2004-04-04,70,94.0,-2.4,63.09919816994788,29.819181926899105,316.6
Clear (0/8),2004-04-05,70,95.0,-0.1,63.09919816994788,29.819181926899105,230.0666666666667
Clear (0/8),2004-04-06,70,96.0,0.7,63.09919816994788,29.819181926899105,193.9333333333333
Clear (0/8),2004-04-07,70,97.0,0.9,63.09919816994788,29.819181926899105,306.1
Clear (0/8),2004-04-08,69,98.0,0.6,63.09919816994788,29.819181926899105,286.93333333333334
Clear (0/8),2004-04-09,69,99.0,2,63.09919816994788,29.819181926899105,242.0
Clear (0/8),2004-04-10,68,100.0,2.2,63.09919816994788,29.819181926899105,176.96666666666667
Cloudy (8/8),2004-04-11,68,101.0,1,63.09919816994788,29.819181926899105,253.46666666666667
Clear (1/8),2004-04-12,74,102.0,0.6,63.09919816994788,29.819181926899105,301.0
Cloudy (8/8),2004-04-13,79,103.0,1.7,63.09919816994788,29.819181926899105,381.73333333333335
Clear (0/8),2004-04-14,71,104.0,-0.3,63.09919816994788,29.819181926899105,13.266666666666666
Mostly cloudy (7/8),2004-04-15,73,105.0,1.8,63.09919816994788,29.819181926899105,214.86666666666665
Mostly cloudy (7/8),2004-04-16,69,106.0,3.3,63.09919816994788,29.819181926899105,85.93333333333334
Partly cloudy (5/8),2004-04-17,66,107.0,6.7,63.09919816994788,29.819181926899105,260.9
