"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]"
"Helsinki Kumpula","2012","6","2","03:00","-1"
"Helsinki Kumpula","2012","6","3","03:00","-1"
"Helsinki Kumpula","2012","6","4","03:00","-1"
"Helsinki Kumpula","2012","6","5","03:00","-1"
"Helsinki Kumpula","2012","6","6","03:00","-1"
"Helsinki Kumpula","2012","6","7","03:00","-1"
"Helsinki Kumpula","2012","6","8","03:00","-1"
"Helsinki Kumpula","2012","6","9","03:00","-1"
"Helsinki Kumpula","2012","6","10","03:00","-1"
"Helsinki Kumpula","2012","6","11","03:00","-1"
"Helsinki Kumpula","2012","6","12","03:00","-1"
"Helsinki Kumpula","2012","6","13","03:00","-1"
"Helsinki Kumpula","2012","6","14","03:00","-1"
"Helsinki Kumpula","2012","6","15","03:00","-1"
"Helsinki Kumpula","2012","6","16","03:00","-1"
"Helsinki Kumpula","2012","6","17","03:00","-1"
"Helsinki Kumpula","2012","6","18","03:00","-1"
"Helsinki Kumpula","2012","6","19","03:00","-1"
"Helsinki Kumpula","2012","6","20","03:00","-1"
"Helsinki Kumpula","2012","6","21","03:00","-1"
"Helsinki Kumpula","2012","6","22","03:00","-1"
"Helsinki Kumpula","2012","6","23","03:00","-1"
"Helsinki Kumpula","2012","6","24","03:00","-1"
"Helsinki Kumpula","2012","6","25","03:00","-1"
"Helsinki Kumpula","2012","6","26","03:00","-1"
"Helsinki Kumpula","2012","6","27","03:00","-1"
"Helsinki Kumpula","2012","6","28","03:00","-1"
"Helsinki Kumpula","2012","6","29","03:00","-1"
"Helsinki Kumpula","2012","6","30","03:00","-1"
"Helsinki Kumpula","2012","7","1","03:00","-1"
"Helsinki Kumpula","2012","7","2","03:00","-1"
"Helsinki Kumpula","2012","7","3","03:00","-1"
"Helsinki Kumpula","2012","7","4","03:00","-1"
"Helsinki Kumpula","2012","7","5","03:00","-1"
"Helsinki Kumpula","2012","7","6","03:00","-1"
"Helsinki Kumpula","2012","7","7","03:00","-1"
"Helsinki Kumpula","2012","7","8","03:00","-1"
"Helsinki Kumpula","2012","7","9","03:00","-1"
"Helsinki Kumpula","2012","7","10","03:00","-1"
"Helsinki Kumpula","2012","7","11","03:00","-1"
"Helsinki Kumpula","2012","7","12","03:00","-1"
"Helsinki Kumpula","2012","7","13","03:00","-1"
"Helsinki Kumpula","2012","7","14","03:00","-1"
"Helsinki Kumpula","2012","7","15","03:00","-1"
"Helsinki Kumpula","2012","7","16","03:00","-1"
"Helsinki Kumpula","2012","7","17","03:00","-1"
"Helsinki Kumpula","2012","7","18","03:00","-1"
"Helsinki Kumpula","2012","7","19","03:00","-1"
"Helsinki Kumpula","2012","7","20","03:00","-1"
"Helsinki Kumpula","2012","7","21","03:00","-1"
"Helsinki Kumpula","2012","7","22","03:00","-1"
"Helsinki Kumpula","2012","7","23","03:00","-1"
"Helsinki Kumpula","2012","7","24","03:00","-1"
"Helsinki Kumpula","2012","7","25","03:00","-1"
"Helsinki Kumpula","2012","7","26","03:00","-1"
"Helsinki Kumpula","2012","7","27","03:00","-1"
"Helsinki Kumpula","2012","7","28","03:00","-1"
"Helsinki Kumpula","2012","7","29","03:00","-1"
"Helsinki Kumpula","2012","7","30","03:00","-1"
"Helsinki Kumpula","2012","7","31","03:00","-1"
"Helsinki Kumpula","2012","8","1","03:00","-1"
"Helsinki Kumpula","2012","8","2","03:00","-1"
"Helsinki Kumpula","2012","8","3","03:00","-1"
"Helsinki Kumpula","2012","8","4","03:00","-1"
"Helsinki Kumpula","2012","8","5","03:00","-1"
"Helsinki Kumpula","2012","8","6","03:00","-1"
"Helsinki Kumpula","2012","8","7","03:00","-1"
"Helsinki Kumpula","2012","8","8","03:00","-1"
"Helsinki Kumpula","2012","8","9","03:00","-1"
"Helsinki Kumpula","2012","8","10","03:00","-1"
"Helsinki Kumpula","2012","8","11","03:00","-1"
"Helsinki Kumpula","2012","8","12","03:00","-1"
"Helsinki Kumpula","2012","8","13","03:00","-1"
"Helsinki Kumpula","2012","8","14","03:00","-1"
"Helsinki Kumpula","2012","8","15","03:00","-1"
"Helsinki Kumpula","2012","8","16","03:00","-1"
"Helsinki Kumpula","2012","8","17","03:00","-1"
"Helsinki Kumpula","2012","8","18","03:00","-1"
"Helsinki Kumpula","2012","8","19","03:00","-1"
"Helsinki Kumpula","2012","8","20","03:00","-1"
"Helsinki Kumpula","2012","8","21","03:00","-1"
"Helsinki Kumpula","2012","8","22","03:00","-1"
"Helsinki Kumpula","2012","8","23","03:00","-1"
"Helsinki Kumpula","2012","8","24","03:00","-1"
"Helsinki Kumpula","2012","8","25","03:00","-1"
"Helsinki Kumpula","2012","8","26","03:00","-1"
"Helsinki Kumpula","2012","8","27","03:00","-1"
"Helsinki Kumpula","2012","8","28","03:00","-1"
"Helsinki Kumpula","2012","8","29","03:00","-1"
"Helsinki Kumpula","2012","8","30","03:00","-1"
"Helsinki Kumpula","2012","8","31","03:00","-1"
"Helsinki Kumpula","2012","9","1","03:00","-1"
"Helsinki Kumpula","2012","9","2","03:00","-1"
"Helsinki Kumpula","2012","9","3","03:00","-1"
"Helsinki Kumpula","2012","9","4","03:00","-1"
"Helsinki Kumpula","2012","9","5","03:00","-1"
"Helsinki Kumpula","2012","9","6","03:00","-1"
"Helsinki Kumpula","2012","9","7","03:00","-1"
"Helsinki Kumpula","2012","9","8","03:00","-1"
"Helsinki Kumpula","2012","9","9","03:00","-1"
"Helsinki Kumpula","2012","9","10","03:00","-1"
"Helsinki Kumpula","2012","9","11","03:00","-1"
"Helsinki Kumpula","2012","9","12","03:00","-1"
"Helsinki Kumpula","2012","9","13","03:00","-1"
"Helsinki Kumpula","2012","9","14","03:00","-1"
"Helsinki Kumpula","2012","9","15","03:00","-1"
"Helsinki Kumpula","2012","9","16","03:00","-1"
"Helsinki Kumpula","2012","9","17","03:00","-1"
"Helsinki Kumpula","2012","9","18","03:00","-1"
"Helsinki Kumpula","2012","9","19","03:00","-1"
"Helsinki Kumpula","2012","9","20","03:00","-1"
"Helsinki Kumpula","2012","9","21","03:00","-1"
"Helsinki Kumpula","2012","9","22","03:00","-1"
"Helsinki Kumpula","2012","9","23","03:00","-1"
"Helsinki Kumpula","2012","9","24","03:00","-1"
"Helsinki Kumpula","2012","9","25","03:00","-1"
"Helsinki Kumpula","2012","9","26","03:00","-1"
"Helsinki Kumpula","2012","9","27","03:00","-1"
"Helsinki Kumpula","2012","9","28","03:00","-1"
"Helsinki Kumpula","2012","9","29","03:00","-1"
"Helsinki Kumpula","2012","9","30","03:00","-1"
"Helsinki Kumpula","2012","10","1","03:00","-1"
"Helsinki Kumpula","2012","10","2","03:00","-1"
"Helsinki Kumpula","2012","10","3","03:00","-1"
"Helsinki Kumpula","2012","10","4","03:00","-1"
"Helsinki Kumpula","2012","10","5","03:00","-1"
"Helsinki Kumpula","2012","10","6","03:00","-1"
"Helsinki Kumpula","2012","10","7","03:00","-1"
"Helsinki Kumpula","2012","10","8","03:00","-1"
"Helsinki Kumpula","2012","10","9","03:00","-1"
"Helsinki Kumpula","2012","10","10","03:00","-1"
"Helsinki Kumpula","2012","10","11","03:00","-1"
"Helsinki Kumpula","2012","10","12","03:00","-1"
"Helsinki Kumpula","2012","10","13","03:00","-1"
"Helsinki Kumpula","2012","10","14","03:00","-1"
"Helsinki Kumpula","2012","10","15","03:00","-1"
"Helsinki Kumpula","2012","10","16","03:00","-1"
"Helsinki Kumpula","2012","10","17","03:00","-1"
"Helsinki Kumpula","2012","10","18","03:00","-1"
"Helsinki Kumpula","2012","10","19","03:00","-1"
"Helsinki Kumpula","2012","10","20","03:00","-1"
"Helsinki Kumpula","2012","10","21","03:00","-1"
"Helsinki Kumpula","2012","10","22","03:00","-1"
"Helsinki Kumpula","2012","10","23","03:00","-1"
"Helsinki Kumpula","2012","10","24","03:00","-1"
"Helsinki Kumpula","2012","10","25","03:00","-1"
"Helsinki Kumpula","2012","10","26","03:00","-1"
"Helsinki Kumpula","2012","10","27","03:00","-1"
"Helsinki Kumpula","2012","10","28","03:00","0"
"Helsinki Kumpula","2012","10","29","02:00","-1"
"Helsinki Kumpula","2012","10","30","02:00","-1"
"Helsinki Kumpula","2012","10","31","02:00","-1"
"Helsinki Kumpula","2012","11","1","02:00","-1"
"Helsinki Kumpula","2012","11","2","02:00","-1"
"Helsinki Kumpula","2012","11","3","02:00","-1"
"Helsinki Kumpula","2012","11","4","02:00","-1"
"Helsinki Kumpula","2012","11","5","02:00","-1"
"Helsinki Kumpula","2012","11","6","02:00","0"
"Helsinki Kumpula","2012","11","7","02:00","-1"
"Helsinki Kumpula","2012","11","8","02:00","-1"
"Helsinki Kumpula","2012","11","9","02:00","-1"
"Helsinki Kumpula","2012","11","10","02:00","-1"
"Helsinki Kumpula","2012","11","11","02:00","-1"
"Helsinki Kumpula","2012","11","12","02:00","-1"
"Helsinki Kumpula","2012","11","13","02:00","-1"
"Helsinki Kumpula","2012","11","14","02:00","-1"
"Helsinki Kumpula","2012","11","15","02:00","-1"
"Helsinki Kumpula","2012","11","16","02:00","-1"
"Helsinki Kumpula","2012","11","17","02:00","-1"
"Helsinki Kumpula","2012","11","18","02:00","-1"
"Helsinki Kumpula","2012","11","19","02:00","-1"
"Helsinki Kumpula","2012","11","20","02:00","-1"
"Helsinki Kumpula","2012","11","21","02:00","-1"
"Helsinki Kumpula","2012","11","22","02:00","-1"
"Helsinki Kumpula","2012","11","23","02:00","-1"
"Helsinki Kumpula","2012","11","24","02:00","-1"
"Helsinki Kumpula","2012","11","25","02:00","-1"
"Helsinki Kumpula","2012","11","26","02:00","-1"
"Helsinki Kumpula","2012","11","27","02:00","-1"
"Helsinki Kumpula","2012","11","28","02:00","-1"
"Helsinki Kumpula","2012","11","29","02:00","0"
"Helsinki Kumpula","2012","11","30","02:00","13"
"Helsinki Kumpula","2012","12","1","02:00","37"
"Helsinki Kumpula","2012","12","2","02:00","29"
"Helsinki Kumpula","2012","12","3","02:00","25"
"Helsinki Kumpula","2012","12","4","02:00","26"
"Helsinki Kumpula","2012","12","5","02:00","23"
"Helsinki Kumpula","2012","12","6","02:00","22"
"Helsinki Kumpula","2012","12","7","02:00","23"
"Helsinki Kumpula","2012","12","8","02:00","24"
"Helsinki Kumpula","2012","12","9","02:00","22"
"Helsinki Kumpula","2012","12","10","02:00","21"
"Helsinki Kumpula","2012","12","11","02:00","21"
"Helsinki Kumpula","2012","12","12","02:00","28"
"Helsinki Kumpula","2012","12","13","02:00","30"
"Helsinki Kumpula","2012","12","14","02:00","31"
"Helsinki Kumpula","2012","12","15","02:00","32"
"Helsinki Kumpula","2012","12","16","02:00","30"
"Helsinki Kumpula","2012","12","17","02:00","37"
"Helsinki Kumpula","2012","12","18","02:00","46"
"Helsinki Kumpula","2012","12","19","02:00","43"
"Helsinki Kumpula","2012","12","20","02:00","41"
"Helsinki Kumpula","2012","12","21","02:00","42"
"Helsinki Kumpula","2012","12","22","02:00","41"
"Helsinki Kumpula","2012","12","23","02:00","39"
"Helsinki Kumpula","2012","12","24","02:00","47"
"Helsinki Kumpula","2012","12","25","02:00","51"
"Helsinki Kumpula","2012","12","26","02:00","53"
"Helsinki Kumpula","2012","12","27","02:00","48"
"Helsinki Kumpula","2012","12","28","02:00","43"
"Helsinki Kumpula","2012","12","29","02:00","42"
"Helsinki Kumpula","2012","12","30","02:00","41"
"Helsinki Kumpula","2012","12","31","02:00","36"
"Helsinki Kumpula","2013","1","1","02:00","31"
"Helsinki Kumpula","2013","1","2","02:00","25"
"Helsinki Kumpula","2013","1","3","02:00","23"
"Helsinki Kumpula","2013","1","4","02:00","22"
"Helsinki Kumpula","2013","1","5","02:00","22"
"Helsinki Kumpula","2013","1","6","02:00","22"
"Helsinki Kumpula","2013","1","7","02:00","22"
"Helsinki Kumpula","2013","1","8","02:00","22"
"Helsinki Kumpula","2013","1","9","02:00","26"
"Helsinki Kumpula","2013","1","10","02:00","25"
"Helsinki Kumpula","2013","1","11","02:00","25"
"Helsinki Kumpula","2013","1","12","02:00","25"
"Helsinki Kumpula","2013","1","13","02:00","25"
"Helsinki Kumpula","2013","1","14","02:00","24"
"Helsinki Kumpula","2013","1","15","02:00","24"
"Helsinki Kumpula","2013","1","16","02:00","29"
"Helsinki Kumpula","2013","1","17","02:00","29"
"Helsinki Kumpula","2013","1","18","02:00","29"
"Helsinki Kumpula","2013","1","19","02:00","29"
"Helsinki Kumpula","2013","1","20","02:00","31"
"Helsinki Kumpula","2013","1","21","02:00","31"
"Helsinki Kumpula","2013","1","22","02:00","31"
"Helsinki Kumpula","2013","1","23","02:00","30"
"Helsinki Kumpula","2013","1","24","02:00","30"
"Helsinki Kumpula","2013","1","25","02:00","30"
"Helsinki Kumpula","2013","1","26","02:00","30"
"Helsinki Kumpula","2013","1","27","02:00","33"
"Helsinki Kumpula","2013","1","28","02:00","32"
"Helsinki Kumpula","2013","1","29","02:00","34"
"Helsinki Kumpula","2013","1","30","02:00","33"
"Helsinki Kumpula","2013","1","31","02:00","36"
"Helsinki Kumpula","2013","2","1","02:00","32"
"Helsinki Kumpula","2013","2","2","02:00","31"
"Helsinki Kumpula","2013","2","3","02:00","33"
"Helsinki Kumpula","2013","2","4","02:00","33"
"Helsinki Kumpula","2013","2","5","02:00","35"
"Helsinki Kumpula","2013","2","6","02:00","46"
"Helsinki Kumpula","2013","2","7","02:00","48"
"Helsinki Kumpula","2013","2","8","02:00","47"
"Helsinki Kumpula","2013","2","9","02:00","52"
"Helsinki Kumpula","2013","2","10","02:00","53"
"Helsinki Kumpula","2013","2","11","02:00","54"
"Helsinki Kumpula","2013","2","12","02:00","54"
"Helsinki Kumpula","2013","2","13","02:00","54"
"Helsinki Kumpula","2013","2","14","02:00","53"
"Helsinki Kumpula","2013","2","15","02:00","51"
"Helsinki Kumpula","2013","2","16","02:00","51"
"Helsinki Kumpula","2013","2","17","02:00","50"
"Helsinki Kumpula","2013","2","18","02:00","55"
"Helsinki Kumpula","2013","2","19","02:00","57"
"Helsinki Kumpula","2013","2","20","02:00","56"
"Helsinki Kumpula","2013","2","21","02:00","55"
"Helsinki Kumpula","2013","2","22","02:00","55"
"Helsinki Kumpula","2013","2","23","02:00","53"
"Helsinki Kumpula","2013","2","24","02:00","53"
"Helsinki Kumpula","2013","2","25","02:00","52"
"Helsinki Kumpula","2013","2","26","02:00","51"
"Helsinki Kumpula","2013","2","27","02:00","51"
"Helsinki Kumpula","2013","2","28","02:00","50"
"Helsinki Kumpula","2013","3","1","02:00","48"
"Helsinki Kumpula","2013","3","2","02:00","47"
"Helsinki Kumpula","2013","3","3","02:00","57"
"Helsinki Kumpula","2013","3","4","02:00","58"
"Helsinki Kumpula","2013","3","5","02:00","59"
"Helsinki Kumpula","2013","3","6","02:00","57"
"Helsinki Kumpula","2013","3","7","02:00","55"
"Helsinki Kumpula","2013","3","8","02:00","55"
"Helsinki Kumpula","2013","3","9","02:00","57"
"Helsinki Kumpula","2013","3","10","02:00","56"
"Helsinki Kumpula","2013","3","11","02:00","56"
"Helsinki Kumpula","2013","3","12","02:00","56"
"Helsinki Kumpula","2013","3","13","02:00","58"
"Helsinki Kumpula","2013","3","14","02:00","57"
"Helsinki Kumpula","2013","3","15","02:00","56"
"Helsinki Kumpula","2013","3","16","02:00","56"
"Helsinki Kumpula","2013","3","17","02:00","56"
"Helsinki Kumpula","2013","3","18","02:00","55"
"Helsinki Kumpula","2013","3","19","02:00","56"
"Helsinki Kumpula","2013","3","20","02:00","55"
"Helsinki Kumpula","2013","3","21","02:00","54"
"Helsinki Kumpula","2013","3","22","02:00","54"
"Helsinki Kumpula","2013","3","23","02:00","54"
"Helsinki Kumpula","2013","3","24","02:00","54"
"Helsinki Kumpula","2013","3","25","02:00","53"
"Helsinki Kumpula","2013","3","26","02:00","53"
"Helsinki Kumpula","2013","3","27","02:00","52"
"Helsinki Kumpula","2013","3","28","02:00","53"
"Helsinki Kumpula","2013","3","29","02:00","51"
"Helsinki Kumpula","2013","3","30","02:00","50"
"Helsinki Kumpula","2013","3","31","02:00","50"
"Helsinki Kumpula","2013","4","1","03:00","48"
"Helsinki Kumpula","2013","4","2","03:00","47"
"Helsinki Kumpula","2013","4","3","03:00","45"
"Helsinki Kumpula","2013","4","4","03:00","43"
"Helsinki Kumpula","2013","4","5","03:00","41"
"Helsinki Kumpula","2013","4","6","03:00","39"
"Helsinki Kumpula","2013","4","7","03:00","38"
"Helsinki Kumpula","2013","4","8","03:00","39"
"Helsinki Kumpula","2013","4","9","03:00","37"
"Helsinki Kumpula","2013","4","10","03:00","37"
"Helsinki Kumpula","2013","4","11","03:00","35"
"Helsinki Kumpula","2013","4","12","03:00","31"
"Helsinki Kumpula","2013","4","13","03:00","25"
"Helsinki Kumpula","2013","4","14","03:00","22"
"Helsinki Kumpula","2013","4","15","03:00","19"
"Helsinki Kumpula","2013","4","16","03:00","15"
"Helsinki Kumpula","2013","4","17","03:00","9"
"Helsinki Kumpula","2013","4","18","03:00","3"
"Helsinki Kumpula","2013","4","19","03:00","-1"
"Helsinki Kumpula","2013","4","20","03:00","-1"
"Helsinki Kumpula","2013","4","21","03:00","-1"
"Helsinki Kumpula","2013","4","22","03:00","-1"
"Helsinki Kumpula","2013","4","23","03:00","-1"
"Helsinki Kumpula","2013","4","24","03:00","-1"
"Helsinki Kumpula","2013","4","25","03:00","-1"
"Helsinki Kumpula","2013","4","26","03:00","-1"
"Helsinki Kumpula","2013","4","27","03:00","-1"
"Helsinki Kumpula","2013","4","28","03:00","-1"
"Helsinki Kumpula","2013","4","29","03:00","-1"
"Helsinki Kumpula","2013","4","30","03:00","-1"
"Helsinki Kumpula","2013","5","1","03:00","-1"
"Helsinki Kumpula","2013","5","2","03:00","-1"
"Helsinki Kumpula","2013","5","3","03:00","-1"
"Helsinki Kumpula","2013","5","4","03:00","-1"
"Helsinki Kumpula","2013","5","5","03:00","-1"
"Helsinki Kumpula","2013","5","6","03:00","-1"
"Helsinki Kumpula","2013","5","7","03:00","-1"
"Helsinki Kumpula","2013","5","8","03:00","-1"
"Helsinki Kumpula","2013","5","9","03:00","-1"
"Helsinki Kumpula","2013","5","10","03:00","-1"
"Helsinki Kumpula","2013","5","11","03:00","-1"
"Helsinki Kumpula","2013","5","12","03:00","-1"
"Helsinki Kumpula","2013","5","13","03:00","-1"
"Helsinki Kumpula","2013","5","14","03:00","-1"
"Helsinki Kumpula","2013","5","15","03:00","-1"
"Helsinki Kumpula","2013","5","16","03:00","-1"
"Helsinki Kumpula","2013","5","17","03:00","-1"
"Helsinki Kumpula","2013","5","18","03:00","-1"
"Helsinki Kumpula","2013","5","19","03:00","-1"
"Helsinki Kumpula","2013","5","20","03:00","-1"
"Helsinki Kumpula","2013","5","21","03:00","-1"
"Helsinki Kumpula","2013","5","22","03:00","-1"
"Helsinki Kumpula","2013","5","23","03:00","-1"
"Helsinki Kumpula","2013","5","24","03:00","-1"
"Helsinki Kumpula","2013","5","25","03:00","-1"
"Helsinki Kumpula","2013","5","26","03:00","-1"
"Helsinki Kumpula","2013","5","27","03:00","-1"
"Helsinki Kumpula","2013","5","28","03:00","-1"
"Helsinki Kumpula","2013","5","29","03:00","-1"
"Helsinki Kumpula","2013","5","30","03:00","-1"
"Helsinki Kumpula","2013","5","31","03:00","-1"
"Helsinki Kumpula","2013","6","1","03:00","-1"
"Helsinki Kumpula","2013","6","2","03:00","-1"
"Helsinki Kumpula","2013","6","3","03:00","-1"
"Helsinki Kumpula","2013","6","4","03:00","-1"
"Helsinki Kumpula","2013","6","5","03:00","-1"
"Helsinki Kumpula","2013","6","6","03:00","-1"
"Helsinki Kumpula","2013","6","7","03:00","-1"
"Helsinki Kumpula","2013","6","8","03:00","-1"
"Helsinki Kumpula","2013","6","9","03:00","-1"
"Helsinki Kumpula","2013","6","10","03:00","-1"
"Helsinki Kumpula","2013","6","11","03:00","-1"
"Helsinki Kumpula","2013","6","12","03:00","-1"
"Helsinki Kumpula","2013","6","13","03:00","-1"
"Helsinki Kumpula","2013","6","14","03:00","-1"
"Helsinki Kumpula","2013","6","15","03:00","-1"
"Helsinki Kumpula","2013","6","16","03:00","-1"
"Helsinki Kumpula","2013","6","17","03:00","-1"
"Helsinki Kumpula","2013","6","18","03:00","-1"
"Helsinki Kumpula","2013","6","19","03:00","-1"
"Helsinki Kumpula","2013","6","20","03:00","-1"
"Helsinki Kumpula","2013","6","21","03:00","-1"
"Helsinki Kumpula","2013","6","22","03:00","-1"
"Helsinki Kumpula","2013","6","23","03:00","-1"
"Helsinki Kumpula","2013","6","24","03:00","-1"
"Helsinki Kumpula","2013","6","25","03:00","-1"
"Helsinki Kumpula","2013","6","26","03:00","-1"
"Helsinki Kumpula","2013","6","27","03:00","-1"
"Helsinki Kumpula","2013","6","28","03:00","-1"
"Helsinki Kumpula","2013","6","29","03:00","-1"
"Helsinki Kumpula","2013","6","30","03:00","-1"
"Helsinki Kumpula","2013","7","1","03:00","-1"
"Helsinki Kumpula","2013","7","2","03:00","-1"
"Helsinki Kumpula","2013","7","3","03:00","-1"
"Helsinki Kumpula","2013","7","4","03:00","-1"
"Helsinki Kumpula","2013","7","5","03:00","-1"
"Helsinki Kumpula","2013","7","6","03:00","-1"
"Helsinki Kumpula","2013","7","7","03:00","-1"
"Helsinki Kumpula","2013","7","8","03:00","-1"
"Helsinki Kumpula","2013","7","9","03:00","-1"
"Helsinki Kumpula","2013","7","10","03:00","-1"
"Helsinki Kumpula","2013","7","11","03:00","-1"
"Helsinki Kumpula","2013","7","12","03:00","-1"
"Helsinki Kumpula","2013","7","13","03:00","-1"
"Helsinki Kumpula","2013","7","14","03:00","-1"
"Helsinki Kumpula","2013","7","15","03:00","-1"
"Helsinki Kumpula","2013","7","16","03:00","-1"
"Helsinki Kumpula","2013","7","17","03:00","-1"
"Helsinki Kumpula","2013","7","18","03:00","-1"
"Helsinki Kumpula","2013","7","19","03:00","-1"
"Helsinki Kumpula","2013","7","20","03:00","-1"
"Helsinki Kumpula","2013","7","21","03:00","-1"
"Helsinki Kumpula","2013","7","22","03:00","-1"
"Helsinki Kumpula","2013","7","23","03:00","-1"
"Helsinki Kumpula","2013","7","24","03:00","-1"
"Helsinki Kumpula","2013","7","25","03:00","-1"
"Helsinki Kumpula","2013","7","26","03:00","-1"
"Helsinki Kumpula","2013","7","27","03:00","-1"
"Helsinki Kumpula","2013","7","28","03:00","-1"
"Helsinki Kumpula","2013","7","29","03:00","-1"
"Helsinki Kumpula","2013","7","30","03:00","-1"
"Helsinki Kumpula","2013","7","31","03:00","-1"
"Helsinki Kumpula","2013","8","1","03:00","-1"
"Helsinki Kumpula","2013","8","2","03:00","-1"
"Helsinki Kumpula","2013","8","3","03:00","-1"
"Helsinki Kumpula","2013","8","4","03:00","-1"
"Helsinki Kumpula","2013","8","5","03:00","-1"
"Helsinki Kumpula","2013","8","6","03:00","-1"
"Helsinki Kumpula","2013","8","7","03:00","-1"
"Helsinki Kumpula","2013","8","8","03:00","-1"
"Helsinki Kumpula","2013","8","9","03:00","-1"
"Helsinki Kumpula","2013","8","10","03:00","-1"
"Helsinki Kumpula","2013","8","11","03:00","-1"
"Helsinki Kumpula","2013","8","12","03:00","-1"
"Helsinki Kumpula","2013","8","13","03:00","-1"
"Helsinki Kumpula","2013","8","14","03:00","-1"
"Helsinki Kumpula","2013","8","15","03:00","-1"
"Helsinki Kumpula","2013","8","16","03:00","-1"
"Helsinki Kumpula","2013","8","17","03:00","-1"
"Helsinki Kumpula","2013","8","18","03:00","-1"
"Helsinki Kumpula","2013","8","19","03:00","-1"
"Helsinki Kumpula","2013","8","20","03:00","-1"
"Helsinki Kumpula","2013","8","21","03:00","-1"
"Helsinki Kumpula","2013","8","22","03:00","-1"
"Helsinki Kumpula","2013","8","23","03:00","-1"
"Helsinki Kumpula","2013","8","24","03:00","-1"
"Helsinki Kumpula","2013","8","25","03:00","-1"
"Helsinki Kumpula","2013","8","26","03:00","-1"
"Helsinki Kumpula","2013","8","27","03:00","-1"
"Helsinki Kumpula","2013","8","28","03:00","-1"
"Helsinki Kumpula","2013","8","29","03:00","-1"
"Helsinki Kumpula","2013","8","30","03:00","-1"
"Helsinki Kumpula","2013","8","31","03:00","-1"
"Helsinki Kumpula","2013","9","1","03:00","-1"
"Helsinki Kumpula","2013","9","2","03:00","-1"
"Helsinki Kumpula","2013","9","3","03:00","-1"
"Helsinki Kumpula","2013","9","4","03:00","-1"
"Helsinki Kumpula","2013","9","5","03:00","-1"
"Helsinki Kumpula","2013","9","6","03:00","-1"
"Helsinki Kumpula","2013","9","7","03:00","-1"
"Helsinki Kumpula","2013","9","8","03:00","-1"
"Helsinki Kumpula","2013","9","9","03:00","-1"
"Helsinki Kumpula","2013","9","10","03:00","-1"
"Helsinki Kumpula","2013","9","11","03:00","-1"
"Helsinki Kumpula","2013","9","12","03:00","-1"
"Helsinki Kumpula","2013","9","13","03:00","-1"
"Helsinki Kumpula","2013","9","14","03:00","-1"
"Helsinki Kumpula","2013","9","15","03:00","-1"
"Helsinki Kumpula","2013","9","16","03:00","-1"
"Helsinki Kumpula","2013","9","17","03:00","-1"
"Helsinki Kumpula","2013","9","18","03:00","-1"
"Helsinki Kumpula","2013","9","19","03:00","-1"
"Helsinki Kumpula","2013","9","20","03:00","-1"
"Helsinki Kumpula","2013","9","21","03:00","-1"
"Helsinki Kumpula","2013","9","22","03:00","-1"
"Helsinki Kumpula","2013","9","23","03:00","-1"
"Helsinki Kumpula","2013","9","24","03:00","-1"
"Helsinki Kumpula","2013","9","25","03:00","-1"
"Helsinki Kumpula","2013","9","26","03:00","-1"
"Helsinki Kumpula","2013","9","27","03:00","-1"
"Helsinki Kumpula","2013","9","28","03:00","-1"
"Helsinki Kumpula","2013","9","29","03:00","-1"
"Helsinki Kumpula","2013","9","30","03:00","-1"
"Helsinki Kumpula","2013","10","1","03:00","-1"
"Helsinki Kumpula","2013","10","2","03:00","-1"
"Helsinki Kumpula","2013","10","3","03:00","-1"
"Helsinki Kumpula","2013","10","4","03:00","-1"
"Helsinki Kumpula","2013","10","5","03:00","-1"
"Helsinki Kumpula","2013","10","6","03:00","-1"
"Helsinki Kumpula","2013","10","7","03:00","-1"
"Helsinki Kumpula","2013","10","8","03:00","-1"
"Helsinki Kumpula","2013","10","9","03:00","-1"
"Helsinki Kumpula","2013","10","10","03:00","-1"
"Helsinki Kumpula","2013","10","11","03:00","-1"
"Helsinki Kumpula","2013","10","12","03:00","-1"
"Helsinki Kumpula","2013","10","13","03:00","-1"
"Helsinki Kumpula","2013","10","14","03:00","-1"
"Helsinki Kumpula","2013","10","15","03:00","-1"
"Helsinki Kumpula","2013","10","16","03:00","-1"
"Helsinki Kumpula","2013","10","17","03:00","-1"
"Helsinki Kumpula","2013","10","18","03:00","-1"
"Helsinki Kumpula","2013","10","19","03:00","-1"
"Helsinki Kumpula","2013","10","20","03:00","-1"
"Helsinki Kumpula","2013","10","21","03:00","-1"
"Helsinki Kumpula","2013","10","22","03:00","-1"
"Helsinki Kumpula","2013","10","23","03:00","-1"
"Helsinki Kumpula","2013","10","24","03:00","-1"
"Helsinki Kumpula","2013","10","25","03:00","-1"
"Helsinki Kumpula","2013","10","26","03:00","-1"
"Helsinki Kumpula","2013","10","27","03:00","-1"
"Helsinki Kumpula","2013","10","28","02:00","-1"
"Helsinki Kumpula","2013","10","29","02:00","-1"
"Helsinki Kumpula","2013","10","30","02:00","-1"
"Helsinki Kumpula","2013","10","31","02:00","-1"
"Helsinki Kumpula","2013","11","1","02:00","-1"
"Helsinki Kumpula","2013","11","2","02:00","-1"
"Helsinki Kumpula","2013","11","3","02:00","-1"
"Helsinki Kumpula","2013","11","4","02:00","-1"
"Helsinki Kumpula","2013","11","5","02:00","-1"
