NewIndex,Direct solar radiation mean [W/m2],Date
2064,133.7,2023-04-26
2065,142.9,2023-04-27
2066,285.6,2023-04-28
2067,157.8,2023-04-29
2068,48.9,2023-04-30
2069,280.1,2023-05-01
2070,2.8,2023-05-02
2071,211.5,2023-05-03
2072,284.1,2023-05-04
2073,83.0,2023-05-05
2074,243.5,2023-05-06
2075,458.9,2023-05-07
2076,479.1,2023-05-08
2077,418.5,2023-05-09
2078,386.5,2023-05-10
2079,442.8,2023-05-11
2080,476.0,2023-05-12
2081,469.6,2023-05-13
2082,438.3,2023-05-14
2083,364.6,2023-05-15
2084,1.6,2023-05-16
2085,62.0,2023-05-17
2086,265.8,2023-05-18
2087,472.1,2023-05-19
2088,482.6,2023-05-20
2089,331.6,2023-05-21
2090,270.3,2023-05-22
2091,394.7,2023-05-23
2092,453.0,2023-05-24
2093,109.6,2023-05-25
2094,125.5,2023-05-26
2095,396.1,2023-05-27
2096,280.0,2023-05-28
2097,270.8,2023-05-29
2098,184.7,2023-05-30
2099,176.7,2023-05-31
2100,247.7,2023-06-01
2101,1.2,2015-04-01
2102,1.2,2015-04-02
2103,1.3,2015-04-03
2104,1.8,2015-04-04
2105,3.9,2015-04-05
2106,129.1,2015-04-06
2107,24.4,2015-04-07
2108,195.6,2015-04-08
2109,212.3,2015-04-09
2110,168.7,2015-04-10
2111,370.2,2015-04-11
2112,21.5,2015-04-12
2113,284.9,2015-04-13
2114,23.6,2015-04-14
2115,184.0,2015-04-15
2116,50.5,2015-04-16
2117,88.4,2015-04-17
2118,21.8,2015-04-18
2119,23.5,2015-04-19
2120,301.0,2015-04-20
2121,231.4,2015-04-21
2122,108.8,2015-04-22
2123,347.7,2015-04-23
2124,282.6,2015-04-24
2125,296.6,2015-04-25
2126,0.7,2015-04-26
2127,4.4,2015-04-27
2128,150.6,2015-04-28
2129,0.8,2015-04-29
2130,148.2,2015-04-30
2131,37.6,2015-05-01
2132,0.6,2015-05-02
2133,253.9,2015-05-03
2134,384.4,2015-05-04
2135,0.7,2015-05-05
2136,9.3,2015-05-06
2137,64.2,2015-05-07
2138,200.0,2015-05-08
2139,321.2,2015-05-09
2140,202.0,2015-05-10
2141,196.1,2015-05-11
2142,10.9,2015-05-12
2143,1.3,2015-05-13
2144,201.5,2015-05-14
2145,464.5,2015-05-15
2146,222.4,2015-05-16
2147,392.6,2015-05-17
2148,3.1,2015-05-18
2149,450.7,2015-05-19
2150,309.2,2015-05-20
2151,153.6,2015-05-21
2152,495.9,2015-05-22
2153,275.5,2015-05-23
2154,176.5,2015-05-24
2155,312.7,2015-05-25
2156,132.8,2015-05-26
2157,398.8,2015-05-27
2158,519.6,2015-05-28
2159,202.7,2015-05-29
2160,394.1,2015-05-30
2161,326.6,2015-05-31
2162,129.0,2015-06-01
2163,43.3,2016-04-01
2164,384.4,2016-04-02
2165,1.6,2016-04-03
2166,278.8,2016-04-04
2167,0.9,2016-04-05
2168,64.1,2016-04-06
2169,59.1,2016-04-07
2170,201.3,2016-04-08
2171,1.6,2016-04-09
2172,308.6,2016-04-10
2173,391.0,2016-04-11
2174,381.8,2016-04-12
2175,398.9,2016-04-13
2176,370.7,2016-04-14
2177,179.2,2016-04-15
2178,341.3,2016-04-16
2179,6.5,2016-04-17
2180,40.8,2016-04-18
2181,182.7,2016-04-19
2182,77.1,2016-04-20
2183,295.3,2016-04-21
2184,51.1,2016-04-22
2185,71.7,2016-04-23
2186,90.4,2016-04-24
2187,181.4,2016-04-25
2188,1.4,2016-04-26
2189,182.9,2016-04-27
2190,1.3,2016-04-28
2191,396.0,2016-04-29
2192,143.7,2016-04-30
2193,463.6,2016-05-01
2194,468.5,2016-05-02
2195,462.1,2016-05-03
2196,444.8,2016-05-04
2197,482.2,2016-05-05
2198,474.2,2016-05-06
2199,433.7,2016-05-07
2200,480.0,2016-05-08
2201,465.0,2016-05-09
2202,409.8,2016-05-10
2203,343.5,2016-05-11
2204,468.8,2016-05-12
2205,419.6,2016-05-13
2206,12.2,2016-05-14
2207,117.4,2016-05-15
2208,215.5,2016-05-16
2209,320.0,2016-05-17
2210,382.9,2016-05-18
2211,452.2,2016-05-19
2212,400.3,2016-05-20
2213,233.1,2016-05-21
2214,394.8,2016-05-22
2215,437.7,2016-05-23
2216,469.4,2016-05-24
2217,417.4,2016-05-25
2218,1.3,2016-05-26
2219,447.1,2016-05-27
2220,15.0,2016-05-28
2221,189.3,2016-05-29
2222,389.6,2016-05-30
2223,486.0,2016-05-31
2224,506.2,2016-06-01
2225,5.3,2017-04-01
2226,1.5,2017-04-02
2227,0.7,2017-04-03
2228,93.7,2017-04-04
2229,92.7,2017-04-05
2230,314.2,2017-04-06
2231,26.8,2017-04-07
2232,129.2,2017-04-08
2233,72.8,2017-04-09
2234,71.2,2017-04-10
2235,190.2,2017-04-11
2236,200.7,2017-04-12
2237,37.0,2017-04-13
2238,191.1,2017-04-14
2239,158.5,2017-04-15
2240,137.5,2017-04-16
2241,210.0,2017-04-17
2242,382.9,2017-04-18
2243,375.5,2017-04-19
2244,80.0,2017-04-20
2245,149.4,2017-04-21
2246,117.8,2017-04-22
2247,68.6,2017-04-23
2248,365.7,2017-04-24
2249,26.6,2017-04-25
2250,91.3,2017-04-26
2251,292.1,2017-04-27
2252,377.8,2017-04-28
2253,8.7,2017-04-29
2254,26.3,2017-04-30
2255,323.3,2017-05-01
2256,491.8,2017-05-02
2257,504.3,2017-05-03
2258,508.5,2017-05-04
2259,362.3,2017-05-05
2260,448.3,2017-05-06
2261,263.0,2017-05-07
2262,105.4,2017-05-08
2263,145.3,2017-05-09
2264,149.8,2017-05-10
2265,199.7,2017-05-11
2266,420.5,2017-05-12
2267,512.7,2017-05-13
2268,382.7,2017-05-14
2269,202.8,2017-05-15
2270,532.1,2017-05-16
2271,27.5,2017-05-17
2272,9.4,2017-05-18
2273,403.4,2017-05-19
2274,209.7,2017-05-20
2275,532.6,2017-05-21
2276,248.5,2017-05-22
2277,332.2,2017-05-23
2278,263.3,2017-05-24
2279,180.0,2017-05-25
2280,279.8,2017-05-26
2281,135.3,2017-05-27
2282,241.1,2017-05-28
2283,331.7,2017-05-29
2284,262.5,2017-05-30
2285,89.6,2017-05-31
2286,205.5,2017-06-01
2287,60.5,2018-04-01
2288,0.7,2018-04-02
2289,329.0,2018-04-03
2290,135.0,2018-04-04
2291,8.3,2018-04-05
2292,121.6,2018-04-06
2293,267.3,2018-04-07
2294,41.1,2018-04-08
2295,280.3,2018-04-09
2296,321.6,2018-04-10
2297,434.2,2018-04-11
2298,327.6,2018-04-12
2299,428.4,2018-04-13
2300,420.5,2018-04-14
2301,69.4,2018-04-15
2302,28.4,2018-04-16
2303,25.9,2018-04-17
2304,86.3,2018-04-18
2305,289.0,2018-04-19
2306,171.2,2018-04-20
2307,159.3,2018-04-21
2308,1.5,2018-04-22
2309,231.4,2018-04-23
2310,1.7,2018-04-24
2311,115.3,2018-04-25
2312,211.2,2018-04-26
2313,190.0,2018-04-27
2314,192.2,2018-04-28
2315,7.5,2018-04-29
2316,267.1,2018-04-30
2317,0.4,2018-05-01
2318,34.6,2018-05-02
2319,119.3,2018-05-03
2320,165.5,2018-05-04
2321,350.4,2018-05-05
2322,425.1,2018-05-06
2323,467.0,2018-05-07
2324,408.2,2018-05-08
2325,515.1,2018-05-09
2326,510.4,2018-05-10
2327,507.7,2018-05-11
2328,484.8,2018-05-12
2329,495.8,2018-05-13
2330,458.3,2018-05-14
2331,429.2,2018-05-15
2332,342.4,2018-05-16
2333,377.6,2018-05-17
2334,125.9,2018-05-18
2335,483.3,2018-05-19
2336,311.1,2018-05-20
2337,524.5,2018-05-21
2338,353.8,2018-05-22
2339,199.3,2018-05-23
2340,466.7,2018-05-24
2341,516.5,2018-05-25
2342,492.3,2018-05-26
2343,293.8,2018-05-27
2344,548.8,2018-05-28
2345,514.1,2018-05-29
2346,461.1,2018-05-30
2347,536.0,2018-05-31
2348,395.6,2018-06-01
2349,409.1,2019-04-01
2350,271.2,2019-04-02
2351,385.6,2019-04-03
2352,353.4,2019-04-04
2353,267.6,2019-04-05
2354,378.6,2019-04-06
2355,235.8,2019-04-07
2356,0.2,2019-04-08
2357,7.1,2019-04-09
2358,2.9,2019-04-10
2359,116.7,2019-04-11
2360,363.2,2019-04-12
2361,3.4,2019-04-13
2362,53.0,2019-04-14
2363,448.4,2019-04-15
2364,458.7,2019-04-16
2365,454.9,2019-04-17
2366,412.1,2019-04-18
2367,247.8,2019-04-19
2368,175.7,2019-04-20
2369,433.6,2019-04-21
2370,98.6,2019-04-22
2371,393.9,2019-04-23
2372,353.7,2019-04-24
2373,95.8,2019-04-25
2374,5.2,2019-04-26
2375,359.8,2019-04-27
2376,413.5,2019-04-28
2377,397.9,2019-04-29
2378,161.4,2019-04-30
2379,323.1,2019-05-01
2380,0.3,2019-05-02
2381,30.8,2019-05-03
2382,165.0,2019-05-04
2383,459.7,2019-05-05
2384,464.9,2019-05-06
2385,217.6,2019-05-07
2386,425.1,2019-05-08
2387,442.0,2019-05-09
2388,0.5,2019-05-10
2389,0.8,2019-05-11
2390,257.7,2019-05-12
2391,24.0,2019-05-13
2392,345.7,2019-05-14
2393,532.4,2019-05-15
2394,471.1,2019-05-16
2395,503.3,2019-05-17
2396,512.5,2019-05-18
2397,265.8,2019-05-19
2398,176.5,2019-05-20
2399,224.8,2019-05-21
2400,343.5,2019-05-22
2401,240.7,2019-05-23
2402,0.3,2019-05-24
2403,103.9,2019-05-25
2404,22.7,2019-05-26
2405,78.4,2019-05-27
2406,106.3,2019-05-28
2407,309.6,2019-05-29
2408,502.9,2019-05-30
2409,371.3,2019-05-31
2410,260.8,2019-06-01
2411,241.4,2020-04-01
2412,77.5,2020-04-02
2413,95.7,2020-04-03
2414,300.9,2020-04-04
2415,391.3,2020-04-05
2416,148.9,2020-04-06
2417,249.2,2020-04-07
2418,323.7,2020-04-08
2419,192.6,2020-04-09
2420,301.8,2020-04-10
2421,286.0,2020-04-11
2422,0.1,2020-04-12
2423,254.9,2020-04-13
2424,82.3,2020-04-14
2425,42.1,2020-04-15
2426,90.2,2020-04-16
2427,207.3,2020-04-17
2428,290.9,2020-04-18
2429,279.5,2020-04-19
2430,138.6,2020-04-20
2431,458.6,2020-04-21
2432,370.1,2020-04-22
2433,375.3,2020-04-23
2434,52.7,2020-04-24
2435,302.3,2020-04-25
2436,79.3,2020-04-26
2437,168.2,2020-04-27
2438,9.3,2020-04-28
2439,83.5,2020-04-29
2440,288.0,2020-04-30
2441,240.4,2020-05-01
2442,129.0,2020-05-02
2443,262.6,2020-05-03
2444,2.0,2020-05-04
2445,455.2,2020-05-05
2446,267.8,2020-05-06
2447,369.2,2020-05-07
2448,347.7,2020-05-08
2449,516.6,2020-05-09
2450,433.0,2020-05-10
2451,10.7,2020-05-11
2452,162.5,2020-05-12
2453,125.6,2020-05-13
2454,290.7,2020-05-14
2455,177.5,2020-05-15
2456,40.2,2020-05-16
2457,258.9,2020-05-17
2458,319.2,2020-05-18
2459,278.0,2020-05-19
2460,297.8,2020-05-20
2461,395.5,2020-05-21
2462,536.5,2020-05-22
2463,488.7,2020-05-23
2464,67.5,2020-05-24
2465,103.4,2020-05-25
2466,451.9,2020-05-26
2467,367.5,2020-05-27
2468,80.0,2020-05-28
2469,320.2,2020-05-29
2470,489.7,2020-05-30
2471,507.0,2020-05-31
2472,142.5,2020-06-01
2473,365.3,2021-04-01
2474,61.7,2021-04-02
2475,160.7,2021-04-03
2476,157.0,2021-04-04
2477,2.6,2021-04-05
2478,149.1,2021-04-06
2479,45.5,2021-04-07
2480,361.6,2021-04-08
2481,0.8,2021-04-09
2482,71.0,2021-04-10
2483,332.0,2021-04-11
2484,54.1,2021-04-12
2485,26.6,2021-04-13
2486,217.4,2021-04-14
2487,371.0,2021-04-15
2488,378.5,2021-04-16
2489,422.8,2021-04-17
2490,433.9,2021-04-18
2491,433.6,2021-04-19
2492,326.5,2021-04-20
2493,389.1,2021-04-21
2494,265.1,2021-04-22
2495,0.7,2021-04-23
2496,5.0,2021-04-24
2497,17.3,2021-04-25
2498,0.6,2021-04-26
2499,5.2,2021-04-27
2500,161.3,2021-04-28
2501,259.5,2021-04-29
2502,339.0,2021-04-30
2503,131.9,2021-05-01
2504,331.7,2021-05-02
2505,54.9,2021-05-03
2506,133.9,2021-05-04
2507,8.8,2021-05-05
2508,7.7,2021-05-06
2509,66.6,2021-05-07
2510,77.1,2021-05-08
2511,213.4,2021-05-09
2512,69.8,2021-05-10
2513,437.9,2021-05-11
2514,468.6,2021-05-12
2515,291.3,2021-05-13
2516,226.6,2021-05-14
2517,108.8,2021-05-15
2518,457.3,2021-05-16
2519,116.6,2021-05-17
2520,15.0,2021-05-18
2521,1.5,2021-05-19
2522,2.1,2021-05-20
2523,14.9,2021-05-21
2524,367.0,2021-05-22
2525,54.2,2021-05-23
2526,345.0,2021-05-24
2527,263.9,2021-05-25
2528,0.1,2021-05-26
2529,22.0,2021-05-27
2530,420.6,2021-05-28
2531,486.1,2021-05-29
2532,556.7,2021-05-30
2533,135.7,2021-05-31
2534,485.6,2021-06-01
2535,274.0,2022-04-01
2536,310.6,2022-04-02
2537,313.9,2022-04-03
2538,1.1,2022-04-04
2539,0.1,2022-04-05
2540,154.3,2022-04-06
2541,0.5,2022-04-07
2542,14.1,2022-04-08
2543,197.8,2022-04-09
2544,95.9,2022-04-10
2545,422.1,2022-04-11
2546,243.3,2022-04-12
2547,318.9,2022-04-13
2548,0.5,2022-04-14
2549,259.3,2022-04-15
2550,261.5,2022-04-16
2551,301.8,2022-04-17
2552,152.3,2022-04-18
2553,436.6,2022-04-19
2554,405.1,2022-04-20
2555,463.7,2022-04-21
2556,451.9,2022-04-22
2557,161.6,2022-04-23
2558,274.9,2022-04-24
2559,140.4,2022-04-25
2560,346.8,2022-04-26
2561,215.7,2022-04-27
2562,206.4,2022-04-28
2563,252.2,2022-04-29
2564,220.8,2022-04-30
2565,127.6,2022-05-01
2566,105.7,2022-05-02
2567,141.2,2022-05-03
2568,257.6,2022-05-04
2569,35.2,2022-05-05
2570,419.1,2022-05-06
2571,123.1,2022-05-07
2572,350.4,2022-05-08
2573,110.3,2022-05-09
2574,256.1,2022-05-10
2575,87.0,2022-05-11
2576,102.6,2022-05-12
2577,319.5,2022-05-13
2578,178.6,2022-05-14
2579,286.1,2022-05-15
2580,236.9,2022-05-16
2581,65.9,2022-05-17
2582,423.1,2022-05-18
2583,315.6,2022-05-19
2584,98.2,2022-05-20
2585,450.4,2022-05-21
2586,401.1,2022-05-22
2587,470.0,2022-05-23
2588,530.2,2022-05-24
2589,341.9,2022-05-25
2590,4.1,2022-05-26
2591,2.6,2022-05-27
2592,16.8,2022-05-28
2593,267.7,2022-05-29
2594,505.1,2022-05-30
2595,0.3,2022-05-31
2596,276.8,2022-06-01
2597,129.0,2015-06-01
2598,261.5,2015-06-02
2599,244.4,2015-06-03
2600,354.8,2015-06-04
2601,351.2,2015-06-05
2602,183.6,2015-06-06
2603,376.6,2015-06-07
2604,305.1,2015-06-08
2605,303.0,2015-06-09
2606,160.7,2015-06-10
2607,375.9,2015-06-11
2608,314.4,2015-06-12
2609,417.1,2015-06-13
2610,0.5,2015-06-14
2611,173.9,2015-06-15
2612,275.5,2015-06-16
2613,269.2,2015-06-17
2614,0.5,2015-06-18
2615,79.9,2015-06-19
2616,102.9,2015-06-20
2617,338.1,2015-06-21
2618,24.0,2015-06-22
2619,272.2,2015-06-23
2620,47.1,2015-06-24
2621,36.5,2015-06-25
2622,129.4,2015-06-26
2623,189.8,2015-06-27
2624,263.5,2015-06-28
2625,459.6,2015-06-29
2626,40.5,2015-06-30
2627,375.8,2015-07-01
2628,509.6,2015-07-02
2629,527.0,2015-07-03
2630,336.7,2015-07-04
2631,311.0,2015-07-05
2632,246.1,2015-07-06
2633,85.7,2015-07-07
2634,24.8,2015-07-08
2635,178.8,2015-07-09
2636,91.1,2015-07-10
2637,187.2,2015-07-11
2638,15.2,2015-07-12
2639,25.6,2015-07-13
2640,154.3,2015-07-14
2641,370.9,2015-07-15
2642,108.0,2015-07-16
2643,109.1,2015-07-17
2644,221.2,2015-07-18
2645,174.4,2015-07-19
2646,74.1,2015-07-20
2647,327.5,2015-07-21
2648,57.9,2015-07-22
2649,8.3,2015-07-23
2650,238.6,2015-07-24
2651,348.2,2015-07-25
2652,7.6,2015-07-26
2653,278.6,2015-07-27
2654,265.8,2015-07-28
2655,198.8,2015-07-29
2656,86.8,2015-07-30
2657,72.7,2015-07-31
2658,316.8,2015-08-01
2659,506.2,2016-06-01
2660,223.0,2016-06-02
2661,420.8,2016-06-03
2662,287.0,2016-06-04
2663,102.3,2016-06-05
2664,283.1,2016-06-06
2665,415.9,2016-06-07
2666,222.4,2016-06-08
2667,133.5,2016-06-09
2668,291.8,2016-06-10
2669,257.1,2016-06-11
2670,304.4,2016-06-12
2671,359.6,2016-06-13
2672,552.8,2016-06-14
2673,445.0,2016-06-15
2674,0.2,2016-06-16
2675,140.9,2016-06-17
2676,1.0,2016-06-18
2677,21.7,2016-06-19
2678,305.2,2016-06-20
2679,386.6,2016-06-21
2680,321.7,2016-06-22
2681,81.0,2016-06-23
2682,16.7,2016-06-24
2683,243.6,2016-06-25
2684,194.6,2016-06-26
2685,0.5,2016-06-27
2686,375.0,2016-06-28
2687,424.9,2016-06-29
2688,191.5,2016-06-30
2689,411.3,2016-07-01
2690,299.8,2016-07-02
2691,23.6,2016-07-03
2692,8.8,2016-07-04
2693,19.3,2016-07-05
2694,179.9,2016-07-06
2695,0.2,2016-07-07
2696,85.3,2016-07-08
2697,417.9,2016-07-09
2698,120.0,2016-07-10
2699,52.4,2016-07-11
2700,330.6,2016-07-12
2701,363.6,2016-07-13
2702,436.9,2016-07-14
2703,0.8,2016-07-15
2704,212.6,2016-07-16
2705,83.8,2016-07-17
2706,238.6,2016-07-18
2707,498.0,2016-07-19
2708,323.8,2016-07-20
2709,69.4,2016-07-21
2710,0.7,2016-07-22
2711,1.9,2016-07-23
2712,200.4,2016-07-24
2713,350.4,2016-07-25
2714,367.5,2016-07-26
2715,375.1,2016-07-27
2716,172.5,2016-07-28
2717,172.5,2016-07-29
2718,309.2,2016-07-30
2719,202.6,2016-07-31
2720,50.3,2016-08-01
2721,205.5,2017-06-01
2722,156.9,2017-06-02
2723,469.5,2017-06-03
2724,511.7,2017-06-04
2725,0.8,2017-06-05
2726,534.1,2017-06-06
2727,463.0,2017-06-07
2728,1.4,2017-06-08
2729,346.6,2017-06-09
2730,370.2,2017-06-10
2731,233.9,2017-06-11
2732,0.5,2017-06-12
2733,21.5,2017-06-13
2734,417.7,2017-06-14
2735,534.0,2017-06-15
2736,310.6,2017-06-16
2737,197.5,2017-06-17
2738,18.4,2017-06-18
2739,295.6,2017-06-19
2740,65.7,2017-06-20
2741,241.6,2017-06-21
2742,276.5,2017-06-22
2743,165.6,2017-06-23
2744,165.3,2017-06-24
2745,259.9,2017-06-25
2746,275.5,2017-06-26
2747,88.6,2017-06-27
2748,518.1,2017-06-28
2749,560.2,2017-06-29
2750,33.2,2017-06-30
2751,17.4,2017-07-01
2752,293.7,2017-07-02
2753,127.9,2017-07-03
2754,307.1,2017-07-04
2755,64.0,2017-07-05
2756,81.5,2017-07-06
2757,369.6,2017-07-07
2758,221.9,2017-07-08
2759,507.1,2017-07-09
2760,491.6,2017-07-10
2761,4.5,2017-07-11
2762,109.6,2017-07-12
2763,17.3,2017-07-13
2764,415.3,2017-07-14
2765,448.3,2017-07-15
2766,531.1,2017-07-16
2767,164.0,2017-07-17
2768,271.4,2017-07-18
2769,22.4,2017-07-19
2770,112.2,2017-07-20
2771,382.6,2017-07-21
2772,345.4,2017-07-22
2773,359.3,2017-07-23
2774,143.2,2017-07-24
2775,62.0,2017-07-25
2776,324.4,2017-07-26
2777,416.6,2017-07-27
2778,146.4,2017-07-28
2779,138.6,2017-07-29
2780,428.2,2017-07-30
2781,94.3,2017-07-31
2782,282.6,2017-08-01
2783,395.6,2018-06-01
2784,359.9,2018-06-02
2785,456.8,2018-06-03
2786,270.0,2018-06-04
2787,211.0,2018-06-05
2788,105.4,2018-06-06
2789,207.7,2018-06-07
2790,384.7,2018-06-08
2791,340.9,2018-06-09
2792,356.3,2018-06-10
2793,243.6,2018-06-11
2794,235.5,2018-06-12
2795,348.4,2018-06-13
2796,415.5,2018-06-14
2797,177.4,2018-06-15
2798,519.1,2018-06-16
2799,423.4,2018-06-17
2800,254.8,2018-06-18
2801,99.6,2018-06-19
2802,353.3,2018-06-20
2803,131.7,2018-06-21
2804,68.7,2018-06-22
2805,541.4,2018-06-23
2806,80.0,2018-06-24
2807,228.8,2018-06-25
2808,357.8,2018-06-26
2809,411.8,2018-06-27
2810,476.1,2018-06-28
2811,48.4,2018-06-29
2812,287.2,2018-06-30
2813,533.5,2018-07-01
2814,5.0,2018-07-02
2815,0.4,2018-07-03
2816,278.5,2018-07-04
2817,124.1,2018-07-05
2818,100.8,2018-07-06
2819,415.3,2018-07-07
2820,165.6,2018-07-08
2821,186.3,2018-07-09
2822,60.1,2018-07-10
2823,183.7,2018-07-11
2824,232.6,2018-07-12
2825,251.0,2018-07-13
2826,390.2,2018-07-14
2827,440.8,2018-07-15
2828,434.1,2018-07-16
2829,455.3,2018-07-17
2830,472.3,2018-07-18
2831,390.0,2018-07-19
2832,37.5,2018-07-20
2833,238.4,2018-07-21
2834,425.8,2018-07-22
2835,430.5,2018-07-23
2836,363.8,2018-07-24
2837,438.9,2018-07-25
2838,354.8,2018-07-26
2839,378.8,2018-07-27
2840,210.3,2018-07-28
2841,138.2,2018-07-29
2842,343.5,2018-07-30
2843,335.5,2018-07-31
2844,359.8,2018-08-01
2845,260.8,2019-06-01
2846,140.6,2019-06-02
2847,395.2,2019-06-03
2848,184.5,2019-06-04
2849,356.1,2019-06-05
2850,471.1,2019-06-06
2851,342.5,2019-06-07
2852,399.6,2019-06-08
2853,402.3,2019-06-09
2854,488.5,2019-06-10
2855,379.8,2019-06-11
2856,224.1,2019-06-12
2857,75.4,2019-06-13
2858,0.5,2019-06-14
2859,240.2,2019-06-15
2860,511.1,2019-06-16
2861,357.4,2019-06-17
2862,539.6,2019-06-18
2863,423.2,2019-06-19
2864,364.3,2019-06-20
2865,451.9,2019-06-21
2866,368.5,2019-06-22
2867,387.7,2019-06-23
2868,514.0,2019-06-24
2869,197.7,2019-06-25
2870,47.5,2019-06-26
2871,97.8,2019-06-27
2872,517.5,2019-06-28
2873,162.6,2019-06-29
2874,221.3,2019-06-30
2875,418.4,2019-07-01
2876,81.5,2019-07-02
2877,111.8,2019-07-03
2878,305.0,2019-07-04
2879,152.3,2019-07-05
2880,51.8,2019-07-06
2881,37.8,2019-07-07
2882,46.4,2019-07-08
2883,6.4,2019-07-09
2884,309.0,2019-07-10
2885,33.5,2019-07-11
2886,196.3,2019-07-12
2887,219.3,2019-07-13
2888,320.7,2019-07-14
2889,200.7,2019-07-15
2890,41.5,2019-07-16
2891,284.8,2019-07-17
2892,452.5,2019-07-18
2893,400.1,2019-07-19
2894,380.4,2019-07-20
2895,461.6,2019-07-21
2896,159.6,2019-07-22
2897,224.0,2019-07-23
2898,399.5,2019-07-24
2899,422.4,2019-07-25
2900,412.2,2019-07-26
2901,418.6,2019-07-27
2902,275.8,2019-07-28
2903,155.3,2019-07-29
2904,119.0,2019-07-30
2905,283.6,2019-07-31
2906,331.2,2019-08-01
2907,142.5,2020-06-01
2908,529.0,2020-06-02
2909,547.5,2020-06-03
2910,57.0,2020-06-04
2911,113.0,2020-06-05
2912,153.5,2020-06-06
2913,378.6,2020-06-07
2914,63.5,2020-06-08
2915,37.0,2020-06-09
2916,276.3,2020-06-10
2917,454.5,2020-06-11
2918,556.8,2020-06-12
2919,513.1,2020-06-13
2920,568.9,2020-06-14
2921,355.6,2020-06-15
2922,81.5,2020-06-16
2923,383.9,2020-06-17
2924,216.4,2020-06-18
2925,515.9,2020-06-19
2926,493.3,2020-06-20
2927,551.0,2020-06-21
2928,578.8,2020-06-22
2929,540.2,2020-06-23
2930,477.8,2020-06-24
2931,511.8,2020-06-25
2932,494.5,2020-06-26
2933,493.2,2020-06-27
2934,431.9,2020-06-28
2935,190.2,2020-06-29
2936,51.4,2020-06-30
2937,84.0,2020-07-01
2938,200.6,2020-07-02
2939,427.0,2020-07-03
2940,29.8,2020-07-04
2941,18.4,2020-07-05
2942,363.6,2020-07-06
2943,130.7,2020-07-07
2944,244.9,2020-07-08
2945,363.7,2020-07-09
2946,432.8,2020-07-10
2947,8.6,2020-07-11
2948,537.0,2020-07-12
2949,216.4,2020-07-13
2950,429.0,2020-07-14
2951,437.7,2020-07-15
2952,293.6,2020-07-16
2953,395.3,2020-07-17
2954,504.8,2020-07-18
2955,329.3,2020-07-19
2956,41.5,2020-07-20
2957,306.6,2020-07-21
2958,215.2,2020-07-22
2959,68.8,2020-07-23
2960,42.1,2020-07-24
2961,218.1,2020-07-25
2962,488.3,2020-07-26
2963,388.2,2020-07-27
2964,4.4,2020-07-28
2965,108.7,2020-07-29
2966,216.1,2020-07-30
2967,317.9,2020-07-31
2968,349.4,2020-08-01
2969,485.6,2021-06-01
2970,482.2,2021-06-02
2971,324.5,2021-06-03
2972,476.6,2021-06-04
2973,424.7,2021-06-05
2974,226.6,2021-06-06
2975,292.5,2021-06-07
2976,330.6,2021-06-08
2977,432.7,2021-06-09
2978,505.4,2021-06-10
2979,496.3,2021-06-11
2980,149.2,2021-06-12
2981,176.8,2021-06-13
2982,379.9,2021-06-14
2983,412.1,2021-06-15
2984,480.0,2021-06-16
2985,407.2,2021-06-17
2986,472.7,2021-06-18
2987,461.8,2021-06-19
2988,379.5,2021-06-20
2989,340.7,2021-06-21
2990,314.3,2021-06-22
2991,193.0,2021-06-23
2992,84.1,2021-06-24
2993,145.8,2021-06-25
2994,414.2,2021-06-26
2995,196.4,2021-06-27
2996,420.8,2021-06-28
2997,537.1,2021-06-29
2998,228.6,2021-06-30
2999,284.6,2021-07-01
3000,393.4,2021-07-02
3001,539.4,2021-07-03
3002,542.9,2021-07-04
3003,419.2,2021-07-05
3004,113.1,2021-07-06
3005,238.9,2021-07-07
3006,99.3,2021-07-08
3007,122.1,2021-07-09
3008,300.2,2021-07-10
3009,455.5,2021-07-11
3010,421.8,2021-07-12
3011,363.6,2021-07-13
3012,430.5,2021-07-14
3013,362.6,2021-07-15
3014,274.7,2021-07-16
3015,452.9,2021-07-17
3016,320.6,2021-07-18
3017,335.5,2021-07-19
3018,137.0,2021-07-20
3019,362.8,2021-07-21
3020,255.3,2021-07-22
3021,231.1,2021-07-23
3022,388.8,2021-07-24
3023,434.6,2021-07-25
3024,429.9,2021-07-26
3025,410.6,2021-07-27
3026,70.3,2021-07-28
3027,309.7,2021-07-29
3028,101.5,2021-07-30
3029,150.6,2021-07-31
3030,275.0,2021-08-01
3031,276.8,2022-06-01
3032,2.8,2022-06-02
3033,325.7,2022-06-03
3034,166.3,2022-06-04
3035,232.0,2022-06-05
3036,565.9,2022-06-06
3037,523.4,2022-06-07
3038,112.0,2022-06-08
3039,488.0,2022-06-09
3040,226.8,2022-06-10
3041,399.1,2022-06-11
3042,407.1,2022-06-12
3043,486.6,2022-06-13
3044,145.7,2022-06-14
3045,392.5,2022-06-15
3046,309.7,2022-06-16
3047,421.0,2022-06-17
3048,0.8,2022-06-18
3049,333.0,2022-06-19
3050,151.3,2022-06-20
3051,434.1,2022-06-21
3052,318.6,2022-06-22
3053,373.6,2022-06-23
3054,407.8,2022-06-24
3055,549.4,2022-06-25
3056,512.1,2022-06-26
3057,422.5,2022-06-27
3058,336.2,2022-06-28
3059,331.4,2022-06-29
3060,534.5,2022-06-30
3061,213.4,2022-07-01
