NewIndex,Direct solar radiation mean [W/m2],Date
1066,5.7,2015-01-14
1067,63.1,2015-01-15
1068,1.5,2015-01-16
1069,0.8,2015-01-17
1070,1.4,2015-01-18
1071,0.7,2015-01-19
1072,0.5,2015-01-20
1073,2.2,2015-01-21
1074,0.3,2015-01-22
1075,0.9,2015-01-23
1076,5.8,2015-01-24
1077,0.6,2015-01-25
1078,0.6,2015-01-26
1079,0.5,2015-01-27
1080,0.8,2015-01-28
1081,0.5,2015-01-29
1082,38.5,2015-01-30
1083,1.1,2015-01-31
1084,3.0,2015-02-01
1085,10.9,2015-12-01
1086,61.6,2015-12-02
1087,1.2,2015-12-03
1088,1.1,2015-12-04
1089,26.8,2015-12-05
1090,1.4,2015-12-06
1091,34.5,2015-12-07
1092,65.9,2015-12-08
1093,1.2,2015-12-09
1094,0.6,2015-12-10
1095,21.1,2015-12-11
1096,0.7,2015-12-12
1097,1.3,2015-12-13
1098,1.3,2015-12-14
1099,16.4,2015-12-15
1100,7.8,2015-12-16
1101,1.2,2015-12-17
1102,1.6,2015-12-18
1103,64.5,2015-12-19
1104,1.5,2015-12-20
1105,0.4,2015-12-21
1106,2.9,2015-12-22
1107,43.4,2015-12-23
1108,58.5,2015-12-24
1109,5.2,2015-12-25
1110,64.0,2015-12-26
1111,99.3,2015-12-27
1112,103.8,2015-12-28
1113,74.6,2015-12-29
1114,0.8,2015-12-30
1115,0.2,2015-12-31
1116,0.0,2016-01-01
1117,0.2,2016-01-02
1118,0.6,2016-01-03
1119,45.1,2016-01-04
1120,32.8,2016-01-05
1121,12.8,2016-01-06
1122,85.8,2016-01-07
1123,2.4,2016-01-08
1124,0.2,2016-01-09
1125,0.5,2016-01-10
1126,0.3,2016-01-11
1127,0.3,2016-01-12
1128,0.4,2016-01-13
1129,27.7,2016-01-14
1130,65.6,2016-01-15
1131,57.1,2016-01-16
1132,31.2,2016-01-17
1133,0.8,2016-01-18
1134,0.7,2016-01-19
1135,100.1,2016-01-20
1136,25.6,2016-01-21
1137,114.8,2016-01-22
1138,1.3,2016-01-23
1139,1.0,2016-01-24
1140,6.0,2016-01-25
1141,1.5,2016-01-26
1142,1.4,2016-01-27
1143,1.3,2016-01-28
1144,6.4,2016-01-29
1145,3.3,2016-01-30
1146,1.5,2016-01-31
1147,93.7,2016-02-01
1148,53.2,2016-12-01
1149,0.6,2016-12-02
1150,1,2016-12-03
1151,85.3,2016-12-04
1152,32.3,2016-12-05
1153,103.9,2016-12-06
1154,1.5,2016-12-07
1155,1.5,2016-12-08
1156,0.8,2016-12-09
1157,42.5,2016-12-10
1158,58.1,2016-12-11
1159,13.2,2016-12-12
1160,7.6,2016-12-13
1161,0.8,2016-12-14
1162,1,2016-12-15
1163,86.3,2016-12-16
1164,1,2016-12-17
1165,1.1,2016-12-18
1166,1,2016-12-19
1167,1.3,2016-12-20
1168,0.5,2016-12-21
1169,0.3,2016-12-22
1170,9.3,2016-12-23
1171,0.9,2016-12-24
1172,0.4,2016-12-25
1173,25.2,2016-12-26
1174,45.8,2016-12-27
1175,96.2,2016-12-28
1176,0.4,2016-12-29
1177,0.2,2016-12-30
1178,0.1,2016-12-31
1179,0.1,2017-01-01
1180,0.5,2017-01-02
1181,-,2017-01-03
1182,-,2017-01-04
1183,103.5,2017-01-05
1184,111.4,2017-01-06
1185,0.7,2017-01-07
1186,1.1,2017-01-08
1187,0.8,2017-01-09
1188,0.9,2017-01-10
1189,0.1,2017-01-11
1190,0.3,2017-01-12
1191,1.1,2017-01-13
1192,0.5,2017-01-14
1193,0.4,2017-01-15
1194,0.9,2017-01-16
1195,0.9,2017-01-17
1196,1,2017-01-18
1197,7.8,2017-01-19
1198,7,2017-01-20
1199,63.9,2017-01-21
1200,56.8,2017-01-22
1201,0.8,2017-01-23
1202,72.6,2017-01-24
1203,2.4,2017-01-25
1204,1.3,2017-01-26
1205,140.5,2017-01-27
1206,1.2,2017-01-28
1207,1.1,2017-01-29
1208,1.6,2017-01-30
1209,2,2017-01-31
1210,0.8,2017-02-01
1211,0.8,2017-12-01
1212,17.0,2017-12-02
1213,1.0,2017-12-03
1214,1.7,2017-12-04
1215,13.6,2017-12-05
1216,15.7,2017-12-06
1217,0.8,2017-12-07
1218,1.3,2017-12-08
1219,3.5,2017-12-09
1220,0.1,2017-12-10
1221,0.2,2017-12-11
1222,1.1,2017-12-12
1223,77.8,2017-12-13
1224,31.1,2017-12-14
1225,1.1,2017-12-15
1226,1.0,2017-12-16
1227,1.0,2017-12-17
1228,7.6,2017-12-18
1229,1.3,2017-12-19
1230,0.5,2017-12-20
1231,1.5,2017-12-21
1232,22.0,2017-12-22
1233,0.9,2017-12-23
1234,80.2,2017-12-24
1235,24.0,2017-12-25
1236,1.3,2017-12-26
1237,1.4,2017-12-27
1238,0.6,2017-12-28
1239,1.0,2017-12-29
1240,2.4,2017-12-30
1241,12.2,2017-12-31
1242,0.9,2018-01-01
1243,0.8,2018-01-02
1244,0.3,2018-01-03
1245,0.4,2018-01-04
1246,0.9,2018-01-05
1247,0.9,2018-01-06
1248,93.0,2018-01-07
1249,101.2,2018-01-08
1250,39.6,2018-01-09
1251,0.9,2018-01-10
1252,0.5,2018-01-11
1253,1.4,2018-01-12
1254,0.6,2018-01-13
1255,37.5,2018-01-14
1256,0.3,2018-01-15
1257,61.4,2018-01-16
1258,0.2,2018-01-17
1259,0.4,2018-01-18
1260,0.8,2018-01-19
1261,0.8,2018-01-20
1262,0.7,2018-01-21
1263,0.9,2018-01-22
1264,1.2,2018-01-23
1265,0.6,2018-01-24
1266,1.1,2018-01-25
1267,1.0,2018-01-26
1268,1.0,2018-01-27
1269,1.1,2018-01-28
1270,0.9,2018-01-29
1271,0.7,2018-01-30
1272,54.4,2018-01-31
1273,1.0,2018-02-01
1274,116.3,2018-12-01
1275,0.3,2018-12-02
1276,0.3,2018-12-03
1277,0.6,2018-12-04
1278,0.6,2018-12-05
1279,32.8,2018-12-06
1280,0.2,2018-12-07
1281,0.6,2018-12-08
1282,0.2,2018-12-09
1283,0.1,2018-12-10
1284,0.5,2018-12-11
1285,1.2,2018-12-12
1286,0.2,2018-12-13
1287,0.3,2018-12-14
1288,0.5,2018-12-15
1289,0.4,2018-12-16
1290,0.3,2018-12-17
1291,0.6,2018-12-18
1292,0.7,2018-12-19
1293,0.4,2018-12-20
1294,0.0,2018-12-21
1295,0.1,2018-12-22
1296,33.5,2018-12-23
1297,2.9,2018-12-24
1298,0.9,2018-12-25
1299,14.9,2018-12-26
1300,0.9,2018-12-27
1301,0.8,2018-12-28
1302,0.8,2018-12-29
1303,0.8,2018-12-30
1304,0.4,2018-12-31
1305,0.8,2019-01-01
1306,0.2,2019-01-02
1307,109.0,2019-01-03
1308,1.0,2019-01-04
1309,13.8,2019-01-05
1310,1.1,2019-01-06
1311,0.8,2019-01-07
1312,0.7,2019-01-08
1313,1.1,2019-01-09
1314,0.9,2019-01-10
1315,60.9,2019-01-11
1316,75.3,2019-01-12
1317,1.5,2019-01-13
1318,1.9,2019-01-14
1319,0.9,2019-01-15
1320,75.7,2019-01-16
1321,0.4,2019-01-17
1322,14.8,2019-01-18
1323,53.0,2019-01-19
1324,107.0,2019-01-20
1325,127.0,2019-01-21
1326,72.0,2019-01-22
1327,0.7,2019-01-23
1328,78.7,2019-01-24
1329,0.5,2019-01-25
1330,0.3,2019-01-26
1331,156.9,2019-01-27
1332,0.6,2019-01-28
1333,0.6,2019-01-29
1334,1.1,2019-01-30
1335,22.1,2019-01-31
1336,0.2,2019-02-01
1337,48.5,2019-12-01
1338,78.4,2019-12-02
1339,79.8,2019-12-03
1340,6.2,2019-12-04
1341,0.1,2019-12-05
1342,0.4,2019-12-06
1343,0.5,2019-12-07
1344,22.9,2019-12-08
1345,12.5,2019-12-09
1346,25.9,2019-12-10
1347,1.3,2019-12-11
1348,0.5,2019-12-12
1349,0.3,2019-12-13
1350,0.1,2019-12-14
1351,0.9,2019-12-15
1352,0.8,2019-12-16
1353,15.1,2019-12-17
1354,0.8,2019-12-18
1355,52.3,2019-12-19
1356,0.3,2019-12-20
1357,0.2,2019-12-21
1358,0.5,2019-12-22
1359,0.3,2019-12-23
1360,0.4,2019-12-24
1361,1.0,2019-12-25
1362,0.4,2019-12-26
1363,27.6,2019-12-27
1364,83.0,2019-12-28
1365,0.8,2019-12-29
1366,0.7,2019-12-30
1367,6.5,2019-12-31
1368,8.2,2020-01-01
1369,15.1,2020-01-02
1370,-0.1,2020-01-03
1371,57.4,2020-01-04
1372,83.3,2020-01-05
1373,0.7,2020-01-06
1374,0.7,2020-01-07
1375,0.6,2020-01-08
1376,88.3,2020-01-09
1377,76.5,2020-01-10
1378,27.6,2020-01-11
1379,0.7,2020-01-12
1380,4.9,2020-01-13
1381,0.4,2020-01-14
1382,0.7,2020-01-15
1383,1.6,2020-01-16
1384,0.1,2020-01-17
1385,0.3,2020-01-18
1386,4.5,2020-01-19
1387,3.4,2020-01-20
1388,64.7,2020-01-21
1389,76.7,2020-01-22
1390,52.0,2020-01-23
1391,6.1,2020-01-24
1392,95.3,2020-01-25
1393,13.8,2020-01-26
1394,0.5,2020-01-27
1395,0.8,2020-01-28
1396,0.6,2020-01-29
1397,0.7,2020-01-30
1398,0.7,2020-01-31
1399,0.6,2020-02-01
1400,0.5,2020-12-01
1401,0.8,2020-12-02
1402,0.2,2020-12-03
1403,0.1,2020-12-04
1404,0.1,2020-12-05
1405,0.2,2020-12-06
1406,79.3,2020-12-07
1407,44.0,2020-12-08
1408,6.2,2020-12-09
1409,0.2,2020-12-10
1410,0.1,2020-12-11
1411,0.0,2020-12-12
1412,0.3,2020-12-13
1413,0.4,2020-12-14
1414,0.3,2020-12-15
1415,0.3,2020-12-16
1416,0.6,2020-12-17
1417,0.2,2020-12-18
1418,0.4,2020-12-19
1419,0.1,2020-12-20
1420,0.3,2020-12-21
1421,0.2,2020-12-22
1422,0.2,2020-12-23
1423,0.4,2020-12-24
1424,0.2,2020-12-25
1425,0.5,2020-12-26
1426,0.3,2020-12-27
1427,0.1,2020-12-28
1428,-0.1,2020-12-29
1429,0.2,2020-12-30
1430,0.4,2020-12-31
1431,0.6,2021-01-01
1432,0.3,2021-01-02
1433,0.5,2021-01-03
1434,0.4,2021-01-04
1435,0.3,2021-01-05
1436,0.4,2021-01-06
1437,0.1,2021-01-07
1438,0.2,2021-01-08
1439,75.2,2021-01-09
1440,0.7,2021-01-10
1441,0.1,2021-01-11
1442,0.0,2021-01-12
1443,-0.1,2021-01-13
1444,34.8,2021-01-14
1445,92.5,2021-01-15
1446,80.9,2021-01-16
1447,3.3,2021-01-17
1448,1.6,2021-01-18
1449,0.4,2021-01-19
1450,23.8,2021-01-20
1451,0.2,2021-01-21
1452,0.4,2021-01-22
1453,0.3,2021-01-23
1454,0.2,2021-01-24
1455,0.3,2021-01-25
1456,0.2,2021-01-26
1457,0.5,2021-01-27
1458,0.7,2021-01-28
1459,1.6,2021-01-29
1460,1.0,2021-01-30
1461,21.4,2021-01-31
1462,6.3,2021-02-01
1463,11.9,2021-12-01
1464,11.1,2021-12-02
1465,-0.5,2021-12-03
1466,-1.0,2021-12-04
1467,93.3,2021-12-05
1468,1.0,2021-12-06
1469,46.7,2021-12-07
1470,33.0,2021-12-08
1471,0.5,2021-12-09
1472,0.1,2021-12-10
1473,0.0,2021-12-11
1474,0.8,2021-12-12
1475,0.5,2021-12-13
1476,0.3,2021-12-14
1477,0.4,2021-12-15
1478,15.8,2021-12-16
1479,80.6,2021-12-17
1480,0.5,2021-12-18
1481,-0.4,2021-12-19
1482,61.7,2021-12-20
1483,77.0,2021-12-21
1484,-0.6,2021-12-22
1485,0.6,2021-12-23
1486,32.2,2021-12-24
1487,2.2,2021-12-25
1488,62.6,2021-12-26
1489,48.6,2021-12-27
1490,0.0,2021-12-28
1491,-0.3,2021-12-29
1492,0.6,2021-12-30
1493,3.6,2021-12-31
1494,99.5,2022-01-01
1495,0.6,2022-01-02
1496,0.2,2022-01-03
1497,0.4,2022-01-04
1498,2.8,2022-01-05
1499,0.9,2022-01-06
1500,1.2,2022-01-07
1501,0.6,2022-01-08
1502,0.2,2022-01-09
1503,116.7,2022-01-10
1504,1.3,2022-01-11
1505,0.5,2022-01-12
1506,74.5,2022-01-13
1507,28.6,2022-01-14
1508,117.0,2022-01-15
1509,1.8,2022-01-16
1510,84.0,2022-01-17
1511,12.4,2022-01-18
1512,0.5,2022-01-19
1513,0.0,2022-01-20
1514,0.2,2022-01-21
1515,46.9,2022-01-22
1516,0.8,2022-01-23
1517,0.3,2022-01-24
1518,144.3,2022-01-25
1519,0.6,2022-01-26
1520,0.4,2022-01-27
1521,0.3,2022-01-28
1522,0.6,2022-01-29
1523,0.1,2022-01-30
1524,0.4,2022-01-31
1525,0.8,2022-02-01
1526,3.0,2015-02-01
1527,2.8,2015-02-02
1528,1.6,2015-02-03
1529,0.6,2015-02-04
1530,1.3,2015-02-05
1531,65.5,2015-02-06
1532,4.4,2015-02-07
1533,47.1,2015-02-08
1534,1.2,2015-02-09
1535,195.7,2015-02-10
1536,160.9,2015-02-11
1537,0.6,2015-02-12
1538,1.2,2015-02-13
1539,2.2,2015-02-14
1540,215.9,2015-02-15
1541,248.5,2015-02-16
1542,104.9,2015-02-17
1543,88.3,2015-02-18
1544,2.1,2015-02-19
1545,2.0,2015-02-20
1546,2.3,2015-02-21
1547,4.1,2015-02-22
1548,15.9,2015-02-23
1549,2.5,2015-02-24
1550,13.2,2015-02-25
1551,1.8,2015-02-26
1552,31.0,2015-02-27
1553,1.6,2015-02-28
1554,1.4,2015-03-01
1555,1.5,2015-03-02
1556,2.7,2015-03-03
1557,3.0,2015-03-04
1558,12.2,2015-03-05
1559,1.9,2015-03-06
1560,2.2,2015-03-07
1561,2.4,2015-03-08
1562,164.2,2015-03-09
1563,8.3,2015-03-10
1564,176.5,2015-03-11
1565,350.1,2015-03-12
1566,351.3,2015-03-13
1567,319.8,2015-03-14
1568,357.2,2015-03-15
1569,321.2,2015-03-16
1570,314.8,2015-03-17
1571,269.4,2015-03-18
1572,265.0,2015-03-19
1573,12.9,2015-03-20
1574,291.1,2015-03-21
1575,69.0,2015-03-22
1576,0.8,2015-03-23
1577,188.2,2015-03-24
1578,28.6,2015-03-25
1579,147.7,2015-03-26
1580,11.2,2015-03-27
1581,1.0,2015-03-28
1582,1.3,2015-03-29
1583,1.5,2015-03-30
1584,2.1,2015-03-31
1585,1.2,2015-04-01
1586,93.7,2016-02-01
1587,1.2,2016-02-02
1588,1.3,2016-02-03
1589,68.4,2016-02-04
1590,59.8,2016-02-05
1591,1.6,2016-02-06
1592,1.3,2016-02-07
1593,1.4,2016-02-08
1594,1.5,2016-02-09
1595,1.5,2016-02-10
1596,1.6,2016-02-11
1597,1.9,2016-02-12
1598,133.9,2016-02-13
1599,2.2,2016-02-14
1600,7.5,2016-02-15
1601,234.1,2016-02-16
1602,135.8,2016-02-17
1603,0.3,2016-02-18
1604,0.8,2016-02-19
1605,1.5,2016-02-20
1606,1.1,2016-02-21
1607,2.9,2016-02-22
1608,18.3,2016-02-23
1609,4.8,2016-02-24
1610,0.5,2016-02-25
1611,12.7,2016-02-26
1612,226.8,2016-02-27
1613,153.9,2016-02-28
1614,265.7,2016-02-29
1615,216.5,2016-03-01
1616,119.2,2016-03-02
1617,0.3,2016-03-03
1618,0.4,2016-03-04
1619,0.4,2016-03-05
1620,0.7,2016-03-06
1621,1.2,2016-03-07
1622,1.3,2016-03-08
1623,46.2,2016-03-09
1624,0.7,2016-03-10
1625,29.6,2016-03-11
1626,308.6,2016-03-12
1627,170.3,2016-03-13
1628,51.8,2016-03-14
1629,110.5,2016-03-15
1630,251.7,2016-03-16
1631,162.1,2016-03-17
1632,130.5,2016-03-18
1633,196.9,2016-03-19
1634,96.8,2016-03-20
1635,64.3,2016-03-21
1636,311.6,2016-03-22
1637,140.5,2016-03-23
1638,1.1,2016-03-24
1639,0.3,2016-03-25
1640,1.0,2016-03-26
1641,145.9,2016-03-27
1642,221.9,2016-03-28
1643,288.0,2016-03-29
1644,6.7,2016-03-30
1645,126.4,2016-03-31
1646,43.3,2016-04-01
1647,0.8,2017-02-01
1648,1.5,2017-02-02
1649,1.6,2017-02-03
1650,1.7,2017-02-04
1651,1.1,2017-02-05
1652,71.4,2017-02-06
1653,160.3,2017-02-07
1654,221.5,2017-02-08
1655,106.4,2017-02-09
1656,77.4,2017-02-10
1657,1.2,2017-02-11
1658,46.7,2017-02-12
1659,88.7,2017-02-13
1660,207.1,2017-02-14
1661,129.4,2017-02-15
1662,5.0,2017-02-16
1663,1.7,2017-02-17
1664,95.3,2017-02-18
1665,1.1,2017-02-19
1666,0.5,2017-02-20
1667,179.5,2017-02-21
1668,3.9,2017-02-22
1669,6.7,2017-02-23
1670,112.5,2017-02-24
1671,95.2,2017-02-25
1672,1.2,2017-02-26
1673,1.1,2017-02-27
1674,1.9,2017-02-28
1675,1.2,2017-03-01
1676,1.6,2017-03-02
1677,1.4,2017-03-03
1678,4.1,2017-03-04
1679,261.1,2017-03-05
1680,300.8,2017-03-06
1681,0.4,2017-03-07
1682,0.9,2017-03-08
1683,0.9,2017-03-09
1684,35.1,2017-03-10
1685,265.2,2017-03-11
1686,92.6,2017-03-12
1687,1.2,2017-03-13
1688,1.0,2017-03-14
1689,191.6,2017-03-15
1690,331.3,2017-03-16
1691,1.0,2017-03-17
1692,1.9,2017-03-18
1693,5.2,2017-03-19
1694,173.8,2017-03-20
1695,1.5,2017-03-21
1696,4.3,2017-03-22
1697,336.6,2017-03-23
1698,252.1,2017-03-24
1699,3.0,2017-03-25
1700,100.5,2017-03-26
1701,214.3,2017-03-27
1702,192.2,2017-03-28
1703,263.6,2017-03-29
1704,301.3,2017-03-30
1705,111.1,2017-03-31
1706,5.3,2017-04-01
1707,1.0,2018-02-01
1708,1.2,2018-02-02
1709,0.3,2018-02-03
1710,151.6,2018-02-04
1711,185.0,2018-02-05
1712,0.6,2018-02-06
1713,1.8,2018-02-07
1714,2.8,2018-02-08
1715,0.7,2018-02-09
1716,0.7,2018-02-10
1717,0.7,2018-02-11
1718,0.7,2018-02-12
1719,0.6,2018-02-13
1720,0.6,2018-02-14
1721,22.5,2018-02-15
1722,0.5,2018-02-16
1723,95.2,2018-02-17
1724,91.4,2018-02-18
1725,45.7,2018-02-19
1726,249.6,2018-02-20
1727,206.2,2018-02-21
1728,257.3,2018-02-22
1729,93.5,2018-02-23
1730,264.2,2018-02-24
1731,89.8,2018-02-25
1732,114.8,2018-02-26
1733,194.1,2018-02-27
1734,272.6,2018-02-28
1735,288.3,2018-03-01
1736,268.6,2018-03-02
1737,23.0,2018-03-03
1738,174.5,2018-03-04
1739,83.6,2018-03-05
1740,59.9,2018-03-06
1741,257.3,2018-03-07
1742,0.7,2018-03-08
1743,0.9,2018-03-09
1744,0.9,2018-03-10
1745,1.6,2018-03-11
1746,9.3,2018-03-12
1747,1.2,2018-03-13
1748,22.3,2018-03-14
1749,313.5,2018-03-15
1750,341.7,2018-03-16
1751,294.6,2018-03-17
1752,114.7,2018-03-18
1753,50.2,2018-03-19
1754,61.9,2018-03-20
1755,152.4,2018-03-21
1756,8.0,2018-03-22
1757,161.9,2018-03-23
1758,16.8,2018-03-24
1759,149.9,2018-03-25
1760,350.5,2018-03-26
1761,227.7,2018-03-27
1762,161.5,2018-03-28
1763,389.6,2018-03-29
1764,421.1,2018-03-30
1765,401.7,2018-03-31
1766,60.5,2018-04-01
1767,0.2,2019-02-01
1768,0.3,2019-02-02
1769,0.5,2019-02-03
1770,3.9,2019-02-04
1771,0.7,2019-02-05
1772,170.3,2019-02-06
1773,0.9,2019-02-07
1774,0.5,2019-02-08
1775,0.6,2019-02-09
1776,0.6,2019-02-10
1777,0.4,2019-02-11
1778,61.9,2019-02-12
1779,1.1,2019-02-13
1780,87.4,2019-02-14
1781,35.6,2019-02-15
1782,208.6,2019-02-16
1783,211.1,2019-02-17
1784,12.4,2019-02-18
1785,0.7,2019-02-19
1786,1.6,2019-02-20
1787,265.9,2019-02-21
1788,260.0,2019-02-22
1789,58.2,2019-02-23
1790,7.8,2019-02-24
1791,203.4,2019-02-25
1792,141.4,2019-02-26
1793,10.8,2019-02-27
1794,15.5,2019-02-28
1795,287.2,2019-03-01
1796,144.8,2019-03-02
1797,159.4,2019-03-03
1798,0.4,2019-03-04
1799,136.5,2019-03-05
1800,256.8,2019-03-06
1801,0.5,2019-03-07
1802,20.1,2019-03-08
1803,115.2,2019-03-09
1804,95.0,2019-03-10
1805,36.9,2019-03-11
1806,98.4,2019-03-12
1807,11.3,2019-03-13
1808,1.3,2019-03-14
1809,0.7,2019-03-15
1810,0.7,2019-03-16
1811,1.0,2019-03-17
1812,1.5,2019-03-18
1813,11.7,2019-03-19
1814,42.5,2019-03-20
1815,57.2,2019-03-21
1816,368.9,2019-03-22
1817,0.4,2019-03-23
1818,348.3,2019-03-24
1819,53.5,2019-03-25
1820,374.9,2019-03-26
1821,282.7,2019-03-27
1822,87.1,2019-03-28
1823,223.6,2019-03-29
1824,58.3,2019-03-30
1825,54.8,2019-03-31
1826,409.1,2019-04-01
1827,0.6,2020-02-01
1828,3.5,2020-02-02
1829,124.5,2020-02-03
1830,186.0,2020-02-04
1831,52.4,2020-02-05
1832,194.6,2020-02-06
1833,65.9,2020-02-07
1834,0.6,2020-02-08
1835,0.6,2020-02-09
1836,0.5,2020-02-10
1837,13.7,2020-02-11
1838,9.9,2020-02-12
1839,16.5,2020-02-13
1840,51.3,2020-02-14
1841,0.4,2020-02-15
1842,0.7,2020-02-16
1843,1.0,2020-02-17
1844,1.1,2020-02-18
1845,8.6,2020-02-19
1846,8.9,2020-02-20
1847,0.5,2020-02-21
1848,0.7,2020-02-22
1849,25.0,2020-02-23
1850,190.0,2020-02-24
1851,237.1,2020-02-25
1852,23.9,2020-02-26
1853,219.0,2020-02-27
1854,272.8,2020-02-28
1855,34.3,2020-02-29
1856,0.7,2020-03-01
1857,14.6,2020-03-02
1858,0.3,2020-03-03
1859,0.4,2020-03-04
1860,3.5,2020-03-05
1861,231.5,2020-03-06
1862,4.7,2020-03-07
1863,191.6,2020-03-08
1864,1.0,2020-03-09
1865,0.8,2020-03-10
1866,0.9,2020-03-11
1867,101.8,2020-03-12
1868,71.7,2020-03-13
1869,235.3,2020-03-14
1870,206.7,2020-03-15
1871,41.9,2020-03-16
1872,63.9,2020-03-17
1873,6.7,2020-03-18
1874,237.9,2020-03-19
1875,285.6,2020-03-20
1876,142.8,2020-03-21
1877,334.3,2020-03-22
1878,142.8,2020-03-23
1879,178.5,2020-03-24
1880,246.0,2020-03-25
1881,250.6,2020-03-26
1882,120.5,2020-03-27
1883,136.7,2020-03-28
1884,304.7,2020-03-29
1885,92.4,2020-03-30
1886,153.7,2020-03-31
1887,241.4,2020-04-01
1888,6.3,2021-02-01
1889,0.6,2021-02-02
1890,108.1,2021-02-03
1891,164.9,2021-02-04
1892,167.7,2021-02-05
1893,46.1,2021-02-06
1894,3.4,2021-02-07
1895,43.8,2021-02-08
1896,0.7,2021-02-09
1897,55.0,2021-02-10
1898,208.4,2021-02-11
1899,87.6,2021-02-12
1900,1.4,2021-02-13
1901,178.0,2021-02-14
1902,147.9,2021-02-15
1903,108.2,2021-02-16
1904,234.3,2021-02-17
1905,156.4,2021-02-18
1906,2.4,2021-02-19
1907,0.6,2021-02-20
1908,0.5,2021-02-21
1909,0.6,2021-02-22
1910,0.6,2021-02-23
1911,0.8,2021-02-24
1912,0.5,2021-02-25
1913,7.2,2021-02-26
1914,277.0,2021-02-27
1915,261.2,2021-02-28
1916,8.1,2021-03-01
1917,277.8,2021-03-02
1918,191.5,2021-03-03
1919,240.4,2021-03-04
1920,282.9,2021-03-05
1921,6.2,2021-03-06
1922,24.4,2021-03-07
1923,255.7,2021-03-08
1924,0.2,2021-03-09
1925,284.2,2021-03-10
1926,2.4,2021-03-11
1927,0.3,2021-03-12
1928,0.9,2021-03-13
1929,0.7,2021-03-14
1930,0.6,2021-03-15
1931,11.1,2021-03-16
1932,3.7,2021-03-17
1933,156.6,2021-03-18
1934,244.4,2021-03-19
1935,0.6,2021-03-20
1936,99.2,2021-03-21
1937,360.5,2021-03-22
1938,130.2,2021-03-23
1939,72.7,2021-03-24
1940,237.5,2021-03-25
1941,165.7,2021-03-26
1942,158.3,2021-03-27
1943,92.6,2021-03-28
1944,0.2,2021-03-29
1945,25.6,2021-03-30
1946,69.8,2021-03-31
1947,365.3,2021-04-01
1948,0.8,2022-02-01
1949,1.0,2022-02-02
1950,21.8,2022-02-03
1951,1.1,2022-02-04
1952,0.2,2022-02-05
1953,0.3,2022-02-06
1954,0.6,2022-02-07
1955,0.9,2022-02-08
1956,54.0,2022-02-09
1957,89.5,2022-02-10
1958,181.9,2022-02-11
1959,123.4,2022-02-12
1960,0.3,2022-02-13
1961,0.3,2022-02-14
1962,0.5,2022-02-15
1963,6.9,2022-02-16
1964,0.1,2022-02-17
1965,20.0,2022-02-18
1966,0.3,2022-02-19
1967,45.2,2022-02-20
1968,1.0,2022-02-21
1969,0.2,2022-02-22
1970,1.4,2022-02-23
1971,0.5,2022-02-24
1972,0.1,2022-02-25
1973,280.2,2022-02-26
1974,185.2,2022-02-27
1975,279.5,2022-02-28
1976,283.5,2022-03-01
1977,47.4,2022-03-02
1978,241.8,2022-03-03
1979,288.8,2022-03-04
1980,246.4,2022-03-05
1981,277.6,2022-03-06
1982,3.0,2022-03-07
1983,0.3,2022-03-08
1984,129.8,2022-03-09
1985,147.0,2022-03-10
1986,92.5,2022-03-11
1987,294.8,2022-03-12
1988,220.1,2022-03-13
1989,347.9,2022-03-14
1990,290.9,2022-03-15
1991,342.4,2022-03-16
1992,336.8,2022-03-17
1993,190.9,2022-03-18
1994,256.7,2022-03-19
1995,356.8,2022-03-20
1996,365.8,2022-03-21
1997,286.8,2022-03-22
1998,164.3,2022-03-23
1999,94.5,2022-03-24
2000,14.8,2022-03-25
2001,37.8,2022-03-26
2002,164.8,2022-03-27
2003,90.5,2022-03-28
2004,148.1,2022-03-29
2005,100.4,2022-03-30
2006,184.7,2022-03-31
2007,274.0,2022-04-01
2008,114.0,2023-03-01
2009,186.4,2023-03-02
2010,207.1,2023-03-03
2011,3.1,2023-03-04
2012,1.1,2023-03-05
2013,139.3,2023-03-06
2014,241.4,2023-03-07
2015,1.0,2023-03-08
2016,321.4,2023-03-09
2017,147.8,2023-03-10
2018,10.2,2023-03-11
2019,328.1,2023-03-12
2020,240.0,2023-03-13
2021,0.4,2023-03-14
2022,249.1,2023-03-15
2023,352.6,2023-03-16
2024,109.4,2023-03-17
2025,77.8,2023-03-18
2026,3.5,2023-03-19
2027,0.6,2023-03-20
2028,332.4,2023-03-21
2029,0.4,2023-03-22
2030,148.4,2023-03-23
2031,1.2,2023-03-24
2032,15.2,2023-03-25
2033,0.6,2023-03-26
2034,0.6,2023-03-27
2035,216.2,2023-03-28
2036,109.2,2023-03-29
2037,226.9,2023-03-30
2038,126.8,2023-03-31
2039,411.6,2023-04-01
2040,361.1,2023-04-02
2041,408.4,2023-04-03
2042,412.4,2023-04-04
2043,0.3,2023-04-05
2044,28.2,2023-04-06
2045,367.0,2023-04-07
2046,312.2,2023-04-08
2047,292.9,2023-04-09
2048,404.5,2023-04-10
2049,151.0,2023-04-11
2050,285.0,2023-04-12
2051,23.9,2023-04-13
2052,370.4,2023-04-14
2053,366.4,2023-04-15
2054,406.5,2023-04-16
2055,403.3,2023-04-17
2056,351.6,2023-04-18
2057,446.6,2023-04-19
2058,129.3,2023-04-20
2059,248.8,2023-04-21
2060,448.7,2023-04-22
2061,434.6,2023-04-23
2062,304.4,2023-04-24
2063,87.8,2023-04-25
