NewIndex,Direct solar radiation mean [W/m2],Date
1066,3.2,2011-11-29
1067,1.1,2011-11-30
1068,0.7,2011-12-01
1069,0.9,2011-12-02
1070,7.5,2011-12-03
1071,0.9,2011-12-04
1072,1.1,2011-12-05
1073,1.4,2011-12-06
1074,2.4,2011-12-07
1075,1.8,2011-12-08
1076,1.1,2011-12-09
1077,0.5,2011-12-10
1078,1.8,2011-12-11
1079,3.4,2011-12-12
1080,1.5,2011-12-13
1081,1.1,2011-12-14
1082,1.0,2011-12-15
1083,1.6,2011-12-16
1084,1.7,2011-12-17
1085,0.9,2011-12-18
1086,1.4,2011-12-19
1087,3.2,2011-12-20
1088,2.8,2011-12-21
1089,1.5,2011-12-22
1090,1.1,2011-12-23
1091,0.7,2011-12-24
1092,1.3,2011-12-25
1093,1.3,2011-12-26
1094,2.4,2011-12-27
1095,1.8,2011-12-28
1096,2.5,2011-12-29
1097,0.7,2011-12-30
1098,1.3,2011-12-31
1099,1.5,2012-01-01
1100,1.2,2021-12-01
1101,0.7,2021-12-02
1102,2.1,2021-12-03
1103,7.2,2021-12-04
1104,8.5,2021-12-05
1105,3.3,2021-12-06
1106,3.9,2021-12-07
1107,4.1,2021-12-08
1108,3.2,2021-12-09
1109,1.8,2021-12-10
1110,1.9,2021-12-11
1111,1.2,2021-12-12
1112,1.4,2021-12-13
1113,1.2,2021-12-14
1114,1.0,2021-12-15
1115,2.0,2021-12-16
1116,2.5,2021-12-17
1117,1.7,2021-12-18
1118,0.9,2021-12-19
1119,1.9,2021-12-20
1120,2.4,2021-12-21
1121,2.7,2021-12-22
1122,1.7,2021-12-23
1123,0.6,2021-12-24
1124,0.7,2021-12-25
1125,1.6,2021-12-26
1126,2.6,2021-12-27
1127,3.6,2021-12-28
1128,1.9,2021-12-29
1129,1.5,2021-12-30
1130,0.6,2021-12-31
1131,1.3,2022-01-01
1132,2.8,2022-01-02
1133,2.7,2022-01-03
1134,0.9,2022-01-04
1135,1.9,2022-01-05
1136,2.7,2022-01-06
1137,1.4,2022-01-07
1138,2.6,2022-01-08
1139,3.1,2022-01-09
1140,4.0,2022-01-10
1141,1.4,2022-01-11
1142,0.3,2022-01-12
1143,0.3,2022-01-13
1144,0.6,2022-01-14
1145,1.2,2022-01-15
1146,0.9,2022-01-16
1147,0.4,2022-01-17
1148,2.3,2022-01-18
1149,0.8,2022-01-19
1150,1.3,2022-01-20
1151,0.5,2022-01-21
1152,2.6,2022-01-22
1153,0.4,2022-01-23
1154,-0.4,2022-01-24
1155,0.5,2022-01-25
1156,2.1,2022-01-26
1157,1.5,2022-01-27
1158,2.5,2022-01-28
1159,3.2,2022-01-29
1160,2.2,2022-01-30
1161,3.2,2022-01-31
1162,3.8,2022-02-01
1163,,2023-12-01
1164,,2023-12-02
1165,,2023-12-03
1166,,2023-12-04
1167,,2023-12-05
1168,,2023-12-06
1169,,2023-12-07
1170,,2023-12-08
1171,,2023-12-09
1172,,2023-12-10
1173,,2023-12-11
1174,,2023-12-12
1175,,2023-12-13
1176,,2023-12-14
1177,,2023-12-15
1178,,2023-12-16
1179,,2023-12-17
1180,,2023-12-18
1181,,2023-12-19
1182,,2023-12-20
1183,,2023-12-21
1184,,2023-12-22
1185,,2023-12-23
1186,,2023-12-24
1187,,2023-12-25
1188,,2023-12-26
1189,,2023-12-27
1190,,2023-12-28
1191,,2023-12-29
1192,,2023-12-30
1193,,2023-12-31
1194,,2024-01-01
1195,3.8,2022-02-01
1196,2.0,2022-02-02
1197,3.4,2022-02-03
1198,2.6,2022-02-04
1199,1.2,2022-02-05
1200,0.7,2022-02-06
1201,1.3,2022-02-07
1202,1.6,2022-02-08
1203,1.3,2022-02-09
1204,1.0,2022-02-10
1205,1.6,2022-02-11
1206,2.8,2022-02-12
1207,2.8,2022-02-13
1208,148.1,2022-02-14
1209,152.4,2022-02-15
1210,4.0,2022-02-16
1211,1.0,2022-02-17
1212,0.5,2022-02-18
1213,26.3,2022-02-19
1214,41.6,2022-02-20
1215,2.4,2022-02-21
1216,63.2,2022-02-22
1217,44.8,2022-02-23
1218,1.0,2022-02-24
1219,76.9,2022-02-25
1220,204.3,2022-02-26
1221,136.7,2022-02-27
1222,70.8,2022-02-28
1223,0.4,2022-03-01
1224,115.9,2022-03-02
1225,182.1,2022-03-03
1226,217.5,2022-03-04
1227,1.6,2022-03-05
1228,2.1,2022-03-06
1229,86.4,2022-03-07
1230,1.7,2022-03-08
1231,1.0,2022-03-09
1232,0.7,2022-03-10
1233,67.3,2022-03-11
1234,262.3,2022-03-12
1235,141.9,2022-03-13
1236,68.2,2022-03-14
1237,100.2,2022-03-15
1238,223.2,2022-03-16
1239,236.2,2022-03-17
1240,8.0,2022-03-18
1241,56.9,2022-03-19
1242,64.3,2022-03-20
1243,272.0,2022-03-21
1244,278.6,2022-03-22
1245,25.3,2022-03-23
1246,335.0,2022-03-24
1247,1.8,2022-03-25
1248,115.4,2022-03-26
1249,315.5,2022-03-27
1250,340.5,2022-03-28
1251,14.4,2022-03-29
1252,31.2,2022-03-30
1253,123.4,2022-03-31
1254,10.4,2022-04-01
1255,6.0,2004-03-01
1256,19.1,2004-03-02
1257,233.1,2004-03-03
1258,76.1,2004-03-04
1259,139.4,2004-03-05
1260,2.8,2004-03-06
1261,66.2,2004-03-07
1262,171.4,2004-03-08
1263,86.9,2004-03-09
1264,125.4,2004-03-10
1265,275.5,2004-03-11
1266,2.4,2004-03-12
1267,138.3,2004-03-13
1268,81.7,2004-03-14
1269,1.4,2004-03-15
1270,1.9,2004-03-16
1271,54.5,2004-03-17
1272,31.9,2004-03-18
1273,1.2,2004-03-19
1274,0.9,2004-03-20
1275,0.4,2004-03-21
1276,3.2,2004-03-22
1277,20.6,2004-03-23
1278,28.0,2004-03-24
1279,176.0,2004-03-25
1280,191.2,2004-03-26
1281,3.4,2004-03-27
1282,18.3,2004-03-28
1283,6.0,2004-03-29
1284,4.1,2004-03-30
1285,284.3,2004-03-31
1286,388.5,2004-04-01
1287,344.5,2004-04-02
1288,148.2,2004-04-03
1289,194.0,2004-04-04
1290,353.2,2004-04-05
1291,396.7,2004-04-06
1292,391.6,2004-04-07
1293,73.5,2004-04-08
1294,1.9,2004-04-09
1295,210.7,2004-04-10
1296,410.7,2004-04-11
1297,236.0,2004-04-12
1298,372.3,2004-04-13
1299,1.3,2004-04-14
1300,34.8,2004-04-15
1301,50.5,2004-04-16
1302,90.8,2004-04-17
1303,119.9,2004-04-18
1304,13.8,2004-04-19
1305,1.4,2004-04-20
1306,407.9,2004-04-21
1307,390.7,2004-04-22
1308,313.9,2004-04-23
1309,462.0,2004-04-24
1310,90.3,2004-04-25
1311,149.5,2004-04-26
1312,454.5,2004-04-27
1313,451.5,2004-04-28
1314,329.3,2004-04-29
1315,73.7,2004-04-30
1316,223.7,2004-05-01
1317,198.9,2005-03-01
1318,122.2,2005-03-02
1319,262.0,2005-03-03
1320,2.6,2005-03-04
1321,1.5,2005-03-05
1322,1.3,2005-03-06
1323,4.0,2005-03-07
1324,285.6,2005-03-08
1325,289.2,2005-03-09
1326,23.1,2005-03-10
1327,304.8,2005-03-11
1328,313.4,2005-03-12
1329,259.7,2005-03-13
1330,219.3,2005-03-14
1331,216.6,2005-03-15
1332,247.3,2005-03-16
1333,42.3,2005-03-17
1334,108.5,2005-03-18
1335,76.9,2005-03-19
1336,219.2,2005-03-20
1337,266.7,2005-03-21
1338,357.1,2005-03-22
1339,7.0,2005-03-23
1340,2.8,2005-03-24
1341,6.4,2005-03-25
1342,3.2,2005-03-26
1343,2.5,2005-03-27
1344,27.6,2005-03-28
1345,224.7,2005-03-29
1346,37.6,2005-03-30
1347,247.6,2005-03-31
1348,98.4,2005-04-01
1349,93.6,2005-04-02
1350,347.7,2005-04-03
1351,149.8,2005-04-04
1352,1.2,2005-04-05
1353,305.4,2005-04-06
1354,134.8,2005-04-07
1355,1.1,2005-04-08
1356,3.0,2005-04-09
1357,272.3,2005-04-10
1358,1.3,2005-04-11
1359,59.0,2005-04-12
1360,2.3,2005-04-13
1361,1.8,2005-04-14
1362,267.6,2005-04-15
1363,38.1,2005-04-16
1364,363.1,2005-04-17
1365,129.7,2005-04-18
1366,185.3,2005-04-19
1367,302.0,2005-04-20
1368,84.1,2005-04-21
1369,137.3,2005-04-22
1370,442.3,2005-04-23
1371,451.9,2005-04-24
1372,215.3,2005-04-25
1373,493.6,2005-04-26
1374,403.2,2005-04-27
1375,216.4,2005-04-28
1376,107.8,2005-04-29
1377,125.3,2005-04-30
1378,523.4,2005-05-01
1379,55.3,2006-03-01
1380,237.2,2006-03-02
1381,33.0,2006-03-03
1382,129.4,2006-03-04
1383,131.6,2006-03-05
1384,174.9,2006-03-06
1385,157.0,2006-03-07
1386,56.3,2006-03-08
1387,35.5,2006-03-09
1388,3.8,2006-03-10
1389,233.9,2006-03-11
1390,96.9,2006-03-12
1391,275.0,2006-03-13
1392,297.0,2006-03-14
1393,290.8,2006-03-15
1394,103.2,2006-03-16
1395,2.5,2006-03-17
1396,51.5,2006-03-18
1397,168.9,2006-03-19
1398,152.3,2006-03-20
1399,92.7,2006-03-21
1400,119.0,2006-03-22
1401,58.5,2006-03-23
1402,79.5,2006-03-24
1403,102.5,2006-03-25
1404,192.5,2006-03-26
1405,120.1,2006-03-27
1406,320.4,2006-03-28
1407,215.0,2006-03-29
1408,342.6,2006-03-30
1409,6.2,2006-03-31
1410,1.6,2006-04-01
1411,78.8,2006-04-02
1412,118.0,2006-04-03
1413,1.4,2006-04-04
1414,325.8,2006-04-05
1415,2.0,2006-04-06
1416,233.7,2006-04-07
1417,21.0,2006-04-08
1418,1.5,2006-04-09
1419,237.5,2006-04-10
1420,292.5,2006-04-11
1421,83.7,2006-04-12
1422,52.2,2006-04-13
1423,42.3,2006-04-14
1424,11.2,2006-04-15
1425,75.8,2006-04-16
1426,83.3,2006-04-17
1427,2.4,2006-04-18
1428,42.7,2006-04-19
1429,45.4,2006-04-20
1430,118.6,2006-04-21
1431,397.0,2006-04-22
1432,14.2,2006-04-23
1433,362.4,2006-04-24
1434,193.5,2006-04-25
1435,381.8,2006-04-26
1436,374.4,2006-04-27
1437,466.9,2006-04-28
1438,500.0,2006-04-29
1439,483.9,2006-04-30
1440,486.7,2006-05-01
1441,1.5,2007-03-01
1442,0.6,2007-03-02
1443,227.8,2007-03-03
1444,72.9,2007-03-04
1445,46.1,2007-03-05
1446,2.8,2007-03-06
1447,2,2007-03-07
1448,1.2,2007-03-08
1449,1.1,2007-03-09
1450,1.7,2007-03-10
1451,1.9,2007-03-11
1452,130.1,2007-03-12
1453,1.6,2007-03-13
1454,173.3,2007-03-14
1455,232.5,2007-03-15
1456,31.6,2007-03-16
1457,28.6,2007-03-17
1458,1.6,2007-03-18
1459,1,2007-03-19
1460,18.2,2007-03-20
1461,349.8,2007-03-21
1462,87.1,2007-03-22
1463,241,2007-03-23
1464,249.8,2007-03-24
1465,73.1,2007-03-25
1466,278.2,2007-03-26
1467,305.3,2007-03-27
1468,-,2007-03-28
1469,-,2007-03-29
1470,234.8,2007-03-30
1471,15.8,2007-03-31
1472,2.5,2007-04-01
1473,150.1,2007-04-02
1474,233.6,2007-04-03
1475,27.6,2007-04-04
1476,164.2,2007-04-05
1477,154.9,2007-04-06
1478,149.4,2007-04-07
1479,323.4,2007-04-08
1480,420.2,2007-04-09
1481,256.7,2007-04-10
1482,0.7,2007-04-11
1483,149.7,2007-04-12
1484,77,2007-04-13
1485,139.2,2007-04-14
1486,255.1,2007-04-15
1487,52,2007-04-16
1488,326.1,2007-04-17
1489,420.3,2007-04-18
1490,235.9,2007-04-19
1491,263.2,2007-04-20
1492,57.3,2007-04-21
1493,434.8,2007-04-22
1494,1,2007-04-23
1495,379.7,2007-04-24
1496,194.3,2007-04-25
1497,128.4,2007-04-26
1498,20.5,2007-04-27
1499,200.1,2007-04-28
1500,178.1,2007-04-29
1501,228.4,2007-04-30
1502,2,2007-05-01
1503,29.4,2007-05-02
1504,114.8,2007-05-03
1505,247.2,2007-05-04
1506,122.5,2007-05-05
1507,107.5,2007-05-06
1508,1.3,2007-05-07
1509,7.4,2007-05-08
1510,0.7,2007-05-09
1511,1.2,2007-05-10
1512,1.1,2007-05-11
1513,1.9,2007-05-12
1514,79.2,2007-05-13
1515,85.4,2007-05-14
1516,0.3,2007-05-15
1517,58.7,2007-05-16
1518,101.3,2007-05-17
1519,282.5,2007-05-18
1520,52.2,2007-05-19
1521,125,2007-05-20
1522,332.4,2007-05-21
1523,279.3,2007-05-22
1524,88.5,2007-05-23
1525,333,2007-05-24
1526,382.6,2007-05-25
1527,191.7,2007-05-26
1528,308.2,2007-05-27
1529,479.8,2007-05-28
1530,604.5,2007-05-29
1531,495,2007-05-30
1532,397.2,2007-05-31
1533,492.2,2007-06-01
1534,77.8,2008-03-01
1535,1.5,2008-03-02
1536,11.0,2008-03-03
1537,4.3,2008-03-04
1538,244.0,2008-03-05
1539,200.8,2008-03-06
1540,252.6,2008-03-07
1541,3.2,2008-03-08
1542,3.1,2008-03-09
1543,1.4,2008-03-10
1544,6.5,2008-03-11
1545,1.5,2008-03-12
1546,0.9,2008-03-13
1547,55.4,2008-03-14
1548,262.2,2008-03-15
1549,13.4,2008-03-16
1550,13.3,2008-03-17
1551,97.0,2008-03-18
1552,148.1,2008-03-19
1553,252.1,2008-03-20
1554,32.7,2008-03-21
1555,74.0,2008-03-22
1556,25.3,2008-03-23
1557,75.3,2008-03-24
1558,383.1,2008-03-25
1559,64.0,2008-03-26
1560,22.1,2008-03-27
1561,342.9,2008-03-28
1562,1.4,2008-03-29
1563,98.7,2008-03-30
1564,1.2,2008-03-31
1565,116.6,2008-04-01
1566,55.4,2008-04-02
1567,331.6,2008-04-03
1568,3.6,2008-04-04
1569,1.1,2008-04-05
1570,2.0,2008-04-06
1571,328.0,2008-04-07
1572,3.2,2008-04-08
1573,41.4,2008-04-09
1574,277.8,2008-04-10
1575,415.0,2008-04-11
1576,22.4,2008-04-12
1577,220.7,2008-04-13
1578,1.1,2008-04-14
1579,358.3,2008-04-15
1580,264.8,2008-04-16
1581,108.8,2008-04-17
1582,144.2,2008-04-18
1583,324.8,2008-04-19
1584,321.2,2008-04-20
1585,253.8,2008-04-21
1586,211.3,2008-04-22
1587,146.7,2008-04-23
1588,135.8,2008-04-24
1589,344.2,2008-04-25
1590,358.3,2008-04-26
1591,155.2,2008-04-27
1592,117.5,2008-04-28
1593,37.0,2008-04-29
1594,407.7,2008-04-30
1595,409.3,2008-05-01
1596,292.3,2008-05-02
1597,307.5,2008-05-03
1598,163.3,2008-05-04
1599,96.3,2008-05-05
1600,89.7,2008-05-06
1601,6.6,2008-05-07
1602,15.8,2008-05-08
1603,142.8,2008-05-09
1604,257.4,2008-05-10
1605,10.2,2008-05-11
1606,135.1,2008-05-12
1607,125.7,2008-05-13
1608,113.7,2008-05-14
1609,120.9,2008-05-15
1610,11.2,2008-05-16
1611,7.5,2008-05-17
1612,6.5,2008-05-18
1613,3.7,2008-05-19
1614,27.7,2008-05-20
1615,23.4,2008-05-21
1616,186.3,2008-05-22
1617,252.7,2008-05-23
1618,282.6,2008-05-24
1619,207.5,2008-05-25
1620,133.6,2008-05-26
1621,350.5,2008-05-27
1622,48.8,2008-05-28
1623,121.2,2008-05-29
1624,335.5,2008-05-30
1625,552.6,2008-05-31
1626,10.4,2008-06-01
1627,2.6,2010-03-01
1628,1.2,2010-03-02
1629,13.4,2010-03-03
1630,187.3,2010-03-04
1631,6.7,2010-03-05
1632,264.4,2010-03-06
1633,3.0,2010-03-07
1634,80.7,2010-03-08
1635,254.4,2010-03-09
1636,272.0,2010-03-10
1637,93.2,2010-03-11
1638,223.9,2010-03-12
1639,42.0,2010-03-13
1640,109.8,2010-03-14
1641,259.4,2010-03-15
1642,329.4,2010-03-16
1643,292.2,2010-03-17
1644,258.2,2010-03-18
1645,252.1,2010-03-19
1646,2.5,2010-03-20
1647,335.7,2010-03-21
1648,251.0,2010-03-22
1649,187.3,2010-03-23
1650,309.0,2010-03-24
1651,337.5,2010-03-25
1652,2.1,2010-03-26
1653,64.1,2010-03-27
1654,0.7,2010-03-28
1655,1.2,2010-03-29
1656,2.9,2010-03-30
1657,14.5,2010-03-31
1658,4.5,2010-04-01
1659,15.9,2010-04-02
1660,109.2,2010-04-03
1661,2.0,2010-04-04
1662,2.1,2010-04-05
1663,3.6,2010-04-06
1664,1.5,2010-04-07
1665,9.8,2010-04-08
1666,1.3,2010-04-09
1667,1.8,2010-04-10
1668,106.2,2010-04-11
1669,158.5,2010-04-12
1670,125.0,2010-04-13
1671,274.2,2010-04-14
1672,160.3,2010-04-15
1673,14.2,2010-04-16
1674,325.7,2010-04-17
1675,43.8,2010-04-18
1676,454.0,2010-04-19
1677,66.2,2010-04-20
1678,236.2,2010-04-21
1679,251.1,2010-04-22
1680,1.4,2010-04-23
1681,30.5,2010-04-24
1682,276.6,2010-04-25
1683,139.8,2010-04-26
1684,204.5,2010-04-27
1685,412.7,2010-04-28
1686,389.6,2010-04-29
1687,208.4,2010-04-30
1688,1.0,2010-05-01
1689,93.1,2011-03-01
1690,30.1,2011-03-02
1691,112.8,2011-03-03
1692,226.0,2011-03-04
1693,9.1,2011-03-05
1694,171.5,2011-03-06
1695,76.6,2011-03-07
1696,56.2,2011-03-08
1697,68.1,2011-03-09
1698,57.1,2011-03-10
1699,1.2,2011-03-11
1700,2.8,2011-03-12
1701,324.0,2011-03-13
1702,54.8,2011-03-14
1703,226.3,2011-03-15
1704,283.3,2011-03-16
1705,317.4,2011-03-17
1706,95.7,2011-03-18
1707,3.8,2011-03-19
1708,76.8,2011-03-20
1709,2.9,2011-03-21
1710,162.5,2011-03-22
1711,137.1,2011-03-23
1712,245.8,2011-03-24
1713,225.9,2011-03-25
1714,113.5,2011-03-26
1715,140.1,2011-03-27
1716,318.2,2011-03-28
1717,260.7,2011-03-29
1718,328.1,2011-03-30
1719,237.8,2011-03-31
1720,1.6,2011-04-01
1721,0.7,2011-04-02
1722,288.7,2011-04-03
1723,124.5,2011-04-04
1724,182.0,2011-04-05
1725,46.7,2011-04-06
1726,2.4,2011-04-07
1727,31.5,2011-04-08
1728,192.5,2011-04-09
1729,142.2,2011-04-10
1730,22.4,2011-04-11
1731,2.0,2011-04-12
1732,87.5,2011-04-13
1733,107.5,2011-04-14
1734,100.3,2011-04-15
1735,202.8,2011-04-16
1736,164.9,2011-04-17
1737,187.6,2011-04-18
1738,325.7,2011-04-19
1739,2.2,2011-04-20
1740,314.3,2011-04-21
1741,267.5,2011-04-22
1742,359.8,2011-04-23
1743,447.9,2011-04-24
1744,272.4,2011-04-25
1745,241.7,2011-04-26
1746,376.5,2011-04-27
1747,170.9,2011-04-28
1748,224.3,2011-04-29
1749,75.8,2011-04-30
1750,137.5,2011-05-01
1751,1.8,2012-03-01
1752,123.8,2012-03-02
1753,108.1,2012-03-03
1754,112.7,2012-03-04
1755,244.5,2012-03-05
1756,222.3,2012-03-06
1757,248.0,2012-03-07
1758,1.4,2012-03-08
1759,0.7,2012-03-09
1760,188.6,2012-03-10
1761,1.5,2012-03-11
1762,196.1,2012-03-12
1763,27.3,2012-03-13
1764,238.3,2012-03-14
1765,27.1,2012-03-15
1766,124.3,2012-03-16
1767,10.0,2012-03-17
1768,282.8,2012-03-18
1769,26.3,2012-03-19
1770,187.5,2012-03-20
1771,315.8,2012-03-21
1772,2.0,2012-03-22
1773,1.4,2012-03-23
1774,15.2,2012-03-24
1775,126.9,2012-03-25
1776,2.1,2012-03-26
1777,35.2,2012-03-27
1778,6.7,2012-03-28
1779,288.4,2012-03-29
1780,362.5,2012-03-30
1781,172.0,2012-03-31
1782,217.1,2012-04-01
1783,249.9,2012-04-02
1784,91.7,2012-04-03
1785,248.6,2012-04-04
1786,196.1,2012-04-05
1787,433.1,2012-04-06
1788,168.7,2012-04-07
1789,309.8,2012-04-08
1790,376.0,2012-04-09
1791,65.4,2012-04-10
1792,0.6,2012-04-11
1793,1.0,2012-04-12
1794,425.9,2012-04-13
1795,279.2,2012-04-14
1796,2.1,2012-04-15
1797,152.2,2012-04-16
1798,117.3,2012-04-17
1799,1.2,2012-04-18
1800,137.5,2012-04-19
1801,234.8,2012-04-20
1802,1.0,2012-04-21
1803,1.6,2012-04-22
1804,2.5,2012-04-23
1805,0.7,2012-04-24
1806,8.5,2012-04-25
1807,153.9,2012-04-26
1808,1.0,2012-04-27
1809,11.2,2012-04-28
1810,80.7,2012-04-29
1811,125.7,2012-04-30
1812,262.3,2012-05-01
1813,162.2,2009-04-01
1814,128.0,2009-04-02
1815,394.0,2009-04-03
1816,87.4,2009-04-04
1817,290.9,2009-04-05
1818,385.6,2009-04-06
1819,385.5,2009-04-07
1820,405.4,2009-04-08
1821,2.2,2009-04-09
1822,1.2,2009-04-10
1823,305.4,2009-04-11
1824,173.1,2009-04-12
1825,254.1,2009-04-13
1826,128.2,2009-04-14
1827,327.1,2009-04-15
1828,308.4,2009-04-16
1829,139.7,2009-04-17
1830,325.3,2009-04-18
1831,53.6,2009-04-19
1832,306.8,2009-04-20
1833,127.3,2009-04-21
1834,429.3,2009-04-22
1835,324.1,2009-04-23
1836,32.4,2009-04-24
1837,111.9,2009-04-25
1838,45.4,2009-04-26
1839,306.8,2009-04-27
1840,2.4,2009-04-28
1841,33.7,2009-04-29
1842,408.5,2009-04-30
1843,417.7,2009-05-01
1844,238.6,2009-05-02
1845,147.7,2009-05-03
1846,336.6,2009-05-04
1847,316.3,2009-05-05
1848,2.0,2009-05-06
1849,64.1,2009-05-07
1850,108.4,2009-05-08
1851,36.5,2009-05-09
1852,184.3,2009-05-10
1853,308.9,2009-05-11
1854,193.1,2009-05-12
1855,141.4,2009-05-13
1856,404.2,2009-05-14
1857,122.3,2009-05-15
1858,239.7,2009-05-16
1859,539.4,2009-05-17
1860,331.6,2009-05-18
1861,23.0,2009-05-19
1862,120.9,2009-05-20
1863,109.8,2009-05-21
1864,149.6,2009-05-22
1865,141.6,2009-05-23
1866,83.1,2009-05-24
1867,48.5,2009-05-25
1868,399.9,2009-05-26
1869,22.5,2009-05-27
1870,89.3,2009-05-28
1871,290.6,2009-05-29
1872,248.9,2009-05-30
1873,293.9,2009-05-31
1874,201.5,2009-06-01
1875,196.9,2009-06-02
1876,163.0,2009-06-03
1877,315.2,2009-06-04
1878,3.1,2009-06-05
1879,26.7,2009-06-06
1880,36.7,2009-06-07
1881,105.5,2009-06-08
1882,230.1,2009-06-09
1883,328.8,2009-06-10
1884,82.5,2009-06-11
1885,20.6,2009-06-12
1886,119.0,2009-06-13
1887,0.9,2009-06-14
1888,142.6,2009-06-15
1889,21.1,2009-06-16
1890,17.3,2009-06-17
1891,53.7,2009-06-18
1892,51.4,2009-06-19
1893,22.3,2009-06-20
1894,72.2,2009-06-21
1895,224.5,2009-06-22
1896,234.7,2009-06-23
1897,299.8,2009-06-24
1898,276.0,2009-06-25
1899,566.1,2009-06-26
1900,165.1,2009-06-27
1901,84.7,2009-06-28
1902,465.3,2009-06-29
1903,275.7,2009-06-30
1904,240.8,2009-07-01
1905,10.4,2022-04-01
1906,17.0,2022-04-02
1907,9.2,2022-04-03
1908,98.3,2022-04-04
1909,1.0,2022-04-05
1910,0.3,2022-04-06
1911,169.8,2022-04-07
1912,48.1,2022-04-08
1913,0.5,2022-04-09
1914,58.5,2022-04-10
1915,5.1,2022-04-11
1916,97.6,2022-04-12
1917,208.2,2022-04-13
1918,177.7,2022-04-14
1919,121.4,2022-04-15
1920,37.3,2022-04-16
1921,16.0,2022-04-17
1922,143.7,2022-04-18
1923,466.8,2022-04-19
1924,449.7,2022-04-20
1925,371.6,2022-04-21
1926,94.7,2022-04-22
1927,133.8,2022-04-23
1928,151.3,2022-04-24
1929,60.8,2022-04-25
1930,241.4,2022-04-26
1931,288.9,2022-04-27
1932,128.1,2022-04-28
1933,339.1,2022-04-29
1934,129.5,2022-04-30
1935,245.2,2022-05-01
1936,0.6,2022-05-02
1937,39.4,2022-05-03
1938,248.9,2022-05-04
1939,196.9,2022-05-05
1940,291.3,2022-05-06
1941,179.6,2022-05-07
1942,262.8,2022-05-08
1943,320.2,2022-05-09
1944,5.2,2022-05-10
1945,0.2,2022-05-11
1946,191.7,2022-05-12
1947,281.8,2022-05-13
1948,256.3,2022-05-14
1949,91.9,2022-05-15
1950,0.5,2022-05-16
1951,6.1,2022-05-17
1952,66.2,2022-05-18
1953,275.2,2022-05-19
1954,138.2,2022-05-20
1955,54.2,2022-05-21
1956,251.3,2022-05-22
1957,205.6,2022-05-23
1958,480.6,2022-05-24
1959,391.9,2022-05-25
1960,435.7,2022-05-26
1961,0.0,2022-05-27
1962,19.2,2022-05-28
1963,32.8,2022-05-29
1964,496.5,2022-05-30
1965,294.9,2022-05-31
1966,106.7,2022-06-01
1967,223.7,2004-05-01
1968,58.2,2004-05-02
1969,105.7,2004-05-03
1970,135.9,2004-05-04
1971,96.7,2004-05-05
1972,405.1,2004-05-06
1973,267.5,2004-05-07
1974,320.9,2004-05-08
1975,2.3,2004-05-09
1976,72.2,2004-05-10
1977,341.2,2004-05-11
1978,305.0,2004-05-12
1979,153.8,2004-05-13
1980,131.6,2004-05-14
1981,25.1,2004-05-15
1982,32.1,2004-05-16
1983,238.4,2004-05-17
1984,1.4,2004-05-18
1985,185.7,2004-05-19
1986,292.0,2004-05-20
1987,7.8,2004-05-21
1988,1.1,2004-05-22
1989,1.3,2004-05-23
1990,1.1,2004-05-24
1991,1.5,2004-05-25
1992,19.0,2004-05-26
1993,264.7,2004-05-27
1994,439.5,2004-05-28
1995,100.3,2004-05-29
1996,389.5,2004-05-30
1997,158.4,2004-05-31
1998,77.4,2004-06-01
1999,101.7,2004-06-02
2000,206.5,2004-06-03
2001,358.1,2004-06-04
2002,1.7,2004-06-05
2003,1.5,2004-06-06
2004,3.6,2004-06-07
2005,3.9,2004-06-08
2006,80.0,2004-06-09
2007,1.9,2004-06-10
2008,151.5,2004-06-11
2009,152.2,2004-06-12
2010,431.9,2004-06-13
2011,4.2,2004-06-14
2012,43.8,2004-06-15
2013,12.8,2004-06-16
2014,17.3,2004-06-17
2015,56.2,2004-06-18
2016,220.3,2004-06-19
2017,293.9,2004-06-20
2018,271.5,2004-06-21
2019,361.4,2004-06-22
2020,126.9,2004-06-23
2021,417.9,2004-06-24
2022,52.9,2004-06-25
2023,218.9,2004-06-26
2024,318.3,2004-06-27
2025,9.8,2004-06-28
2026,0.6,2004-06-29
2027,111.7,2004-06-30
2028,243.6,2004-07-01
2029,523.4,2005-05-01
2030,358.1,2005-05-02
2031,1.6,2005-05-03
2032,4.8,2005-05-04
2033,2.4,2005-05-05
2034,1.4,2005-05-06
2035,160.3,2005-05-07
2036,5,2005-05-08
2037,1.8,2005-05-09
2038,209.6,2005-05-10
2039,1.2,2005-05-11
2040,84.6,2005-05-12
2041,385.7,2005-05-13
2042,361.8,2005-05-14
2043,509,2005-05-15
2044,292.3,2005-05-16
2045,1.1,2005-05-17
2046,493.6,2005-05-18
2047,255.2,2005-05-19
2048,355,2005-05-20
2049,6.2,2005-05-21
2050,56.4,2005-05-22
2051,350.3,2005-05-23
2052,-,2005-05-24
2053,-,2005-05-25
2054,311.4,2005-05-26
2055,1.8,2005-05-27
2056,186.9,2005-05-28
2057,23.1,2005-05-29
2058,43.5,2005-05-30
2059,344.1,2005-05-31
2060,191.9,2005-06-01
2061,165.6,2005-06-02
2062,215.2,2005-06-03
2063,288.9,2005-06-04
2064,41.9,2005-06-05
2065,50.8,2005-06-06
2066,4.9,2005-06-07
2067,172,2005-06-08
2068,175.4,2005-06-09
2069,64.7,2005-06-10
2070,148.7,2005-06-11
2071,278.1,2005-06-12
2072,482.6,2005-06-13
