Date,Average radiation
2004-07-14,129.1
2004-07-15,202.5666666666667
2004-07-16,253.6
2004-07-17,156.6
2004-07-18,360.8666666666666
2004-07-19,203.43333333333337
2004-07-20,170.5
2004-07-21,124.09999999999998
2004-07-22,190.30000000000004
2004-07-23,239.4333333333333
2004-07-24,197.13333333333333
2004-07-25,120.16666666666667
2004-07-26,142.0
2004-07-27,85.13333333333333
2004-07-28,9.033333333333333
2004-07-29,8.866666666666667
2004-07-30,165.9
2004-07-31,162.66666666666666
2004-08-01,273.1666666666667
2004-08-02,236.4333333333333
2004-08-03,91.7
2004-08-04,218.30000000000004
2004-08-05,269.09999999999997
2004-08-06,310.13333333333327
2004-08-07,254.73333333333332
2004-08-08,164.53333333333333
2004-08-09,209.76666666666668
2004-08-10,257.59999999999997
2004-08-11,130.83333333333334
2004-08-12,189.29999999999998
2004-08-13,216.10000000000002
2004-08-14,257.96666666666664
2004-08-15,171.13333333333333
2004-08-16,188.13333333333333
2004-08-17,25.099999999999998
2004-08-18,54.0
2004-08-19,124.86666666666667
2004-08-20,102.30000000000001
2004-08-21,116.46666666666668
2004-08-22,121.56666666666666
2004-08-23,145.66666666666666
2004-08-24,225.9666666666667
2004-08-25,189.9666666666667
2004-08-26,3.366666666666667
2004-08-27,134.06666666666666
2004-08-28,50.06666666666666
2004-08-29,185.03333333333333
2004-08-30,90.96666666666665
2004-08-31,131.53333333333333
2004-09-01,34.833333333333336
2004-09-02,15.16666666666667
2004-09-03,25.299999999999997
2004-09-04,97.83333333333333
2004-09-05,126.8
2004-09-06,100.89999999999999
2004-09-07,157.33333333333334
2004-09-08,171.26666666666665
2004-09-09,108.33333333333333
2004-09-10,159.20000000000002
2004-09-11,242.46666666666667
2004-09-12,9.700000000000001
2004-09-13,109.36666666666667
2004-09-14,81.66666666666667
2004-09-15,137.66666666666666
2004-09-16,160.58666666666667
2004-09-17,79.96666666666667
2004-09-18,2.8333333333333335
2004-09-19,17.233333333333334
2004-09-20,161.96666666666667
2004-09-21,13.0
2004-09-22,9.666666666666666
2004-09-23,24.86666666666667
2004-09-24,44.13333333333333
2004-09-25,33.76666666666667
2004-09-26,123.13333333333334
2004-09-27,4.7
2004-09-28,12.666666666666666
2004-09-29,50.166666666666664
2004-09-30,150.73333333333335
2004-10-01,262.40000000000003
2004-10-02,118.96666666666665
2004-10-03,15.300000000000002
2004-10-04,96.66666666666667
2004-10-05,5.066666666666666
2004-10-06,11.633333333333333
2004-10-07,73.63333333333334
2004-10-08,109.06666666666666
2004-10-09,186.53333333333333
2004-10-10,247.76666666666665
2004-10-11,157.5666666666667
2004-10-12,196.53333333333333
2004-10-13,146.34
2004-10-14,103.50333333333333
2004-10-15,97.3
2004-10-16,51.23333333333334
2004-10-17,68.2
2004-10-18,6.833333333333333
2004-10-19,1.7333333333333332
2004-10-20,5.566666666666667
2004-10-21,2.033333333333333
2004-10-22,6.833333333333333
2004-10-23,7.933333333333334
2004-10-24,9.266666666666667
2004-10-25,68.2
2004-10-26,2.1
2004-10-27,21.5
2004-10-28,142.36666666666667
2004-10-29,79.73333333333333
2004-10-30,53.56666666666666
2004-10-31,1.8666666666666665
2004-11-01,122.5
2004-11-02,105.0
2004-11-03,29.46666666666667
2004-11-04,1.9333333333333336
2004-11-05,8.766666666666667
2004-11-06,12.066666666666668
2004-11-07,2.233333333333333
2004-11-08,19.433333333333334
2004-11-09,15.966666666666667
2004-11-10,1.7999999999999998
2004-11-11,1.7999999999999998
2004-11-12,1.7666666666666668
2004-11-13,66.00000000000001
2004-11-14,71.0
2004-11-15,1.9666666666666666
2004-11-16,23.533333333333335
2004-11-17,32.06666666666666
2004-11-18,3.3333333333333335
2004-11-19,23.73333333333333
2004-11-20,24.83333333333333
2004-11-21,23.933333333333334
2004-11-22,15.633333333333335
2004-11-23,11.266666666666666
2004-11-24,37.03333333333333
2004-11-25,37.53333333333334
2004-11-26,31.16666666666666
2004-11-27,81.06666666666668
2004-11-28,20.466666666666665
2004-11-29,7.733333333333333
2004-11-30,2.2666666666666666
2004-12-01,2.3333333333333335
2004-12-02,4.2
2004-12-03,38.76666666666666
2004-12-04,2.533333333333333
2004-12-05,2.1999999999999997
2004-12-06,3.9
2004-12-07,2.3666666666666667
2004-12-08,2.266666666666667
2004-12-09,27.333333333333332
2004-12-10,15.066666666666665
2004-12-11,2.1666666666666665
2004-12-12,49.333333333333336
2004-12-13,5.3
2004-12-14,1.9666666666666668
2004-12-15,1.5666666666666667
2004-12-16,2.3666666666666667
2004-12-17,1.7999999999999998
2004-12-18,4.933333333333334
2004-12-19,2.3333333333333335
2004-12-20,5.333333333333333
2004-12-21,20.866666666666667
2004-12-22,1.7666666666666668
2004-12-23,15.166666666666666
2004-12-24,47.56666666666666
2004-12-25,13.6
2004-12-26,10.333333333333334
2004-12-27,44.1
2004-12-28,2.566666666666667
2004-12-29,2.066666666666667
2004-12-30,1.7333333333333334
2004-12-31,51.93333333333334
2005-01-01,16.566666666666666
2005-01-02,4.376666666666667
2005-01-03,22.955555555555552
2005-01-04,5.35925925925926
2005-01-05,11.076666666666666
2005-01-06,8.88
2005-01-07,6.713333333333334
2005-01-08,4.243333333333333
2005-01-09,7.55
2005-01-10,7.54
2005-01-11,22.996666666666666
2005-01-12,3.8366666666666664
2005-01-13,3.4933333333333336
2005-01-14,10.37
2005-01-15,29.796666666666667
2005-01-16,25.072121212121214
2005-01-17,11.24888888888889
2005-01-18,11.996666666666668
2005-01-19,16.233333333333334
2005-01-20,26.986666666666668
2005-01-21,15.826666666666668
2005-01-22,16.66
2005-01-23,4.003333333333334
2005-01-24,15.059999999999997
2005-01-25,19.093333333333334
2005-01-26,1.6066666666666667
2005-01-27,18.65666666666667
2005-01-28,4.0
2005-01-29,16.123333333333335
2005-01-30,2.493333333333333
2005-01-31,40.97
2005-02-01,4.533333333333333
2005-02-02,3.1666666666666665
2005-02-03,13.040000000000001
2005-02-04,25.36333333333333
2005-02-05,28.44333333333333
2005-02-06,58.63666666666668
2005-02-07,25.743333333333336
2005-02-08,24.613333333333333
2005-02-09,7.793333333333333
2005-02-10,21.253333333333334
2005-02-11,49.53333333333333
2005-02-12,59.81
2005-02-13,9.543333333333331
2005-02-14,40.06333333333333
2005-02-15,65.45
2005-02-16,94.10333333333334
2005-02-17,32.56
2005-02-18,22.959999999999997
2005-02-19,6.14
2005-02-20,13.6
2005-02-21,103.12
2005-02-22,139.79333333333332
2005-02-23,66.01333333333334
2005-02-24,74.50666666666667
2005-02-25,97.26666666666667
2005-02-26,122.00666666666666
2005-02-27,176.33
2005-02-28,109.33333333333333
2005-03-01,166.07222222222222
2005-03-02,96.13666666666667
2005-03-03,178.26999999999998
2005-03-04,94.02000000000002
2005-03-05,78.54666666666667
2005-03-06,113.78000000000002
2005-03-07,48.550000000000004
2005-03-08,147.35
2005-03-09,209.35333333333332
2005-03-10,55.68
2005-03-11,212.5666666666667
2005-03-12,188.02999999999997
2005-03-13,200.71666666666667
2005-03-14,177.73333333333335
2005-03-15,198.41666666666666
2005-03-16,207.35666666666665
2005-03-17,65.18666666666667
2005-03-18,82.06
2005-03-19,117.87
2005-03-20,154.98999999999998
2005-03-21,179.01666666666665
2005-03-22,241.38333333333335
2005-03-23,45.91
2005-03-24,76.58333333333333
2005-03-25,93.82666666666665
2005-03-26,122.31333333333333
2005-03-27,88.14666666666666
2005-03-28,96.57666666666667
2005-03-29,173.96666666666667
2005-03-30,101.41000000000001
2005-03-31,226.90666666666667
2005-04-01,185.91666666666666
2005-04-02,109.74666666666667
2005-04-03,244.39666666666668
2005-04-04,195.25333333333333
2005-04-05,81.77
2005-04-06,214.29999999999998
2005-04-07,103.81666666666668
2005-04-08,81.99333333333333
2005-04-09,74.93666666666667
2005-04-10,196.29
2005-04-11,104.08
2005-04-12,136.99333333333334
2005-04-13,110.29333333333334
2005-04-14,121.49333333333334
2005-04-15,260.6877777777778
2005-04-16,166.53555555555556
2005-04-17,298.93
2005-04-18,218.13000000000002
2005-04-19,240.40333333333334
2005-04-20,182.13666666666666
2005-04-21,156.94000000000003
2005-04-22,122.74333333333334
2005-04-23,269.9766666666667
2005-04-24,308.2
2005-04-25,222.26333333333332
2005-04-26,274.35
2005-04-27,261.7266666666667
2005-04-28,178.16
2005-04-29,133.55
2005-04-30,111.82
2005-05-01,275.6607843137255
2005-05-02,234.4266666666667
2005-05-03,80.52333333333334
2005-05-04,82.04333333333335
2005-05-05,85.54666666666667
2005-05-06,149.13666666666666
2005-05-07,171.35999999999999
2005-05-08,162.66333333333333
2005-05-09,174.72333333333333
2005-05-10,214.15333333333334
2005-05-11,122.58333333333333
2005-05-12,190.66666666666666
2005-05-13,309.1166666666666
2005-05-14,300.0466666666666
2005-05-15,272.59
2005-05-16,204.96
2005-05-17,109.33999999999999
2005-05-18,242.31000000000003
2005-05-19,254.90666666666667
2005-05-20,306.83
2005-05-21,204.08333333333334
2005-05-22,161.87666666666667
2005-05-23,265.45
2005-05-24,208.7096296296296
2005-05-25,220.3466666666667
2005-05-26,185.62
2005-05-27,148.55
2005-05-28,265.2766666666667
2005-05-29,111.65333333333335
2005-05-30,151.82666666666668
2005-05-31,244.49666666666667
2005-06-01,175.4008547008547
2005-06-02,203.51
2005-06-03,252.8166666666667
2005-06-04,188.79999999999998
2005-06-05,114.09666666666668
2005-06-06,114.17666666666668
2005-06-07,168.31
2005-06-08,234.11
2005-06-09,225.74666666666667
2005-06-10,225.7966666666667
2005-06-11,200.35333333333332
2005-06-12,187.74
2005-06-13,271.3
2005-06-14,249.9333333333333
2005-06-15,232.75666666666666
2005-06-16,287.93666666666667
2005-06-17,193.35
2005-06-18,276.9433333333333
2005-06-19,408.1833333333334
2005-06-20,306.0133333333333
2005-06-21,257.20666666666665
2005-06-22,128.46333333333334
2005-06-23,256.77037037037036
2005-06-24,185.92592592592595
2005-06-25,117.98333333333333
2005-06-26,267.98999999999995
2005-06-27,168.24666666666667
2005-06-28,159.66333333333333
2005-06-29,193.26
2005-06-30,250.04999999999998
2005-07-01,294.4156862745098
2005-07-02,351.49333333333334
2005-07-03,397.1966666666667
2005-07-04,333.8733333333333
2005-07-05,327.98555555555555
2005-07-06,283.42185185185184
2005-07-07,334.35037037037034
2005-07-08,258.27
2005-07-09,303.23
2005-07-10,300.27666666666664
2005-07-11,178.62666666666667
2005-07-12,314.78999999999996
2005-07-13,214.4366666666667
2005-07-14,353.71000000000004
2005-07-15,234.2733333333333
2005-07-16,204.91
2005-07-17,154.31666666666666
2005-07-18,256.9066666666667
2005-07-19,219.75333333333333
2005-07-20,127.20333333333333
2005-07-21,154.02
2005-07-22,76.97666666666667
2005-07-23,88.76666666666665
2005-07-24,109.08484848484848
2005-07-25,135.13333333333335
2005-07-26,185.13636363636363
2005-07-27,171.43939393939397
2005-07-28,129.64242424242425
2005-07-29,115.46060606060605
2005-07-30,238.12424242424242
2005-07-31,266.7181818181818
2005-08-01,229.5356589147287
2005-08-02,186.33636363636364
2005-08-03,251.6272727272727
2005-08-04,119.19090909090909
2005-08-05,165.14545454545456
2005-08-06,210.5121212121212
2005-08-07,170.33030303030304
2005-08-08,75.56969696969698
2005-08-09,179.6060606060606
2005-08-10,151.12424242424242
2005-08-11,131.23636363636365
2005-08-12,144.0760942760943
2005-08-13,140.87777777777777
2005-08-14,106.38181818181818
2005-08-15,143.5909090909091
2005-08-16,118.0121212121212
2005-08-17,145.5939393939394
2005-08-18,235.85151515151514
2005-08-19,192.82121212121214
2005-08-20,154.72121212121212
2005-08-21,156.79393939393938
2005-08-22,235.54848484848483
2005-08-23,80.6030303030303
2005-08-24,122.66060606060607
2005-08-25,119.9909090909091
2005-08-26,66.18181818181819
2005-08-27,212.53636363636363
2005-08-28,74.7878787878788
2005-08-29,107.81515151515151
2005-08-30,86.53636363636365
2005-08-31,239.8969696969697
2005-09-01,183.18484848484846
2005-09-02,262.3363636363636
2005-09-03,77.51515151515152
2005-09-04,130.430303030303
2005-09-05,105.12121212121212
2005-09-06,114.38484848484849
2005-09-07,107.2939393939394
2005-09-08,60.45151515151516
2005-09-09,134.93939393939394
2005-09-10,159.53030303030303
2005-09-11,129.36363636363637
2005-09-12,53.296969696969704
2005-09-13,203.26060606060605
2005-09-14,54.99090909090909
2005-09-15,125.10000000000001
2005-09-16,140.0533333333333
2005-09-17,176.80606060606064
2005-09-18,63.590909090909086
2005-09-19,194.16969696969696
2005-09-20,66.76060606060607
2005-09-21,64.00909090909092
2005-09-22,172.6090909090909
2005-09-23,103.03030303030305
2005-09-24,51.18787878787879
2005-09-25,89.90606060606062
2005-09-26,77.98484848484848
2005-09-27,88.83636363636363
2005-09-28,36.13030303030303
2005-09-29,64.90606060606062
2005-09-30,74.46060606060607
2005-10-01,54.6968992248062
2005-10-02,36.72727272727273
2005-10-03,58.060606060606055
2005-10-04,160.13636363636363
2005-10-05,127.46363636363635
2005-10-06,71.14545454545454
2005-10-07,98.86060606060607
2005-10-08,54.472727272727276
2005-10-09,61.909090909090914
2005-10-10,99.7757575757576
2005-10-11,119.2818181818182
2005-10-12,56.14848484848485
2005-10-13,42.60666666666667
2005-10-14,25.303333333333338
2005-10-15,52.07272727272727
2005-10-16,24.393939393939394
2005-10-17,51.21212121212122
2005-10-18,134.13939393939395
2005-10-19,39.269696969696966
2005-10-20,60.04666666666666
2005-10-21,11.40333333333333
2005-10-22,14.796969696969697
2005-10-23,18.30909090909091
2005-10-24,103.09090909090908
2005-10-25,111.23333333333333
2005-10-26,52.89090909090908
2005-10-27,57.23939393939394
2005-10-28,22.11818181818182
2005-10-29,61.86363636363635
2005-10-30,26.669696969696968
2005-10-31,14.06666666666667
2005-11-01,59.57460317460317
2005-11-02,14.681818181818182
2005-11-03,39.78484848484848
2005-11-04,6.003030303030303
2005-11-05,15.045454545454547
2005-11-06,9.957575757575757
2005-11-07,9.618181818181817
2005-11-08,10.451515151515151
2005-11-09,10.531060606060606
2005-11-10,28.327272727272728
2005-11-11,8.145454545454546
2005-11-12,7.815151515151515
2005-11-13,17.457575757575757
2005-11-14,9.606060606060607
2005-11-15,6.457575757575758
2005-11-16,50.20303030303031
2005-11-17,7.418181818181818
2005-11-18,15.639393939393939
2005-11-19,14.63939393939394
2005-11-20,8.436363636363636
2005-11-21,16.19090909090909
2005-11-22,11.363636363636365
2005-11-23,6.396969696969697
2005-11-24,10.206060606060609
2005-11-25,3.0363636363636366
2005-11-26,3.9151515151515146
2005-11-27,10.675757575757574
2005-11-28,7.327272727272728
2005-11-29,4.572727272727273
2005-11-30,5.796969696969697
2005-12-01,12.458119658119658
2005-12-02,4.969047619047619
2005-12-03,10.71904761904762
2005-12-04,20.707142857142856
2005-12-05,5.164285714285714
2005-12-06,5.907142857142856
2005-12-07,5.75
2005-12-08,5.82142857142857
2005-12-09,5.307142857142857
2005-12-10,3.6714285714285713
2005-12-11,3.142857142857143
2005-12-12,14.990476190476192
2005-12-13,24.702380952380953
2005-12-14,16.571428571428573
2005-12-15,1.561904761904762
2005-12-16,14.480952380952381
2005-12-17,9.314285714285715
2005-12-18,18.111904761904764
2005-12-19,5.271428571428571
2005-12-20,4.857142857142858
2005-12-21,27.91666666666667
2005-12-22,17.304761904761907
2005-12-23,4.173809523809524
2005-12-24,8.011904761904763
2005-12-25,15.585714285714287
2005-12-26,7.2785714285714285
2005-12-27,10.128571428571428
2005-12-28,8.404761904761905
2005-12-29,10.61190476190476
2005-12-30,1.4976190476190476
2005-12-31,3.2571428571428567
2006-01-01,6.126315789473684
2006-01-02,4.8100000000000005
2006-01-03,8.78888888888889
2006-01-04,4.9259259259259265
2006-01-05,11.11
2006-01-06,9.646666666666667
2006-01-07,7.946666666666668
2006-01-08,20.876666666666665
2006-01-09,9.75
2006-01-10,7.406666666666667
2006-01-11,3.6299999999999994
2006-01-12,29.036666666666665
2006-01-13,3.7933333333333334
2006-01-14,14.336666666666668
2006-01-15,15.829999999999998
2006-01-16,12.92666666666667
2006-01-17,9.16
2006-01-18,49.19
2006-01-19,47.49333333333333
2006-01-20,30.993333333333336
2006-01-21,47.393333333333324
2006-01-22,50.160000000000004
2006-01-23,3.2033333333333336
2006-01-24,6.126666666666665
2006-01-25,11.56
2006-01-26,2.0066666666666664
2006-01-27,58.623333333333335
2006-01-28,10.566666666666666
2006-01-29,42.59
2006-01-30,36.56
2006-01-31,22.97
2006-02-01,4.466666666666667
2006-02-02,3.0
2006-02-03,29.80666666666667
2006-02-04,73.83
2006-02-05,93.81
2006-02-06,71.63666666666667
2006-02-07,22.543333333333333
2006-02-08,26.28
2006-02-09,7.759999999999999
2006-02-10,68.08666666666666
2006-02-11,100.5
2006-02-12,15.176666666666668
2006-02-13,29.776666666666667
2006-02-14,70.23
2006-02-15,22.71666666666667
2006-02-16,43.70333333333334
2006-02-17,90.69333333333333
2006-02-18,50.66
2006-02-19,7.239999999999999
2006-02-20,27.066666666666666
2006-02-21,51.78666666666666
2006-02-22,27.159999999999997
2006-02-23,65.88
2006-02-24,59.27333333333333
2006-02-25,99.86666666666667
2006-02-26,134.04
2006-02-27,154.03
2006-02-28,116.10000000000001
2006-03-01,71.00555555555555
2006-03-02,117.57
2006-03-03,46.73666666666667
2006-03-04,78.08666666666666
2006-03-05,83.78
2006-03-06,124.54666666666667
2006-03-07,116.91666666666667
2006-03-08,36.75
2006-03-09,103.32
2006-03-10,85.44666666666667
2006-03-11,164.53333333333333
2006-03-12,163.83
2006-03-13,215.35
2006-03-14,136.20000000000002
2006-03-15,167.8166666666667
2006-03-16,137.29
2006-03-17,99.35333333333334
2006-03-18,52.526666666666664
2006-03-19,122.03666666666668
2006-03-20,158.29
2006-03-21,134.38333333333333
2006-03-22,169.95000000000002
2006-03-23,136.54333333333332
2006-03-24,100.88333333333333
2006-03-25,122.92666666666666
2006-03-26,178.98000000000002
2006-03-27,105.88
2006-03-28,157.44333333333333
2006-03-29,137.9
2006-03-30,165.61
2006-03-31,57.206666666666656
2006-04-01,67.41666666666667
2006-04-02,89.01333333333334
2006-04-03,109.63
2006-04-04,71.85333333333334
2006-04-05,145.23666666666668
2006-04-06,64.06666666666668
2006-04-07,131.65
2006-04-08,124.51416666666667
2006-04-09,86.55333333333333
2006-04-10,198.2025
2006-04-11,196.44666666666663
2006-04-12,153.42666666666668
2006-04-13,146.20166666666665
2006-04-14,147.21714285714287
2006-04-15,175.22111111111113
2006-04-16,179.1022222222222
2006-04-17,192.02583333333334
2006-04-18,169.73
2006-04-19,144.5033333333333
2006-04-20,80.17
2006-04-21,194.77333333333334
2006-04-22,283.51
2006-04-23,184.51000000000002
2006-04-24,284.4
2006-04-25,147.16333333333333
2006-04-26,236.15
2006-04-27,247.05999999999997
2006-04-28,268.0933333333333
2006-04-29,276.84999999999997
2006-04-30,329.1533333333333
2006-05-01,314.82745098039214
2006-05-02,230.6266666666667
2006-05-03,169.59
2006-05-04,214.77666666666667
2006-05-05,299.71333333333337
2006-05-06,334.1366666666667
2006-05-07,345.16
2006-05-08,342.16333333333324
2006-05-09,265.48999999999995
2006-05-10,204.22000000000003
2006-05-11,164.04999999999998
2006-05-12,155.46666666666667
2006-05-13,156.08333333333334
2006-05-14,204.8466666666667
2006-05-15,201.72333333333333
2006-05-16,238.36
2006-05-17,242.7733333333333
2006-05-18,231.24333333333334
2006-05-19,174.14
2006-05-20,117.86333333333334
2006-05-21,250.04999999999998
2006-05-22,259.2766666666667
2006-05-23,202.15
2006-05-24,108.34666666666668
2006-05-25,132.04666666666668
2006-05-26,66.62
2006-05-27,80.18333333333334
2006-05-28,117.87666666666667
2006-05-29,152.25333333333333
2006-05-30,168.69333333333333
2006-05-31,139.86333333333332
2006-06-01,175.2008547008547
2006-06-02,190.27666666666664
2006-06-03,178.78333333333333
2006-06-04,197.4666666666666
2006-06-05,167.89666666666668
2006-06-06,122.40999999999998
2006-06-07,336.74333333333334
2006-06-08,146.17666666666665
2006-06-09,196.84666666666666
2006-06-10,302.7966666666667
2006-06-11,329.2866666666667
2006-06-12,334.14
2006-06-13,350.8666666666666
2006-06-14,188.89999999999998
2006-06-15,247.08666666666667
2006-06-16,219.64925925925925
2006-06-17,210.0722222222222
2006-06-18,218.34333333333336
2006-06-19,212.08333333333334
2006-06-20,240.28
2006-06-21,199.7733333333333
2006-06-22,188.46333333333334
2006-06-23,285.6703703703704
2006-06-24,285.0925925925926
2006-06-25,259.3833333333333
2006-06-26,198.29
2006-06-27,193.4466666666667
2006-06-28,291.2633333333333
2006-06-29,285.0933333333333
2006-06-30,296.6166666666666
2006-07-01,245.9823529411765
2006-07-02,273.0266666666667
2006-07-03,276.73
2006-07-04,234.47333333333333
2006-07-05,279.16333333333336
2006-07-06,204.10333333333332
2006-07-07,229.38
2006-07-08,192.90333333333334
2006-07-09,241.63000000000002
2006-07-10,207.87666666666667
2006-07-11,171.12666666666667
2006-07-12,190.49
2006-07-13,171.80333333333337
2006-07-14,347.8766666666667
2006-07-15,317.34
2006-07-16,280.51
2006-07-17,225.48333333333335
2006-07-18,274.87333333333333
2006-07-19,205.88666666666666
2006-07-20,126.47000000000001
2006-07-21,124.78666666666668
2006-07-22,165.87666666666667
2006-07-23,239.73333333333332
2006-07-24,248.93670033670034
2006-07-25,238.38518518518518
2006-07-26,190.42525252525252
2006-07-27,224.30606060606064
2006-07-28,246.5090909090909
2006-07-29,215.86430976430975
2006-07-30,266.0131313131313
2006-07-31,234.9737373737374
2006-08-01,337.5084659322726
2006-08-02,183.77710437710437
2006-08-03,233.69393939393936
2006-08-04,211.3909090909091
2006-08-05,350.6787878787879
2006-08-06,221.77878787878785
2006-08-07,154.26363636363635
2006-08-08,148.96969696969697
2006-08-09,269.07272727272726
2006-08-10,303.25757575757575
2006-08-11,309.8030303030303
2006-08-12,160.05757575757573
2006-08-13,143.53333333333333
2006-08-14,211.11515151515152
2006-08-15,197.75757575757575
2006-08-16,146.74545454545455
2006-08-17,87.46060606060605
2006-08-18,105.65151515151517
2006-08-19,161.95454545454547
2006-08-20,225.85454545454544
2006-08-21,145.42727272727274
2006-08-22,146.21515151515152
2006-08-23,225.969696969697
2006-08-24,227.66060606060606
2006-08-25,173.22424242424245
2006-08-26,158.14848484848486
2006-08-27,195.0030303030303
2006-08-28,133.55454545454543
