NewIndex,Direct solar radiation mean [W/m2],Date
433,101.7,2018-10-06
434,102.5,2018-10-07
435,10.8,2018-10-08
436,0.1,2018-10-09
437,175.9,2018-10-10
438,13.0,2018-10-11
439,93.3,2018-10-12
440,3.5,2018-10-13
441,212.0,2018-10-14
442,196.3,2018-10-15
443,1.3,2018-10-16
444,28.2,2018-10-17
445,17.5,2018-10-18
446,230.4,2018-10-19
447,1.1,2018-10-20
448,66.1,2018-10-21
449,51.7,2018-10-22
450,0.2,2018-10-23
451,32.1,2018-10-24
452,44.0,2018-10-25
453,1.4,2018-10-26
454,34.8,2018-10-27
455,111.1,2018-10-28
456,181.5,2018-10-29
457,0.0,2018-10-30
458,-0.1,2018-10-31
459,57.1,2018-11-01
460,0.2,2018-11-02
461,2.1,2018-11-03
462,35.9,2018-11-04
463,0.2,2018-11-05
464,0.3,2018-11-06
465,0.3,2018-11-07
466,0.1,2018-11-08
467,0.9,2018-11-09
468,-0.1,2018-11-10
469,-0.2,2018-11-11
470,-0.2,2018-11-12
471,1.0,2018-11-13
472,1.4,2018-11-14
473,10.4,2018-11-15
474,14.9,2018-11-16
475,86.9,2018-11-17
476,17.5,2018-11-18
477,1.0,2018-11-19
478,1.7,2018-11-20
479,78.4,2018-11-21
480,1.1,2018-11-22
481,1.6,2018-11-23
482,112.4,2018-11-24
483,122.0,2018-11-25
484,4.5,2018-11-26
485,64.7,2018-11-27
486,59.5,2018-11-28
487,0.7,2018-11-29
488,0.4,2018-11-30
489,19.9,2018-12-01
490,89.9,2019-10-01
491,15.6,2019-10-02
492,0.4,2019-10-03
493,45.0,2019-10-04
494,159.4,2019-10-05
495,44.8,2019-10-06
496,101.2,2019-10-07
497,4.7,2019-10-08
498,35.1,2019-10-09
499,6.3,2019-10-10
500,9.3,2019-10-11
501,2.3,2019-10-12
502,52.2,2019-10-13
503,4.7,2019-10-14
504,58.6,2019-10-15
505,0.1,2019-10-16
506,0.0,2019-10-17
507,0.5,2019-10-18
508,2.2,2019-10-19
509,0.0,2019-10-20
510,0.8,2019-10-21
511,1.2,2019-10-22
512,120.5,2019-10-23
513,65.6,2019-10-24
514,-0.3,2019-10-25
515,0.1,2019-10-26
516,0.8,2019-10-27
517,1.1,2019-10-28
518,152.4,2019-10-29
519,157.9,2019-10-30
520,8.9,2019-10-31
521,111.6,2019-11-01
522,0.5,2019-11-02
523,8.5,2019-11-03
524,140.2,2019-11-04
525,38.9,2019-11-05
526,87.3,2019-11-06
527,0.4,2019-11-07
528,0.5,2019-11-08
529,0.2,2019-11-09
530,0.3,2019-11-10
531,1.4,2019-11-11
532,2.1,2019-11-12
533,0.2,2019-11-13
534,0.3,2019-11-14
535,0.6,2019-11-15
536,0.2,2019-11-16
537,0.3,2019-11-17
538,3.3,2019-11-18
539,-0.2,2019-11-19
540,0.1,2019-11-20
541,-0.1,2019-11-21
542,0.0,2019-11-22
543,1.9,2019-11-23
544,0.9,2019-11-24
545,0.8,2019-11-25
546,0.7,2019-11-26
547,0.6,2019-11-27
548,0.3,2019-11-28
549,0.1,2019-11-29
550,45.7,2019-11-30
551,54.6,2019-12-01
552,98.6,2020-10-01
553,85.0,2020-10-02
554,118.3,2020-10-03
555,8.4,2020-10-04
556,127.4,2020-10-05
557,0.1,2020-10-06
558,9.7,2020-10-07
559,20.7,2020-10-08
560,0.3,2020-10-09
561,61.5,2020-10-10
562,124.6,2020-10-11
563,26.6,2020-10-12
564,8.9,2020-10-13
565,0.5,2020-10-14
566,98.7,2020-10-15
567,62.9,2020-10-16
568,1.9,2020-10-17
569,169.8,2020-10-18
570,5.7,2020-10-19
571,7.4,2020-10-20
572,0.2,2020-10-21
573,0.1,2020-10-22
574,1.0,2020-10-23
575,62.1,2020-10-24
576,30.3,2020-10-25
577,0.0,2020-10-26
578,-0.1,2020-10-27
579,54.6,2020-10-28
580,30.0,2020-10-29
581,0.5,2020-10-30
582,0.8,2020-10-31
583,-0.1,2020-11-01
584,-0.1,2020-11-02
585,-0.1,2020-11-03
586,26.9,2020-11-04
587,7.4,2020-11-05
588,121.7,2020-11-06
589,122.1,2020-11-07
590,153.4,2020-11-08
591,74.9,2020-11-09
592,10.0,2020-11-10
593,0.8,2020-11-11
594,0.2,2020-11-12
595,0.1,2020-11-13
596,2.8,2020-11-14
597,1.8,2020-11-15
598,0.0,2020-11-16
599,0.0,2020-11-17
600,53.1,2020-11-18
601,0.0,2020-11-19
602,3.7,2020-11-20
603,2.4,2020-11-21
604,1.6,2020-11-22
605,20.6,2020-11-23
606,7.7,2020-11-24
607,0.4,2020-11-25
608,16.1,2020-11-26
609,1.9,2020-11-27
610,0.8,2020-11-28
611,0.1,2020-11-29
612,0.9,2020-11-30
613,1.3,2020-12-01
614,29.2,2021-10-01
615,10.4,2021-10-02
616,105.5,2021-10-03
617,5.0,2021-10-04
618,-0.3,2021-10-05
619,66.6,2021-10-06
620,0.9,2021-10-07
621,0.1,2021-10-08
622,0.3,2021-10-09
623,-0.1,2021-10-10
624,3.5,2021-10-11
625,10.4,2021-10-12
626,13.0,2021-10-13
627,134.7,2021-10-14
628,0.2,2021-10-15
629,119.8,2021-10-16
630,189.0,2021-10-17
631,69.9,2021-10-18
632,165.4,2021-10-19
633,0.4,2021-10-20
634,18.3,2021-10-21
635,0.0,2021-10-22
636,8.7,2021-10-23
637,1.6,2021-10-24
638,4.9,2021-10-25
639,0.4,2021-10-26
640,0.5,2021-10-27
641,10.4,2021-10-28
642,10.1,2021-10-29
643,0.5,2021-10-30
644,0.4,2021-10-31
645,22.7,2021-11-01
646,43.6,2021-11-02
647,0.0,2021-11-03
648,0.6,2021-11-04
649,0.1,2021-11-05
650,26.2,2021-11-06
651,0.8,2021-11-07
652,32.1,2021-11-08
653,10.0,2021-11-09
654,0.4,2021-11-10
655,57.6,2021-11-11
656,7.6,2021-11-12
657,2.8,2021-11-13
658,8.7,2021-11-14
659,13.4,2021-11-15
660,0.5,2021-11-16
661,0.3,2021-11-17
662,2.2,2021-11-18
663,0.9,2021-11-19
664,8.9,2021-11-20
665,3.1,2021-11-21
666,112.5,2021-11-22
667,1.4,2021-11-23
668,3.9,2021-11-24
669,1.0,2021-11-25
670,7.1,2021-11-26
671,32.8,2021-11-27
672,0.9,2021-11-28
673,6.1,2021-11-29
674,8.5,2021-11-30
675,87.5,2021-12-01
676,67.3,2022-10-01
677,1.1,2022-10-02
678,132.7,2022-10-03
679,251.5,2022-10-04
680,1.0,2022-10-05
681,23.2,2022-10-06
682,49.2,2022-10-07
683,33.6,2022-10-08
684,254.1,2022-10-09
685,130.3,2022-10-10
686,10.0,2022-10-11
687,122.2,2022-10-12
688,36.1,2022-10-13
689,-0.1,2022-10-14
690,0.1,2022-10-15
691,-0.1,2022-10-16
692,6.8,2022-10-17
693,4.7,2022-10-18
694,185.3,2022-10-19
695,126.4,2022-10-20
696,29.1,2022-10-21
697,44.0,2022-10-22
698,32.8,2022-10-23
699,221.3,2022-10-24
700,0.9,2022-10-25
701,0.7,2022-10-26
702,0.5,2022-10-27
703,1.6,2022-10-28
704,4.8,2022-10-29
705,33.3,2022-10-30
706,103.9,2022-10-31
707,6.6,2022-11-01
708,0.7,2022-11-02
709,0.4,2022-11-03
710,0.4,2022-11-04
711,0.4,2022-11-05
712,11.8,2022-11-06
713,-0.2,2022-11-07
714,0.2,2022-11-08
715,0.5,2022-11-09
716,0.4,2022-11-10
717,0.0,2022-11-11
718,147.3,2022-11-12
719,147.8,2022-11-13
720,1.2,2022-11-14
721,0.2,2022-11-15
722,1.1,2022-11-16
723,5.0,2022-11-17
724,1.0,2022-11-18
725,73.6,2022-11-19
726,0.2,2022-11-20
727,-0.1,2022-11-21
728,0.4,2022-11-22
729,0.4,2022-11-23
730,0.5,2022-11-24
731,0.3,2022-11-25
732,0.4,2022-11-26
733,0.4,2022-11-27
734,0.5,2022-11-28
735,0.2,2022-11-29
736,0.8,2022-11-30
737,1.0,2022-12-01
738,0.6,2022-12-02
739,1.5,2022-12-03
740,3.1,2022-12-04
741,30.2,2022-12-05
742,2.0,2022-12-06
743,2.0,2022-12-07
744,2.4,2022-12-08
745,16.3,2022-12-09
746,2.5,2022-12-10
747,1.1,2022-12-11
748,0.4,2022-12-12
749,1.4,2022-12-13
750,37.6,2022-12-14
751,24.0,2022-12-15
752,11.4,2022-12-16
753,42.4,2022-12-17
754,0.8,2022-12-18
755,2.0,2022-12-19
756,0.6,2022-12-20
757,0.9,2022-12-21
758,1.0,2022-12-22
759,0.9,2022-12-23
760,33.1,2022-12-24
761,3.6,2022-12-25
762,0.7,2022-12-26
763,0.6,2022-12-27
764,15.0,2022-12-28
765,0.6,2022-12-29
766,1.3,2022-12-30
767,0.5,2022-12-31
768,59.7,2023-01-01
769,131.7,2004-11-01
770,145.5,2004-11-02
771,0.9,2004-11-03
772,0.4,2004-11-04
773,5.8,2004-11-05
774,0.6,2004-11-06
775,0.8,2004-11-07
776,45.1,2004-11-08
777,40.5,2004-11-09
778,0.6,2004-11-10
779,0.6,2004-11-11
780,0.3,2004-11-12
781,64.4,2004-11-13
782,52.5,2004-11-14
783,0.8,2004-11-15
784,44.5,2004-11-16
785,51.8,2004-11-17
786,0.9,2004-11-18
787,2.0,2004-11-19
788,64.8,2004-11-20
789,1.1,2004-11-21
790,3.1,2004-11-22
791,0.3,2004-11-23
792,1.1,2004-11-24
793,76.7,2004-11-25
794,57.4,2004-11-26
795,115.4,2004-11-27
796,27.4,2004-11-28
797,1.1,2004-11-29
798,1.5,2004-11-30
799,1.1,2004-12-01
800,0.6,2004-12-02
801,72.6,2004-12-03
802,1.8,2004-12-04
803,0.9,2004-12-05
804,1.0,2004-12-06
805,1.1,2004-12-07
806,0.8,2004-12-08
807,17.0,2004-12-09
808,1.4,2004-12-10
809,1.0,2004-12-11
810,80.3,2004-12-12
811,2.0,2004-12-13
812,0.5,2004-12-14
813,0.3,2004-12-15
814,0.7,2004-12-16
815,0.3,2004-12-17
816,9.1,2004-12-18
817,1.0,2004-12-19
818,2.0,2004-12-20
819,12.2,2004-12-21
820,0.6,2004-12-22
821,13.1,2004-12-23
822,86.5,2004-12-24
823,35.8,2004-12-25
824,25.5,2004-12-26
825,44.1,2004-12-27
826,0.8,2004-12-28
827,1.1,2004-12-29
828,0.6,2004-12-30
829,77.7,2004-12-31
830,44.8,2005-01-01
831,65.7,2005-11-01
832,3.6,2005-11-02
833,2.5,2005-11-03
834,0.2,2005-11-04
835,0.1,2005-11-05
836,0.4,2005-11-06
837,0.2,2005-11-07
838,4.8,2005-11-08
839,-,2005-11-09
840,-,2005-11-10
841,3.3,2005-11-11
842,0.1,2005-11-12
843,28.9,2005-11-13
844,0.2,2005-11-14
845,3.7,2005-11-15
846,97.9,2005-11-16
847,1.8,2005-11-17
848,31.7,2005-11-18
849,31.2,2005-11-19
850,0.6,2005-11-20
851,4.7,2005-11-21
852,17.6,2005-11-22
853,0.1,2005-11-23
854,0.1,2005-11-24
855,0.1,2005-11-25
856,0.5,2005-11-26
857,3.1,2005-11-27
858,0.1,2005-11-28
859,0.5,2005-11-29
860,0.4,2005-11-30
861,8.7,2005-12-01
862,0.2,2005-12-02
863,4,2005-12-03
864,46.8,2005-12-04
865,0.2,2005-12-05
866,0.2,2005-12-06
867,0.3,2005-12-07
868,0.2,2005-12-08
869,0.5,2005-12-09
870,1.4,2005-12-10
871,0.3,2005-12-11
872,37.6,2005-12-12
873,64.9,2005-12-13
874,40.7,2005-12-14
875,0.2,2005-12-15
876,14.3,2005-12-16
877,7.8,2005-12-17
878,50.9,2005-12-18
879,0.4,2005-12-19
880,0.4,2005-12-20
881,66.4,2005-12-21
882,43.6,2005-12-22
883,0.2,2005-12-23
884,0.1,2005-12-24
885,14.7,2005-12-25
886,1.3,2005-12-26
887,0.3,2005-12-27
888,2.5,2005-12-28
889,0.2,2005-12-29
890,0.3,2005-12-30
891,0.2,2005-12-31
892,0.4,2006-01-01
893,-,2006-11-01
894,116.9,2006-11-02
895,101.7,2006-11-03
896,122.9,2006-11-04
897,4.2,2006-11-05
898,3.2,2006-11-06
899,10.9,2006-11-07
900,126.3,2006-11-08
901,80.2,2006-11-09
902,76.6,2006-11-10
903,4.4,2006-11-11
904,3.6,2006-11-12
905,3.3,2006-11-13
906,3.9,2006-11-14
907,2.8,2006-11-15
908,2.9,2006-11-16
909,2.7,2006-11-17
910,2.8,2006-11-18
911,6.5,2006-11-19
912,17.2,2006-11-20
913,2.8,2006-11-21
914,-,2006-11-22
915,-,2006-11-23
916,-,2006-11-24
917,-,2006-11-25
918,-,2006-11-26
919,-,2006-11-27
920,-,2006-11-28
921,-,2006-11-29
922,-,2006-11-30
923,-,2006-12-01
924,-,2006-12-02
925,-,2006-12-03
926,-,2006-12-04
927,-,2006-12-05
928,-,2006-12-06
929,-,2006-12-07
930,-,2006-12-08
931,-,2006-12-09
932,-,2006-12-10
933,-,2006-12-11
934,-,2006-12-12
935,-,2006-12-13
936,-,2006-12-14
937,-,2006-12-15
938,-,2006-12-16
939,-,2006-12-17
940,-,2006-12-18
941,-,2006-12-19
942,-,2006-12-20
943,-,2006-12-21
944,-,2006-12-22
945,-,2006-12-23
946,-,2006-12-24
947,-,2006-12-25
948,-,2006-12-26
949,-,2006-12-27
950,-,2006-12-28
951,-,2006-12-29
952,-,2006-12-30
953,-,2006-12-31
954,-,2007-01-01
955,-,2013-11-01
956,-,2013-11-02
957,-,2013-11-03
958,-,2013-11-04
959,0.2,2013-11-05
960,101.5,2013-11-06
961,2.6,2013-11-07
962,0.6,2013-11-08
963,5,2013-11-09
964,-,2013-11-10
965,-,2013-11-11
966,0.6,2013-11-12
967,0.3,2013-11-13
968,-,2013-11-14
969,-,2013-11-15
970,103.4,2013-11-16
971,99.5,2013-11-17
972,-,2013-11-18
973,-,2013-11-19
974,-,2013-11-20
975,0.3,2013-11-21
976,0.6,2013-11-22
977,78.8,2013-11-23
978,94.1,2013-11-24
979,104.1,2013-11-25
980,66.2,2013-11-26
981,1.6,2013-11-27
982,-,2013-11-28
983,-,2013-11-29
984,2.3,2013-11-30
985,-,2013-12-01
986,-,2013-12-02
987,-,2013-12-03
988,-,2013-12-04
989,20.9,2013-12-05
990,0.3,2013-12-06
991,0.8,2013-12-07
992,1,2013-12-08
993,1.3,2013-12-09
994,1.5,2013-12-10
995,0.8,2013-12-11
996,0.7,2013-12-12
997,0.2,2013-12-13
998,1.2,2013-12-14
999,0.2,2013-12-15
1000,-,2013-12-16
1001,-,2013-12-17
1002,0.7,2013-12-18
1003,0.3,2013-12-19
1004,-,2013-12-20
1005,-,2013-12-21
1006,-,2013-12-22
1007,-,2013-12-23
1008,0.4,2013-12-24
1009,0.2,2013-12-25
1010,-,2013-12-26
1011,-,2013-12-27
1012,0.2,2013-12-28
1013,0.3,2013-12-29
1014,0.3,2013-12-30
1015,0.5,2013-12-31
1016,0.2,2014-01-01
1017,70.8,2014-11-01
1018,0.3,2014-11-02
1019,0.2,2014-11-03
1020,0.2,2014-11-04
1021,1.6,2014-11-05
1022,0.2,2014-11-06
1023,0.7,2014-11-07
1024,0.9,2014-11-08
1025,0.7,2014-11-09
1026,0.1,2014-11-10
1027,0.3,2014-11-11
1028,-,2014-11-12
1029,-,2014-11-13
1030,-,2014-11-14
1031,-,2014-11-15
1032,-,2014-11-16
1033,-,2014-11-17
1034,0.2,2014-11-18
1035,-,2014-11-19
1036,-,2014-11-20
1037,0.4,2014-11-21
1038,1.5,2014-11-22
1039,0.8,2014-11-23
1040,0.2,2014-11-24
1041,0.2,2014-11-25
1042,0.7,2014-11-26
1043,-,2014-11-27
1044,-,2014-11-28
1045,1.3,2014-11-29
1046,0.5,2014-11-30
1047,10.6,2014-12-01
1048,-,2014-12-02
1049,-,2014-12-03
1050,-,2014-12-04
1051,-,2014-12-05
1052,0.6,2014-12-06
1053,-,2014-12-07
1054,-,2014-12-08
1055,0.6,2014-12-09
1056,0.2,2014-12-10
1057,0.6,2014-12-11
1058,-,2014-12-12
1059,-,2014-12-13
1060,1,2014-12-14
1061,-,2014-12-15
1062,-,2014-12-16
1063,-,2014-12-17
1064,1.1,2014-12-18
1065,0.4,2014-12-19
1066,2.1,2014-12-20
1067,1.3,2014-12-21
1068,-,2014-12-22
1069,-,2014-12-23
1070,0.3,2014-12-24
1071,24.1,2014-12-25
1072,15.8,2014-12-26
1073,-,2014-12-27
1074,-,2014-12-28
1075,32.1,2014-12-29
1076,0.9,2014-12-30
1077,8.8,2014-12-31
1078,0.6,2015-01-01
1079,10.6,2014-12-01
1080,-,2014-12-02
1081,-,2014-12-03
1082,-,2014-12-04
1083,-,2014-12-05
1084,0.6,2014-12-06
1085,-,2014-12-07
1086,-,2014-12-08
1087,0.6,2014-12-09
1088,0.2,2014-12-10
